category,T1_start,T2_start,W_start,T1_end,T2_end,W_end,start_spread,end_spread,max_spread
ABC,590,590,590,1107,1107,1107,0,0,0
AC,2863,,2863,1594377,,1594377,0,0,0
AC,1632998,,1632998,2225482,,2225482,0,0,0
AC,2228526,,2228526,4523315,,4523315,0,0,0
ABC,4523329,4523329,4523329,4595715,4595715,4595715,0,0,0
ABC,4596899,4596899,4596899,4603274,4603274,4603274,0,0,0
ABC,4603380,4603380,4603380,4613917,4613917,4613917,0,0,0
ABC,4613969,4613969,4613969,35781829,35781829,35781829,0,0,0
ABC,35788083,35788083,35788083,35807339,35807339,35807339,0,0,0
ABC,35814115,35814115,35814115,37792973,37792971,37792973,0,2,2
ABC,37793075,37792972,37793075,38121666,38121705,38121666,103,39,103
ABC,38121704,38121723,38121704,38375563,38375563,38375563,19,0,19
ABC,38375927,38375927,38375927,38380455,38380455,38380455,0,0,0
ABC,38488702,38488702,38488702,44117416,44117416,44117416,0,0,0
ABC,44126571,44126571,44126571,44126684,44126684,44126684,0,0,0
AC,44173357,,44173357,45249168,,45249168,0,0,0
AC,45250316,,45250316,45250672,,45250672,0,0,0
AC,45267616,,45267616,45431080,,45425951,0,5129,5129
ABC,45431080,45431079,45431079,45462350,45462350,45462350,1,0,1
ABC,49694143,49694143,49694143,49709765,49709765,49709765,0,0,0
ABC,49819610,49819610,49819610,60308093,60311358,60311358,0,3265,3265
ABC,60311357,60319167,60319167,60573082,60573082,60573082,7810,0,7810
ABC,60687704,60687704,60687704,60858895,60828109,60858895,0,30786,30786
ABC,60859260,60859260,60859260,60886040,60886040,60886040,0,0,0
ABC,60886080,60886080,60886080,61720936,61720936,61720936,0,0,0
ABC,61735704,61735704,61735704,61914148,61914148,61914148,0,0,0
ABC,77003817,77002209,77003817,77005640,77005640,77005640,1608,0,1608
ABC,77005665,77005665,77005665,77007278,77007278,77007278,0,0,0
ABC,77007588,77007588,77007588,77010338,77010338,77010338,0,0,0
ABC,77010338,77010338,77010338,77012917,77012917,77012917,0,0,0
ABC,77012917,77012917,77012917,77061040,77060356,77060356,0,684,684
ABC,82293055,82293055,82293055,82294518,82294518,82294518,0,0,0
ABC,82294523,82294523,82294523,82739694,82739694,82739694,0,0,0
ABC,82739709,82739709,82739709,82741052,82741052,82741052,0,0,0
ABC,82741927,82741927,82741927,83378127,83378127,83378127,0,0,0
ABC,83381972,83381972,83381972,83382330,83382330,83382330,0,0,0
ABC,83383439,83383439,83383439,85395649,85395649,85395649,0,0,0
ABC,85395656,85395656,85395656,85403945,85404138,85404138,0,193,193
ABC,85404125,85450655,85450655,85760832,85760832,85760832,46530,0,46530
ABC,85840487,85840487,85840487,85841041,85841041,85841041,0,0,0
ABC,85855212,85855212,85855212,86550498,86566123,86566123,0,15625,15625
ABC,86551342,86566148,86566148,86597586,86605227,86605227,14806,7641,14806
ABC,86605226,86605231,86605231,87861780,87861780,87861780,5,0,5
ABC,87881478,87881478,87881478,87939125,87939125,87939125,0,0,0
ABC,91370041,91370041,91370041,91370492,91370492,91370492,0,0,0
ABC,91371202,91371202,91371202,92323422,92323422,92323422,0,0,0
ABC,92334878,92334878,92334878,92335630,92335630,92335630,0,0,0
ABC,92376971,92376971,92376971,92615492,92615492,92615492,0,0,0
BC,,45462391,45462391,,46886919,46886919,0,0,0
BC,,46886962,46886962,,46888306,46888306,0,0,0
BC,,46888611,46888611,,49627827,49627827,0,0,0
BC,,61939063,61939063,,70253947,70253947,0,0,0
BC,,70257871,70257871,,70382771,70382771,0,0,0
BC,,70382791,70382791,,77002184,77003793,0,1609,1609
BC,,77060356,77060356,,81154560,81154560,0,0,0
BC,,81154721,81154721,,81155852,81155852,0,0,0
BC,,81155875,81155875,,81234853,81234853,0,0,0
BC,,81236181,81236181,,81306048,81306048,0,0,0
BC,,81391106,81391106,,82287050,82287050,0,0,0
BC,,82287152,82287152,,82288698,82288694,0,4,4
BC,,82288714,82288697,,82291752,82291752,17,0,17
BC,,87983675,87983675,,89646682,89646682,0,0,0
BC,,89646936,89646936,,89719648,89719648,0,0,0
BC,,89719657,89719657,,91367315,91367315,0,0,0
