category,T1_start,T2_start,W_start,T1_end,T2_end,W_end,start_spread,end_spread,max_spread
ABC,21888,21888,21888,1540091,1614948,1540091,0,74857,74857
ABC,1592048,1615011,1592048,1616615,1616615,1616615,22963,0,22963
ABC,18987097,18987097,18987097,19037012,19037012,19037012,0,0,0
AC,19037077,,19037077,19169210,,19169210,0,0,0
AC,19169402,,19169402,19169611,,19169539,0,72,72
AC,19169611,,19169610,21725958,,21725958,1,0,1
ABC,21733333,21733333,21733333,21806743,21806743,21806743,0,0,0
ABC,21941186,21941186,21941186,23633428,23633428,23633428,0,0,0
ABC,23637301,23637301,23637301,23890607,23890607,23890607,0,0,0
ABC,23890676,23890676,23890676,30690218,30690218,30690218,0,0,0
ABC,30690242,30690242,30690242,30690336,30690336,30690336,0,0,0
ABC,30691259,30691259,30691259,33736997,33687426,33687426,0,49571,49571
ABC,33736997,33736997,33736997,33739774,33739774,33739774,0,0,0
ABC,33741067,33741067,33741067,33779889,33779889,33779889,0,0,0
ABC,33780691,33780691,33780691,33782247,33782247,33782247,0,0,0
ABC,33782365,33791592,33795377,33841286,33840372,33841286,13012,914,13012
ABC,33847291,33841285,33847291,33849018,33849018,33849018,6006,0,6006
ABC,33849042,33849042,33849042,50664251,50664251,50664251,0,0,0
ABC,50709782,50709782,50709782,50819682,50819682,50819682,0,0,0
ABC,50821806,50821806,50821806,57297665,57297665,57297665,0,0,0
ABC,57298722,57298722,57298722,57421873,57421873,57421873,0,0,0
ABC,57421874,57421874,57421874,59715415,59715415,59715415,0,0,0
BC,,1618327,1618327,,16610355,16610355,0,0,0
BC,,16610381,16610381,,16645745,16645745,0,0,0
BC,,16658771,16658771,,18978145,18978145,0,0,0
BC,,33687436,33687436,,33687873,33687873,0,0,0
BC,,33688150,33688150,,33736997,33736997,0,0,0
BC,,33782365,33782365,,33789467,33789467,0,0,0
BC,,33791445,33791445,,33791578,33795121,0,3543,3543
