category,T1_start,T2_start,W_start,T1_end,T2_end,W_end,start_spread,end_spread,max_spread
ABC,4445,4445,4445,10598262,10598262,10598262,0,0,0
ABC,10629707,10629707,10629707,10789885,10789885,10789885,0,0,0
ABC,10807843,10807843,10807843,14041151,14041151,14041151,0,0,0
ABC,14041232,14041232,14041232,14117564,14117564,14117564,0,0,0
ABC,14130746,14130746,14130746,24642200,24642200,24642200,0,0,0
ABC,24642418,24642418,24642418,24643692,24643692,24643692,0,0,0
AC,24675441,,24675441,29982581,,29982581,0,0,0
ABC,30007666,30007666,30007666,30030771,30030771,30030771,0,0,0
ABC,30159606,30159606,30159606,41208886,41208886,41208886,0,0,0
ABC,41208891,41208891,41208891,41213773,41210318,41210318,0,3455,3455
ABC,41921576,41972451,41972451,41950471,41986872,41986872,50875,36401,50875
ABC,49283066,49283066,49283066,49283371,49283371,49283371,0,0,0
ABC,49283416,49283416,49283416,49331156,49331156,49331156,0,0,0
ABC,49331299,49331299,49331299,49331654,49331654,49331654,0,0,0
ABC,49332600,49332600,49332600,49334929,49334929,49334929,0,0,0
BC,,41213772,41213772,,41972411,41972411,0,0,0
BC,,41988755,41988755,,49068080,49068080,0,0,0
BC,,49068203,49068203,,49069177,49069177,0,0,0
BC,,49078533,49078533,,49279822,49279822,0,0,0
