category,T1_start,T2_start,W_start,T1_end,T2_end,W_end,start_spread,end_spread,max_spread
ABC,37231,37231,37231,20290528,20284042,20284042,0,6486,6486
ABC,20290528,20290655,20290655,20290767,20290747,20290767,127,20,127
ABC,20290767,20290766,20290767,20295284,20295298,20295284,1,14,14
ABC,20295297,20297202,20295297,20299375,20299375,20299375,1905,0,1905
ABC,20299377,20299377,20299377,20300375,20300375,20300375,0,0,0
ABC,20300375,20300375,20300375,20300465,20300465,20300465,0,0,0
ABC,20300465,20284473,20300465,20311026,20290529,20311026,15992,20497,20497
ABC,20311108,20284042,20311108,20311317,20284464,20311317,27066,26853,27066
ABC,20311320,20300465,20311320,20836714,20836714,20836714,10855,0,10855
ABC,20836889,20836889,20836889,20839888,20839888,20839888,0,0,0
AC,20840933,,20840933,30992480,,30992480,0,0,0
ABC,31053392,30992409,31053392,31113223,31113223,31113223,60983,0,60983
ABC,31168404,31168404,31168404,33317442,33317442,33317442,0,0,0
ABC,33318405,33318405,33318405,33320229,33320229,33320229,0,0,0
ABC,33322401,33322401,33322401,35644327,35644327,35644327,0,0,0
ABC,35644613,35644613,35644613,35647547,35647547,35647547,0,0,0
ABC,35664707,35664707,35664707,36153565,36153565,36153565,0,0,0
ABC,36153618,36153618,36153618,36156593,36156593,36156593,0,0,0
ABC,36157963,36157963,36157963,36276100,36276303,36276100,0,203,203
ABC,36276170,36277533,36276170,36279520,36279520,36279520,1363,0,1363
ABC,36280573,36280573,36280573,36500339,36500339,36500339,0,0,0
ABC,36504955,36504955,36504955,36506021,36506021,36506021,0,0,0
ABC,36509177,36509177,36509177,43038403,43038403,43038403,0,0,0
ABC,43221452,43221452,43221452,43300584,43300584,43300584,0,0,0
ABC,43320393,43320393,43320393,44188076,44188076,44188076,0,0,0
ABC,44188102,44188102,44188102,44206300,44206300,44206300,0,0,0
ABC,44344397,44344397,44344397,44575528,44575528,44575528,0,0,0
ABC,44596476,44596476,44596476,44631731,44631731,44631731,0,0,0
ABC,44638673,44638673,44638673,45065566,45065566,45065566,0,0,0
ABC,45147032,45147032,45147032,45660585,45660585,45660585,0,0,0
ABC,45660608,45660608,45660608,54250790,54250790,54250790,0,0,0
ABC,54260794,54260794,54260794,54643263,54643263,54643263,0,0,0
ABC,54715945,54715945,54715945,58778229,58778229,58778229,0,0,0
ABC,58930232,58930232,58930232,59075463,59075463,59075463,0,0,0
ABC,59135803,59135803,59135803,59660376,59660376,59660376,0,0,0
ABC,59660376,59660376,59660376,59751480,59751480,59751480,0,0,0
ABC,59752001,59752001,59752001,64988358,64988358,64988358,0,0,0
ABC,64988361,64988361,64988361,65026739,65026739,65026739,0,0,0
AB,65033948,65033948,,66799810,66799833,,0,23,23
AB,66799832,66799833,,66799879,66799879,,1,0,1
AB,66799879,66799879,,67142416,67142416,,0,0,0
ABC,67168921,67168921,67168921,67316576,67316576,67316576,0,0,0
AC,67316620,,67316620,78334847,,78334847,0,0,0
ABC,78334904,78334904,78334904,78358519,78358519,78358519,0,0,0
ABC,78359552,78359552,78359552,78827746,78827746,78827746,0,0,0
ABC,78827746,78827746,78827746,78829859,78829859,78829859,0,0,0
AC,78832554,,78832554,78849621,,78849621,0,0,0
AC,78849621,,78849621,78854465,,78854465,0,0,0
ABC,78854568,78832554,78854568,83431506,83431506,83431506,22014,0,22014
ABC,83432562,83432562,83432562,83434262,83434262,83434262,0,0,0
AC,83435115,,83435115,87350198,,87350198,0,0,0
ABC,87351041,87351041,87351041,87355299,87355299,87355299,0,0,0
ABC,87360136,87360136,87360136,87483739,87483739,87483739,0,0,0
