category,T1_start,T2_start,W_start,T1_end,T2_end,W_end,start_spread,end_spread,max_spread
ABC,6567,6567,6567,87066,87066,87066,0,0,0
ABC,87527,87527,87527,92189,92189,92189,0,0,0
ABC,92549,92549,92549,449358,447582,449358,0,1776,1776
ABC,449415,447587,449415,451743,451743,451743,1828,0,1828
ABC,452732,453400,453400,455001,455062,455190,668,189,668
ABC,455061,455062,455250,465587,466420,465587,189,833,833
ABC,465587,466443,465587,3156137,3156137,3156137,856,0,856
ABC,3158359,3158359,3158359,3158796,3158796,3158796,0,0,0
ABC,3159886,3159886,3159886,13042262,13042262,13042262,0,0,0
ABC,13045884,13045884,13045884,13066446,13066445,13066445,0,1,1
ABC,13112110,13066445,13066445,15344489,15344489,15344489,45665,0,45665
ABC,15344704,15344704,15344704,15488600,15422522,15422522,0,66078,66078
ABC,15488612,15488599,15488599,15700861,15700861,15700861,13,0,13
ABC,15700937,15700937,15700937,15780424,15780424,15780424,0,0,0
AC,15788423,,15788423,19857964,,19857964,0,0,0
AC,19858029,,19858029,19999634,,19999634,0,0,0
AC,19999637,,19999637,23318630,,23396801,0,78171,78171
ABC,23396799,23396883,23396883,23397899,23397899,23397899,84,0,84
ABC,23398667,23398667,23398667,26973483,26973483,26973483,0,0,0
ABC,26997969,26997969,26997969,27065238,27065238,27065238,0,0,0
ABC,27065292,27065292,27065292,31115487,31115487,31115487,0,0,0
ABC,31142806,31142806,31142806,31257242,31257242,31257242,0,0,0
ABC,44495348,44495348,44495348,44716933,44716933,44716933,0,0,0
ABC,44716956,44716956,44716956,45414805,45414805,45414805,0,0,0
ABC,45414978,45414978,45414978,45415708,45415708,45415708,0,0,0
ABC,45417582,45417582,45417582,47568105,47644741,47568105,0,76636,76636
ABC,47572630,47645112,47572630,47598861,47646534,47585826,72482,60708,72482
ABC,47603134,47646724,47585826,47644741,47709894,47644741,60898,65153,65153
ABC,47645112,47710447,47645112,47646534,47710655,47646534,65335,64121,65335
ABC,47646724,47710655,47646724,47709894,47713557,47709894,63931,3663,63931
ABC,47710447,47713576,47710447,47710624,47716463,47710624,3129,5839,5839
ABC,47710624,47716496,47710624,47713557,47720175,47713557,5872,6618,6618
ABC,47713576,47720469,47713576,47716463,47722076,47716463,6893,5613,6893
ABC,47716496,47722081,47716496,47720175,47759636,47720175,5585,39461,39461
ABC,47720469,47760453,47720469,47722076,47762989,47722076,39984,40913,40913
AC,47722081,,47722081,47759636,,47759636,0,0,0
AC,47760453,,47760453,47762989,,47762989,0,0,0
ABC,47778433,47778433,47778433,47867387,47867387,47867387,0,0,0
ABC,47867387,47867387,47867387,47867832,47867832,47867832,0,0,0
ABC,47867832,47867832,47867832,47957738,47957738,47957738,0,0,0
ABC,47957757,47957757,47957757,47958002,47958002,47958002,0,0,0
ABC,47958005,47958005,47958005,48001073,48001073,48001073,0,0,0
ABC,48001078,48001078,48001078,48001863,48001863,48001863,0,0,0
ABC,48002030,48002030,48002030,49478525,49478525,49478525,0,0,0
ABC,49478525,49478525,49478525,49478733,49478733,49478733,0,0,0
ABC,49478760,49478760,49478760,50266211,50266211,50266211,0,0,0
ABC,50475273,50475273,50475273,50505392,50476336,50505392,0,29056,29056
ABC,50505487,50505359,50505487,52447116,52447116,52447116,128,0,128
BC,,452732,452732,,452944,452944,0,0,0
BC,,452951,452951,,453338,453338,0,0,0
BC,,31257242,31257242,,44468169,44468169,0,0,0
