category,T1_start,T2_start,W_start,T1_end,T2_end,W_end,start_spread,end_spread,max_spread
ABC,6498,6498,6498,594412,594412,594412,0,0,0
ABC,595551,595551,595551,595969,595969,595969,0,0,0
ABC,596317,596317,596317,1272811,1272811,1272811,0,0,0
ABC,1274604,1274604,1274604,1289552,1289552,1289552,0,0,0
AC,1289582,,1289582,13438952,,13438952,0,0,0
ABC,13438986,13438986,13438986,13442567,13442567,13442567,0,0,0
ABC,13442621,13442621,13442621,16361616,16421810,16361616,0,60194,60194
ABC,16421809,16423103,16421809,16449992,16449992,16449992,1294,0,1294
ABC,16451188,16451188,16451188,19310991,19355797,19310991,0,44806,44806
ABC,19355579,19355797,19355579,19355995,19355995,19355995,218,0,218
ABC,19358855,19358855,19358855,19362265,19362265,19362265,0,0,0
ABC,19362285,19362285,19362285,19362567,19362567,19362567,0,0,0
ABC,19362615,19362615,19362615,39731232,39731232,39731232,0,0,0
ABC,39828628,39828628,39828628,39927476,39862712,39927476,0,64764,64764
ABC,39927479,39927475,39927479,50558500,50558500,50558500,4,0,4
ABC,50603111,50603111,50603111,50725138,50725138,50725138,0,0,0
ABC,50741831,50741831,50741831,52400725,52400725,52400725,0,0,0
ABC,52401513,52401513,52401513,52402994,52402994,52402994,0,0,0
ABC,52404207,52404207,52404207,52414309,52414309,52414309,0,0,0
ABC,52414564,52414564,52414564,52415444,52415444,52415444,0,0,0
ABC,52415902,52415902,52415902,52497746,52497746,52497746,0,0,0
ABC,52498088,52498088,52498088,52499464,52499464,52499464,0,0,0
ABC,52500977,52500977,52500977,52617010,52617010,52617010,0,0,0
ABC,52618398,52618398,52618398,52619337,52619337,52619337,0,0,0
ABC,52620487,52620487,52620487,52640348,52640348,52640348,0,0,0
ABC,52643797,52643797,52643797,52644873,52644873,52644873,0,0,0
ABC,52644879,52644879,52644879,55912316,55910339,55923060,0,12721,12721
AB,55914205,55910344,,55918528,55918528,,3861,0,3861
AB,55920747,55920747,,55923060,55923429,,0,369,369
ABC,55923427,55923523,55923427,56029520,56029520,56029520,96,0,96
ABC,56058105,56058105,56058105,56062963,56062963,56062963,0,0,0
ABC,56072076,56072076,56072076,56103841,56103841,56103841,0,0,0
ABC,56110738,56110738,56110738,64072779,64072779,64072779,0,0,0
ABC,64078162,64078162,64078162,64134272,64134272,64134272,0,0,0
ABC,64138757,64138757,64138757,71853558,71853558,71853558,0,0,0
ABC,72014503,72014503,72014503,72104613,72104613,72104613,0,0,0
ABC,72157941,72157941,72157941,87229055,87229055,87229055,0,0,0
