category,T1_start,T2_start,W_start,T1_end,T2_end,W_end,start_spread,end_spread,max_spread
ABC,1700,1700,1700,1474387,1474387,1474387,0,0,0
ABC,1512940,1512940,1512940,1518206,1518206,1518206,0,0,0
ABC,1558296,1558296,1558296,19909137,19909137,19909137,0,0,0
ABC,19909180,19909180,19909180,19972979,19972979,19972979,0,0,0
ABC,19972981,19972981,19972981,23398983,23398983,23398983,0,0,0
ABC,23399300,23399300,23399300,23617071,23617071,23617071,0,0,0
ABC,23617071,23617071,23617071,33462827,33462827,33462827,0,0,0
ABC,33558949,33558949,33558949,33563203,33563203,33563203,0,0,0
AC,33563863,,33563863,35061126,,35061126,0,0,0
ABC,35061126,35061126,35061126,35138329,35138329,35138329,0,0,0
AC,35160872,,35160872,41775235,,41775235,0,0,0
AC,41775243,,41775243,41863271,,41863271,0,0,0
AC,41863273,,41863273,46871354,,46871354,0,0,0
AC,46871366,,46871366,46919130,,46919130,0,0,0
AC,46931311,,46931311,51113016,,51113016,0,0,0
ABC,51116266,51116266,51116266,51117379,51117379,51117379,0,0,0
ABC,51121015,51121015,51121015,51418084,51418084,51418084,0,0,0
ABC,51449536,51449536,51449536,51723166,51706526,51723166,0,16640,16640
AC,51869261,,51869261,56057749,,56057749,0,0,0
ABC,56059916,56059916,56059916,56064958,56064958,56064958,0,0,0
ABC,56065005,56065005,56065005,62761229,62761229,62761229,0,0,0
ABC,62888415,62888415,62888415,63200394,63200394,63200394,0,0,0
ABC,63364219,63364219,63364219,73774348,73774348,73774348,0,0,0
ABC,73790857,73790857,73790857,73832806,73832806,73832806,0,0,0
ABC,80576175,80542551,80542551,80578269,80578269,80578269,33624,0,33624
ABC,80618942,80618942,80618942,93889913,93889913,93889913,0,0,0
ABC,93903835,93903835,93903835,94049128,94049128,94049128,0,0,0
ABC,94212407,94212407,94212407,96724433,96724433,96724433,0,0,0
ABC,96728044,96728044,96728044,96728439,96728439,96728439,0,0,0
ABC,96729522,96729522,96729522,96734052,96734052,96734052,0,0,0
