category,T1_start,T2_start,W_start,T1_end,T2_end,W_end,start_spread,end_spread,max_spread
ABC,4841,4841,4841,8956585,8956585,8956585,0,0,0
ABC,9038174,9038174,9038174,9176542,9176542,9176542,0,0,0
ABC,11605600,11605600,11605600,11623101,11623101,11623101,0,0,0
ABC,11626476,11626476,11626476,16115508,16115508,16115508,0,0,0
ABC,16125909,16125909,16125909,16249452,16249452,16249452,0,0,0
ABC,16249503,16249503,16249503,19035663,19035663,19035663,0,0,0
ABC,19036106,19036106,19036106,19037991,19037991,19037991,0,0,0
ABC,19038310,19038310,19038310,33951484,33951484,33951484,0,0,0
ABC,33953891,33953891,33953891,34052409,34052409,34052409,0,0,0
ABC,34052522,34052522,34052522,35698308,35698331,35698331,0,23,23
ABC,35698330,35707438,35707438,35737323,35737352,35737352,9108,29,9108
AC,35737351,,35737363,51514329,,51514329,12,0,12
ABC,51514370,51514370,51514370,51530700,51530700,51530700,0,0,0
ABC,51530700,51530700,51530700,51531056,51531056,51531056,0,0,0
ABC,51531140,51531140,51531140,51556233,51556233,51556233,0,0,0
ABC,52552866,52552866,52552866,52635789,52676266,52635789,0,40477,40477
AC,52635851,,52635851,52648526,,52648526,0,0,0
AC,52648610,,52661385,52676266,,52665667,12775,10599,12775
ABC,52693589,52693589,52693589,54001485,54001485,54001485,0,0,0
ABC,54004233,54004233,54004233,54013907,54013907,54013907,0,0,0
ABC,54065361,54065361,54065361,54485171,54485172,54484956,0,216,216
ABC,54485171,54485283,54484990,54485748,54485896,54485896,293,148,293
ABC,54485859,54485896,54485896,54728035,54732782,54728035,37,4747,4747
ABC,54732741,54732837,54732741,54736365,54736365,54736365,96,0,96
AC,54736373,,54736373,62872155,,62872155,0,0,0
ABC,62893833,62893833,62893833,62985481,62985481,62985481,0,0,0
ABC,62987520,62987520,62987520,69934092,69934092,69934092,0,0,0
ABC,69972363,69972363,69972363,69984495,69984495,69984495,0,0,0
ABC,70000198,70000198,70000198,74875146,74875146,74875146,0,0,0
ABC,74985039,74985039,74985039,74987293,74987293,74987293,0,0,0
ABC,74987917,74987917,74987917,75131327,75131327,75131327,0,0,0
ABC,75133451,75133451,75133451,75134703,75134703,75134703,0,0,0
ABC,75134856,75134856,75134856,75137646,75137646,75137646,0,0,0
ABC,75138958,75138958,75138958,75139120,75139120,75139120,0,0,0
ABC,75142911,75142911,75142911,75152231,75152231,75152231,0,0,0
ABC,75152416,75152416,75152416,75153887,75164477,75153887,0,10590,10590
ABC,75164476,75164485,75164476,78962470,78962470,78962470,9,0,9
ABC,78978405,78978405,78978405,79003578,79003578,79003578,0,0,0
ABC,79006809,79006809,79006809,80044080,80044080,80044080,0,0,0
ABC,80044114,80044114,80044114,80044324,80044324,80044324,0,0,0
ABC,80055986,80055986,80055986,86678230,86678240,86678230,0,10,10
AC,86678239,,86678239,86941410,,86941410,0,0,0
ABC,87198056,87198059,87198056,92532794,92532794,92532794,3,0,3
ABC,92532799,92532799,92532799,92543206,92543206,92543206,0,0,0
AC,92543283,,92559078,101964716,,101964716,15795,0,15795
BC,,11127809,11140333,,11140274,11140456,12524,182,12524
BC,,11140333,11143042,,11140456,11149147,2709,8691,8691
BC,,11149206,11149206,,11596954,11596954,0,0,0
BC,,51560325,51560325,,51698229,51698229,0,0,0
BC,,51698437,51698437,,51819126,51828197,0,9071,9071
BC,,51828196,51860175,,52552782,52552782,31979,0,31979
BC,,92543283,92543283,,92556198,92556198,0,0,0
BC,,92556689,92556689,,92559001,92559001,0,0,0
