category,T1_start,T2_start,W_start,T1_end,T2_end,W_end,start_spread,end_spread,max_spread
AC,36818502,,36818502,36819510,,36819510,0,0,0
AC,36838244,,36838244,38379940,,38416817,0,36877,36877
ABC,38416687,38450991,38450991,38451063,38475058,38475058,34304,23995,34304
ABC,40757961,40757961,40757961,40763950,40763724,40763940,0,226,226
ABC,40763959,40763939,40763949,40766300,40766300,40766300,20,0,20
ABC,40767375,40767375,40767375,40767993,40767666,40767758,0,327,327
ABC,40768034,40767757,40767758,40769041,40769041,40769041,277,0,277
ABC,40770394,40770394,40770394,40787754,40787754,40787754,0,0,0
ABC,40787997,40787997,40787997,40789622,40795002,40789622,0,5380,5380
ABC,40789776,40799319,40789776,40790015,40806962,40790015,9543,16947,16947
ABC,40790600,40806998,40790600,40795002,40810608,40795002,16398,15606,16398
ABC,40799319,40813444,40799319,40806962,40814864,40806962,14125,7902,14125
AC,40806998,,40806998,40810608,,40810608,0,0,0
AC,40813444,,40813444,40814864,,40814864,0,0,0
AC,40815058,,40815058,52823782,,52823782,0,0,0
ABC,52823807,52823807,52823807,53244165,53244165,53244165,0,0,0
ABC,53320267,53320267,53320267,54243532,54243532,54243532,0,0,0
ABC,54294059,54294059,54294059,54295215,54295215,54295215,0,0,0
ABC,54295259,54295259,54295259,54383123,54383123,54383123,0,0,0
BC,,15353,15353,,698380,698380,0,0,0
BC,,699829,699829,,746307,746307,0,0,0
BC,,38687725,38687725,,40737812,40737812,0,0,0
