category,T1_start,T2_start,W_start,T1_end,T2_end,W_end,start_spread,end_spread,max_spread
ABC,4334,4334,4334,601682,601682,601682,0,0,0
ABC,602038,602038,602038,603305,603305,603305,0,0,0
ABC,603436,603436,603436,9911672,9911672,9911672,0,0,0
ABC,9912552,9912552,9912552,9923396,9918295,9923396,0,5101,5101
ABC,9923805,9918316,9923805,10861765,10861772,10861772,5489,7,5489
ABC,10861771,10869967,10869967,10875670,10875670,10875670,8196,0,8196
AC,10875784,,10875784,40398377,,40398377,0,0,0
AC,40398382,,40398382,40509979,,40509979,0,0,0
AC,40535476,,40535476,60131392,,60131392,0,0,0
ABC,60132922,60132922,60132922,60134016,60134016,60134016,0,0,0
ABC,60136007,60136007,60136007,60143077,60143077,60143077,0,0,0
ABC,60143168,60143168,60143168,60145779,60145831,60145832,0,53,53
ABC,60145779,60145831,60145855,73493838,73493838,73493838,76,0,76
ABC,73493841,73493841,73493841,73494003,73494003,73494003,0,0,0
ABC,73494072,73494072,73494072,73519985,73519985,73519985,0,0,0
ABC,73522945,73522945,73522945,73530435,73530435,73530435,0,0,0
ABC,73530444,73530444,73530444,75646252,75646252,75646252,0,0,0
ABC,75712934,75712934,75712934,75782550,75782550,75782550,0,0,0
ABC,75804034,75804034,75804034,76285072,76285072,76285072,0,0,0
ABC,76289684,76289684,76289684,76300496,76300496,76300496,0,0,0
ABC,76329324,76329324,76329324,79707242,79707242,79707242,0,0,0
ABC,79708743,79708743,79708743,79709015,79709015,79709015,0,0,0
ABC,79709048,79709048,79709048,83038142,83038142,83038142,0,0,0
ABC,83040468,83040468,83040468,83041280,83041280,83041280,0,0,0
ABC,83068968,83068968,83068968,84819772,84819772,84819772,0,0,0
ABC,84982258,84982258,84982258,84982427,84982909,84982427,0,482,482
ABC,84982835,84985946,84982835,87700530,87700530,87700530,3111,0,3111
ABC,87703066,87703066,87703066,87724307,87724307,87724307,0,0,0
ABC,87734118,87734118,87734118,88099320,88099320,88099320,0,0,0
ABC,88100070,88100070,88100070,88101218,88101218,88101218,0,0,0
ABC,88102159,88102159,88102159,88131849,88131849,88131849,0,0,0
ABC,88132645,88132645,88132645,88134262,88134262,88134262,0,0,0
ABC,88137353,88137353,88137353,93239828,93239828,93239828,0,0,0
ABC,93240798,93240798,93240798,93243529,93243529,93243529,0,0,0
ABC,93243554,93243554,93243554,93965350,93965350,93965350,0,0,0
ABC,93965372,93965372,93965372,93966751,93966751,93966751,0,0,0
ABC,94884743,94884743,94884743,95536429,95536429,95536429,0,0,0
ABC,95536452,95536452,95536452,95906755,95906755,95906755,0,0,0
ABC,95906777,95906777,95906777,96479361,96479361,96479361,0,0,0
ABC,96480604,96480604,96480604,96481036,96481036,96481036,0,0,0
ABC,96481677,96481677,96481677,96485373,96485373,96485373,0,0,0
