category,T1_start,T2_start,W_start,T1_end,T2_end,W_end,start_spread,end_spread,max_spread
ABC,4958,4958,4958,1275816,1275816,1275816,0,0,0
ABC,1275863,1275863,1275863,1276804,1276804,1276804,0,0,0
ABC,1276886,1276886,1276886,1308029,1308320,1308029,0,291,291
ABC,1308319,1308320,1308319,1310203,1310203,1310203,1,0,1
ABC,1310333,1310333,1310333,1395858,1395858,1395858,0,0,0
ABC,1398170,1398170,1398170,1398644,1398644,1398644,0,0,0
ABC,1400930,1400930,1400930,1488564,1488564,1488564,0,0,0
ABC,1488766,1488766,1488766,1507196,1507196,1507196,0,0,0
ABC,1513124,1513124,1513124,1931197,1931197,1931197,0,0,0
ABC,1931200,1931200,1931200,1933522,1933522,1933522,0,0,0
ABC,1941045,1941045,1941045,2460814,2460814,2460814,0,0,0
ABC,2460898,2460898,2460898,2461994,2461994,2461994,0,0,0
ABC,2462643,2462643,2462643,2474150,2474150,2474150,0,0,0
ABC,2474281,2474281,2474281,2475599,2476362,2475599,0,763,763
ABC,2475848,2498223,2475848,3574580,3574580,3574580,22375,0,22375
ABC,3605020,3605020,3605020,3620582,3620582,3620582,0,0,0
ABC,3631798,3631798,3631798,3763837,3750482,3750482,0,13355,13355
ABC,3765384,3763790,3763790,3858274,3858274,3858274,1594,0,1594
ABC,3865591,3865591,3865591,4208938,4208938,4208938,0,0,0
ABC,4209036,4209036,4209036,4212876,4212876,4212876,0,0,0
ABC,4213218,4213218,4213218,5699259,5699260,5699260,0,1,1
ABC,5699259,5699307,5699307,5702152,5702152,5702152,48,0,48
ABC,5704262,5704262,5704262,6347541,6347541,6347541,0,0,0
ABC,6355887,6355887,6355887,6358975,6358975,6358975,0,0,0
ABC,6359004,6359004,6359004,6419385,6419385,6419385,0,0,0
ABC,6419499,6419499,6419499,6421814,6421814,6421814,0,0,0
ABC,6427030,6427030,6427030,6485298,6485298,6485298,0,0,0
ABC,6493776,6493776,6493776,6494570,6494570,6494570,0,0,0
ABC,6496253,6496253,6496253,12845443,12845443,12845443,0,0,0
ABC,12870459,12870459,12870459,13050505,13050505,13050505,0,0,0
ABC,13050951,13050951,13050951,24785508,24785508,24785508,0,0,0
ABC,24785508,24785508,24785508,24789005,24789005,24789005,0,0,0
ABC,24789155,24789155,24789155,24798422,24798289,24798421,0,133,133
ABC,24798442,24798420,24798421,24802492,24802492,24802492,22,0,22
ABC,24802835,24802835,24802835,40316492,40316502,40316492,0,10,10
ABC,40316501,40316505,40316501,40406395,40409718,40409709,4,3323,3323
ABC,40409708,40409724,40409717,44730906,44730906,44730906,16,0,16
ABC,44731087,44731087,44731087,44795089,44795089,44795089,0,0,0
ABC,61669756,61669756,61669756,61707527,61707527,61707527,0,0,0
ABC,61707550,61707550,61707550,63937242,63927338,63927338,0,9904,9904
ABC,63937248,63937054,63937054,63937999,63937999,63937999,194,0,194
ABC,63938000,63938000,63938000,63938367,63938448,63938367,0,81,81
ABC,63938447,63938448,63938447,63938716,63938716,63938716,1,0,1
ABC,63938938,63938938,63938938,68833693,68833693,68833693,0,0,0
ABC,68834661,68834661,68834661,68941412,68941412,68941412,0,0,0
ABC,83684242,83684242,83684242,83685004,83685004,83685004,0,0,0
ABC,83686115,83686115,83686115,83727141,83727141,83727141,0,0,0
ABC,83728743,83728743,83728743,83731135,83731135,83731135,0,0,0
ABC,83731135,83731135,83731135,83865586,83865586,83865586,0,0,0
ABC,83866568,83866568,83866568,83926340,83926340,83926340,0,0,0
ABC,83934245,83934245,83934245,84025149,84025149,84025149,0,0,0
ABC,84025668,84025668,84025668,84027180,84027180,84027180,0,0,0
ABC,84027463,84027463,84027463,89178430,89178430,89178430,0,0,0
ABC,89220825,89220825,89220825,89277682,89277682,89277682,0,0,0
ABC,89290394,89290394,89290394,90501578,90501578,90501578,0,0,0
BC,,45001337,45001337,,61667603,61667603,0,0,0
BC,,68988046,68988046,,74911178,74911178,0,0,0
BC,,74945310,74945310,,74957713,74957713,0,0,0
BC,,74969293,74969293,,83684194,83684194,0,0,0
