category,T1_start,T2_start,W_start,T1_end,T2_end,W_end,start_spread,end_spread,max_spread
ABC,37920,213,213,208697,251385,208697,37707,42688,42688
ABC,208697,251579,208697,208940,251705,208940,42882,42765,42882
AC,208947,,208947,250922,,251385,0,463,463
AC,251020,,251579,251146,,251705,559,559,559
ABC,251712,251712,251712,10121145,10121145,10121145,0,0,0
ABC,10187107,10187107,10187107,10248097,10248097,10248097,0,0,0
ABC,10248132,10248132,10248132,12539167,12539167,12539167,0,0,0
ABC,12541091,12541091,12541091,12542105,12542105,12542105,0,0,0
ABC,12543867,12543867,12543867,19317416,19317416,19317416,0,0,0
ABC,19356156,19356156,19356156,19529107,19529107,19529107,0,0,0
ABC,19541734,19541734,19541734,24756373,24756373,24756373,0,0,0
ABC,24762292,24762292,24762292,24797151,24797151,24797151,0,0,0
ABC,24810346,24810346,24810346,30439124,30439124,30439124,0,0,0
ABC,30439125,30439125,30439125,30505197,30505208,30505208,0,11,11
ABC,30505207,30505627,30505627,33946446,33946238,33946446,420,208,420
ABC,33946534,33946445,33946534,33949159,33949159,33949159,89,0,89
ABC,33949395,33949395,33949395,37728272,37728272,37728272,0,0,0
ABC,37728273,37728273,37728273,37889195,37889195,37889195,0,0,0
ABC,37889196,37889196,37889196,44157666,44155662,44155662,0,2004,2004
ABC,44160222,44157665,44157665,44160347,44160347,44160347,2557,0,2557
ABC,44177538,44177538,44177538,45130074,45130074,45130074,0,0,0
ABC,45130095,45130095,45130095,45163209,45163209,45163209,0,0,0
ABC,45184745,45184745,45184745,48718437,48718437,48718437,0,0,0
ABC,48971604,48971604,48971604,49051254,49051254,49051254,0,0,0
ABC,63780842,63780842,63780842,63781259,63781259,63781259,0,0,0
ABC,63781261,63781261,63781261,63785632,63785632,63785632,0,0,0
ABC,63786742,63786742,63786742,63786874,63786874,63786874,0,0,0
ABC,63786876,63786876,63786876,63789856,63789856,63789856,0,0,0
ABC,63790880,63790880,63790880,63791047,63791047,63791047,0,0,0
ABC,63791100,63791100,63791100,63791972,63791972,63791972,0,0,0
ABC,63792186,63792186,63792186,63792373,63792373,63792373,0,0,0
ABC,63792445,63792445,63792445,63794784,63794784,63794784,0,0,0
ABC,63794998,63794998,63794998,63795262,63795264,63795262,0,2,2
ABC,63795262,63795317,63795262,63795747,63795747,63795747,55,0,55
ABC,63796282,63796282,63796282,63796666,63796666,63796666,0,0,0
ABC,63796666,63796666,63796666,63797590,63797590,63797590,0,0,0
ABC,63797686,63797686,63797686,63798070,63798070,63798070,0,0,0
ABC,63798097,63798097,63798097,63801920,63801920,63801920,0,0,0
ABC,63802018,63802018,63802018,63802172,63802172,63802172,0,0,0
ABC,63802245,63802245,63802245,63809725,63809725,63809725,0,0,0
ABC,63810118,63810118,63810118,63810383,63810383,63810383,0,0,0
ABC,63810384,63810384,63810384,63820471,63820471,63820471,0,0,0
ABC,63820916,63820916,63820916,63821270,63821270,63821270,0,0,0
ABC,63821389,63821389,63821389,63822110,63822110,63822110,0,0,0
ABC,63822384,63822384,63822384,63822590,63822590,63822590,0,0,0
ABC,63822617,63822617,63822617,63823518,63823518,63823518,0,0,0
BC,,49051295,49051295,,63780825,63780825,0,0,0
