category,T1_start,T2_start,W_start,T1_end,T2_end,W_end,start_spread,end_spread,max_spread
ABC,7474,7474,7474,5008400,5008483,5008483,0,83,83
ABC,5008402,5009106,5009106,5014577,5014577,5014577,704,0,704
ABC,5056389,5056389,5056389,8794456,8789032,8794456,0,5424,5424
ABC,8796500,8793145,8796500,8797014,8797014,8797014,3355,0,3355
ABC,8804481,8804481,8804481,8863658,8863658,8863658,0,0,0
ABC,8863711,8863711,8863711,8864280,8864280,8864280,0,0,0
ABC,8865096,8865096,8865096,15915348,15915348,15915348,0,0,0
ABC,15915654,15915654,15915654,15917382,15917382,15917382,0,0,0
ABC,15917387,15917387,15917387,15919009,15919009,15919009,0,0,0
ABC,15919090,15919090,15919090,15920737,15920737,15920737,0,0,0
ABC,15921057,15921057,15921057,19284754,19284754,19284754,0,0,0
ABC,19287613,19287613,19287613,19287732,19287732,19287732,0,0,0
ABC,19288445,19288445,19288445,20498780,20498780,20498780,0,0,0
ABC,20499686,20499686,20499686,20500666,20500666,20500666,0,0,0
ABC,20500806,20500806,20500806,21486704,21486704,21486704,0,0,0
ABC,21507580,21507580,21507580,21530326,21531898,21531898,0,1572,1572
ABC,21531897,21604971,21604971,24390625,24390625,24390625,73074,0,73074
ABC,24391743,24391743,24391743,24392527,24392527,24392527,0,0,0
ABC,24392712,24392712,24392712,25210376,25210376,25210376,0,0,0
ABC,25210392,25210392,25210392,25211449,25211449,25211449,0,0,0
ABC,25219698,25219698,25219698,34725684,34741957,34741957,0,16273,16273
ABC,35100085,35100085,35100085,38764060,38764060,38764060,0,0,0
ABC,38852488,38852488,38852488,39071146,39071146,39071146,0,0,0
ABC,39258151,39258151,39258151,40628905,40620618,40628905,0,8287,8287
ABC,40628952,40629764,40628952,40633108,40633108,40633108,812,0,812
ABC,40633585,40633585,40633585,40693363,40693363,40693363,0,0,0
ABC,40696129,40696129,40696129,40698417,40698417,40698417,0,0,0
ABC,40699849,40699849,40699849,40713301,40713301,40713301,0,0,0
ABC,40713352,40713352,40713352,40725304,40725304,40725304,0,0,0
ABC,40725342,40725342,40725342,40746649,40746649,40746649,0,0,0
ABC,40746793,40746793,40746793,40748724,40748724,40748724,0,0,0
ABC,40772342,40751743,40751743,44198194,44198194,44198194,20599,0,20599
ABC,44198982,44198982,44198982,44202948,44202948,44202948,0,0,0
ABC,44202960,44202960,44202960,44206831,44206831,44206831,0,0,0
ABC,44208360,44208360,44208360,44209625,44209642,44209642,0,17,17
ABC,44209625,44209688,44209688,44293266,44293266,44293266,63,0,63
ABC,44293672,44293672,44293672,44294253,44294253,44294253,0,0,0
ABC,44303251,44303251,44303251,44746852,44746852,44746852,0,0,0
ABC,44913367,44913367,44913367,45022554,45022554,45022554,0,0,0
ABC,45073105,45073105,45073105,48916290,48916290,48916290,0,0,0
ABC,48917817,48917817,48917817,48943983,48943983,48943983,0,0,0
ABC,48944561,48944561,48944561,48947692,48947692,48947692,0,0,0
ABC,48947739,48947739,48947739,48949287,48949287,48949287,0,0,0
ABC,48951398,48951398,48951398,49055185,49055185,49055185,0,0,0
ABC,49055479,49055479,49055479,49088714,49088714,49088714,0,0,0
ABC,49091936,49091936,49091936,55985020,55985020,55985020,0,0,0
BC,,34881550,34881550,,35058396,35058396,0,0,0
