"seqnames","start","end","width","seg_group","mean_meth","n_genes","gene_bp","prop_gene_bp","genes_per_mb","n_promoters","promoter_bp","prop_promoter_bp","gene_ids","gene_names"
"1",162248,904492,742245,3,0.871483367984082,11,739200,0.99589758098741,14.8199044789793,69,82800,0.111553462805408,"ENSSSAG00000088399;ENSSSAG00000103107;ENSSSAG00000000063;ENSSSAG00000110109;ENSSSAG00000000049;ENSSSAG00000101513;ENSSSAG00000109226;ENSSSAG00000112437;ENSSSAG00000000051;ENSSSAG00000000052;ENSSSAG00000098245","ube2d3;si:ch211-195e19.1"
"1",904519,904877,359,2,0.513654785629487,0,0,0,0,0,0,0,"",""
"1",904971,939494,34524,3,0.871765983485894,1,9666,0.279979144942649,28.9653574325107,3,3600,0.104275286757039,"ENSSSAG00000000057",""
"1",939500,940569,1070,2,0.53615507132083,0,0,0,0,0,0,0,"",""
"1",940638,1381643,441006,3,0.917922526434406,4,94754,0.214858754756171,9.07017138088824,41,49200,0.111563107984925,"ENSSSAG00000083486;ENSSSAG00000098639;ENSSSAG00000000055;ENSSSAG00000088197","noto"
"1",1381727,1384078,2352,2,0.364972916910277,0,0,0,0,0,0,0,"",""
"1",1384119,1385757,1639,3,0.878748290531147,0,0,0,0,0,0,0,"",""
"1",1385839,1420034,34196,2,0.461481211019254,0,0,0,0,0,0,0,"",""
"1",1420075,1472174,52100,3,0.979949388846448,0,0,0,0,0,0,0,"",""
"1",1472469,1477290,4822,2,0.502048196901138,0,0,0,0,0,0,0,"",""
"1",1477331,1653061,175731,3,0.904426293979162,1,66284,0.377190137198332,5.69051561762011,2,2400,0.0136572374822883,"ENSSSAG00000105454","gfra4a"
"1",1653061,1653209,149,2,0.525139133118301,1,149,1,6711.40939597315,0,0,0,"ENSSSAG00000105454","gfra4a"
