"seqnames","start","end","width","seg_group","mean_meth","n_genes","gene_bp","prop_gene_bp","genes_per_mb","n_promoters","promoter_bp","prop_promoter_bp","gene_ids","gene_names"
"1",7474,5008483,5001010,3,0.957659910516295,94,4801299,0.960065866694928,18.7962031669603,362,434400,0.0868624537843356,"ENSSSAG00000095985;ENSSSAG00000088399;ENSSSAG00000103107;ENSSSAG00000000063;ENSSSAG00000110109;ENSSSAG00000000049;ENSSSAG00000101513;ENSSSAG00000109226;ENSSSAG00000112437;ENSSSAG00000000051;ENSSSAG00000000052;ENSSSAG00000098245;ENSSSAG00000000057;ENSSSAG00000083486;ENSSSAG00000098639;ENSSSAG00000000055;ENSSSAG00000088197;ENSSSAG00000105454;ENSSSAG00000110187;ENSSSAG00000090551;ENSSSAG00000082077;ENSSSAG00000000044;ENSSSAG00000110898;ENSSSAG00000096526;ENSSSAG00000044034;ENSSSAG00000063772;ENSSSAG00000114841;ENSSSAG00000001017;ENSSSAG00000000041;ENSSSAG00000119872;ENSSSAG00000086702;ENSSSAG00000000048;ENSSSAG00000000040;ENSSSAG00000082060;ENSSSAG00000062885;ENSSSAG00000121530;ENSSSAG00000107445;ENSSSAG00000105589;ENSSSAG00000000059;ENSSSAG00000063299;ENSSSAG00000083603;ENSSSAG00000116341;ENSSSAG00000105031;ENSSSAG00000115259;ENSSSAG00000084748;ENSSSAG00000102505;ENSSSAG00000106653;ENSSSAG00000093490;ENSSSAG00000083690;ENSSSAG00000117299;ENSSSAG00000094436;ENSSSAG00000101304;ENSSSAG00000099537;ENSSSAG00000098148;ENSSSAG00000083764;ENSSSAG00000110200;ENSSSAG00000094425;ENSSSAG00000005121;ENSSSAG00000111306;ENSSSAG00000103130;ENSSSAG00000093548;ENSSSAG00000104556;ENSSSAG00000093994;ENSSSAG00000122293;ENSSSAG00000000069;ENSSSAG00000000073;ENSSSAG00000119525;ENSSSAG00000087243;ENSSSAG00000101037;ENSSSAG00000095958;ENSSSAG00000121670;ENSSSAG00000112412;ENSSSAG00000111307;ENSSSAG00000111497;ENSSSAG00000110306;ENSSSAG00000090427;ENSSSAG00000093388;ENSSSAG00000096491;ENSSSAG00000095678;ENSSSAG00000000091;ENSSSAG00000000090;ENSSSAG00000065158;ENSSSAG00000094591;ENSSSAG00000084715;ENSSSAG00000000085;ENSSSAG00000000083;ENSSSAG00000000082;ENSSSAG00000055921;ENSSSAG00000000080;ENSSSAG00000000079;ENSSSAG00000000078;ENSSSAG00000114705;ENSSSAG00000000077;ENSSSAG00000000075","ube2d3;si:ch211-195e19.1;noto;gfra4a;atrn;rpia;cfd;GALNT16;EXD2;smoc1;slc39a9;rdh12;si:ch211-10a23.2;plek2;TC2N;fbln5;rtf1;ndufaf1;nusap1;CHP1;lgmn;pcnx1"
"1",5009106,5014577,5472,2,0.297458824209526,1,5472,1,182.748538011696,0,0,0,"ENSSSAG00000000075","pcnx1"
"1",5056389,8794456,3738068,3,0.942334233569187,69,2749250,0.735473511985336,18.458733227967,332,398400,0.106579120551044,"ENSSSAG00000000075;ENSSSAG00000000096;ENSSSAG00000000097;ENSSSAG00000000100;ENSSSAG00000110729;ENSSSAG00000059276;ENSSSAG00000114975;ENSSSAG00000098932;ENSSSAG00000000094;ENSSSAG00000057703;ENSSSAG00000100445;ENSSSAG00000102205;ENSSSAG00000110913;ENSSSAG00000113199;ENSSSAG00000100154;ENSSSAG00000057589;ENSSSAG00000057565;ENSSSAG00000057551;ENSSSAG00000119932;ENSSSAG00000057156;ENSSSAG00000108437;ENSSSAG00000056846;ENSSSAG00000056816;ENSSSAG00000099783;ENSSSAG00000055072;ENSSSAG00000053952;ENSSSAG00000053919;ENSSSAG00000092315;ENSSSAG00000053915;ENSSSAG00000093779;ENSSSAG00000036264;ENSSSAG00000104684;ENSSSAG00000058229;ENSSSAG00000107292;ENSSSAG00000116603;ENSSSAG00000083748;ENSSSAG00000039639;ENSSSAG00000106554;ENSSSAG00000112028;ENSSSAG00000070629;ENSSSAG00000070765;ENSSSAG00000036357;ENSSSAG00000034188;ENSSSAG00000034886;ENSSSAG00000120676;ENSSSAG00000034575;ENSSSAG00000115052;ENSSSAG00000037181;ENSSSAG00000035097;ENSSSAG00000035519;ENSSSAG00000121022;ENSSSAG00000109568;ENSSSAG00000103497;ENSSSAG00000070782;ENSSSAG00000103752;ENSSSAG00000070793;ENSSSAG00000070825;ENSSSAG00000070864;ENSSSAG00000070896;ENSSSAG00000084497;ENSSSAG00000103367;ENSSSAG00000070919;ENSSSAG00000070930;ENSSSAG00000070943;ENSSSAG00000070995;ENSSSAG00000071009;ENSSSAG00000071029;ENSSSAG00000104117;ENSSSAG00000071099","pcnx1;med6;map3k9;slc8a3;actn1;dcaf5;pacs2;srsf5a;synj2bp;gmfb;cnih1;cdkn3;sos2;l2hgdh;dmac2l;cdkl1;map4k5;atl1;sav1;nin;pygl;trim9;xdh;DNAJC27;efr3ba;POMC A2;alkal2b;si:dkey-190l8.2;ptk2ba;chrna2a;ephx2;zgc:194275;cssa01h8orf74;matn3b;wdr35"
"1",8796500,8797014,515,2,0.396501821192224,1,515,1,1941.74757281553,0,0,0,"ENSSSAG00000071099","wdr35"
"1",8804481,8863658,59178,3,0.928318958886482,2,41274,0.697455135354355,33.7963432356619,1,1200,0.0202778059413971,"ENSSSAG00000071099;ENSSSAG00000088937","wdr35;kcns3a"
"1",8863711,8864280,570,2,0.520211834733894,0,0,0,0,0,0,0,"",""
"1",8865096,15915348,7050253,3,0.909212145651112,103,3192178,0.45277495715402,14.6094047972463,379,454800,0.0645083233183263,"ENSSSAG00000115845;ENSSSAG00000091795;ENSSSAG00000096301;ENSSSAG00000071867;ENSSSAG00000073684;ENSSSAG00000073686;ENSSSAG00000073694;ENSSSAG00000073720;ENSSSAG00000090572;ENSSSAG00000073725;ENSSSAG00000073729;ENSSSAG00000073732;ENSSSAG00000085698;ENSSSAG00000098542;ENSSSAG00000073913;ENSSSAG00000078331;ENSSSAG00000005514;ENSSSAG00000078353;ENSSSAG00000078358;ENSSSAG00000078367;ENSSSAG00000119276;ENSSSAG00000078395;ENSSSAG00000078509;ENSSSAG00000078513;ENSSSAG00000078528;ENSSSAG00000078627;ENSSSAG00000078632;ENSSSAG00000078685;ENSSSAG00000078693;ENSSSAG00000078738;ENSSSAG00000078981;ENSSSAG00000083433;ENSSSAG00000000276;ENSSSAG00000091445;ENSSSAG00000000460;ENSSSAG00000000511;ENSSSAG00000000545;ENSSSAG00000089663;ENSSSAG00000112704;ENSSSAG00000000581;ENSSSAG00000000593;ENSSSAG00000102071;ENSSSAG00000098997;ENSSSAG00000000657;ENSSSAG00000000682;ENSSSAG00000000701;ENSSSAG00000103858;ENSSSAG00000102024;ENSSSAG00000005797;ENSSSAG00000008499;ENSSSAG00000113624;ENSSSAG00000094156;ENSSSAG00000008511;ENSSSAG00000113510;ENSSSAG00000008530;ENSSSAG00000114874;ENSSSAG00000008543;ENSSSAG00000120708;ENSSSAG00000107579;ENSSSAG00000008561;ENSSSAG00000008574;ENSSSAG00000101521;ENSSSAG00000008582;ENSSSAG00000103575;ENSSSAG00000008598;ENSSSAG00000100813;ENSSSAG00000113451;ENSSSAG00000008676;ENSSSAG00000008822;ENSSSAG00000008979;ENSSSAG00000082248;ENSSSAG00000009047;ENSSSAG00000009184;ENSSSAG00000009205;ENSSSAG00000009217;ENSSSAG00000009232;ENSSSAG00000084515;ENSSSAG00000009278;ENSSSAG00000093886;ENSSSAG00000116318;ENSSSAG00000009327;ENSSSAG00000009411;ENSSSAG00000085565;ENSSSAG00000009375;ENSSSAG00000102689;ENSSSAG00000091836;ENSSSAG00000009525;ENSSSAG00000009614;ENSSSAG00000114790;ENSSSAG00000015644;ENSSSAG00000015656;ENSSSAG00000015684;ENSSSAG00000015918;ENSSSAG00000115270;ENSSSAG00000016007;ENSSSAG00000019460;ENSSSAG00000047979;ENSSSAG00000048018;ENSSSAG00000115192;ENSSSAG00000108184;ENSSSAG00000088730;ENSSSAG00000048046;ENSSSAG00000048071","rdh14a;osr1;pomk;ivd;bahd1;prlh2r;ccdc32;rpusd2;disp2;pkdccb;eml1;evla;degs2;yy1a;mdga2a;LRR1;dync1h1;dlk1;WARS1;SLC25A47;SLC25A29;soul3;rcan3;nipal3;grhl3;cnksr1;rps6ka1;si:ch211-160f23.7;asap3;si:ch211-160f23.5;id3;ythdf2;vgll2b;ctsl.1;ctl2b;ptafr;luzp1;kdm1a;tmem30b;rpl13a;atp5if1b;zmpste24;dylt1;rlf;znf593;selenon;mtfr1l;stac;CNR1;orc3;glha1;HTR1B;MYO6;colec11;si:dkey-25g12.4;sox11a;rsad2;rnf144aa"
"1",15915654,15917382,1729,2,0.342985109463562,0,0,0,0,0,0,0,"",""
"1",15917387,15919009,1623,3,0.82188631668251,0,0,0,0,0,0,0,"",""
"1",15919090,15920737,1648,2,0.493017842513302,0,0,0,0,0,0,0,"",""
"1",15921057,19284754,3363698,3,0.924054264218399,37,2046652,0.608452958618758,10.999798436126,202,241930,0.0719238171797825,"ENSSSAG00000048356;ENSSSAG00000055885;ENSSSAG00000090250;ENSSSAG00000095688;ENSSSAG00000056052;ENSSSAG00000057740;ENSSSAG00000063098;ENSSSAG00000063122;ENSSSAG00000034115;ENSSSAG00000034349;ENSSSAG00000034849;ENSSSAG00000039768;ENSSSAG00000039783;ENSSSAG00000039798;ENSSSAG00000040186;ENSSSAG00000054074;ENSSSAG00000090710;ENSSSAG00000054124;ENSSSAG00000103211;ENSSSAG00000113358;ENSSSAG00000088170;ENSSSAG00000054485;ENSSSAG00000054498;ENSSSAG00000054523;ENSSSAG00000108458;ENSSSAG00000054720;ENSSSAG00000055120;ENSSSAG00000055740;ENSSSAG00000097032;ENSSSAG00000055167;ENSSSAG00000055500;ENSSSAG00000118635;ENSSSAG00000112355;ENSSSAG00000055804;ENSSSAG00000055918;ENSSSAG00000056166;ENSSSAG00000056357","kidins220a;MBOAT2;asap2a;ADAM17;YWHAQ;grhl1;KLF11;znf395a;pnoca;kif13ba;hmbox1a;adpgk2;hnrnpu;efcab2;kif26ba;tfb2m;lpin1;greb1;esrrga;ush2a;kctd3"
"1",19287613,19287732,120,2,0.16032687829363,2,240,2,16666.6666666667,0,0,0,"ENSSSAG00000056357;ENSSSAG00000056399",""
