seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,220_T1,NC_059442.1,24,2295143,95630.9583,36540,118786.0657,155,2402.5,164970.25,411632,0.4813,0.4884,0.1548,0.1855,0.4202,0.5431,0.7767,0.3216,411632,155,0.0132
2,220_T1,NC_059442.1,21,171354274,8159727.3333,3245666,11828833.3204,6200,1537182,9610803,47236670,0.9067,0.9125,0.0263,0.8584,0.8958,0.9154,0.9812,0.029,47236670,6200,0.9868
1,220_T1,NC_059443.1,34,323028,9500.8235,1911,22287.0748,132,980.5,5066,123945,0.0719,0.0645,0.0526,0,0.026,0.1112,0.1774,0.7326,123945,132,0.0034
2,220_T1,NC_059443.1,68,2214950,32572.7941,5752,92954.3543,81,1736.75,17282.5,606067,0.4322,0.4313,0.1015,0.2031,0.3795,0.4989,0.6622,0.2348,606067,81,0.0235
3,220_T1,NC_059443.1,34,3735066,109854.8824,41673,142946.7607,2270,23993.25,160571.5,675806,0.7888,0.7996,0.0454,0.6886,0.7628,0.8263,0.847,0.0575,675806,2270,0.0396
4,220_T1,NC_059443.1,63,87983080,1396556.8254,91628,2935678.5428,1164,23500,1138969,15667722,0.8957,0.8938,0.0257,0.8505,0.877,0.9131,0.9448,0.0287,15667722,1164,0.9334
1,220_T1,NC_059444.1,59,436296,7394.8475,1180,21599.4801,182,752,2061,122027,0.1383,0.1389,0.0756,0.0029,0.0739,0.2001,0.2609,0.5465,122027,182,0.0042
2,220_T1,NC_059444.1,83,1292414,15571.253,2298,44283.2629,207,828,7177,277655,0.4485,0.4362,0.1056,0.2633,0.3865,0.5163,0.6872,0.2355,277655,207,0.0123
3,220_T1,NC_059444.1,128,102946871,804272.4297,19597,2891320.5049,510,7295,95193,20368612,0.8483,0.8515,0.0563,0.7137,0.8066,0.8946,0.9603,0.0663,20368612,510,0.9835
1,220_T1,NC_059445.1,13,275418,21186,2430,50711.3007,174,906,5065,180046,0.0863,0.082,0.0614,0,0.0421,0.1447,0.1958,0.7115,180046,174,0.0031
2,220_T1,NC_059445.1,16,325872,20367,1684,44340.168,238,900.5,18236.25,174365,0.4653,0.4384,0.104,0.317,0.3895,0.5313,0.6485,0.2236,174365,238,0.0036
