seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,746_T2,NC_059442.1,30,14961519,498717.3,32978,1243963.8886,115,2092,210984.75,5959055,0.6162,0.6437,0.1687,0.2249,0.5015,0.7086,0.8706,0.2738,5959055,115,0.0862
2,746_T2,NC_059442.1,17,158647108,9332182.8235,3778099,12960872.6929,6200,2828388,13632768,54689085,0.9165,0.9158,0.0117,0.8928,0.9125,0.923,0.9408,0.0127,54689085,6200,0.9138
1,746_T2,NC_059443.1,26,495595,19061.3462,1423,78672.3713,132,692.25,2756.5,403460,0.0455,0.0368,0.0349,0,0.0149,0.082,0.1018,0.7659,403460,132,0.0052
2,746_T2,NC_059443.1,76,1721568,22652.2105,8279.5,39376.9185,122,1596,24229,246859,0.4514,0.4512,0.157,0.1471,0.3633,0.5466,0.775,0.3479,246859,122,0.0182
3,746_T2,NC_059443.1,83,92250139,1111447.4578,132256,2472221.0818,1346,23879,784690.5,15703268,0.8803,0.8832,0.0366,0.8028,0.8521,0.9079,0.948,0.0416,15703268,1346,0.9765
1,746_T2,NC_059444.1,43,358725,8342.4419,888,28936.5544,182,633,1479.5,166639,0.0991,0.0917,0.0597,0.0039,0.0436,0.1481,0.2009,0.6027,166639,182,0.0034
2,746_T2,NC_059444.1,97,1225402,12633.0103,2020,41241.9768,120,775,5747,339477,0.4525,0.4519,0.1128,0.2121,0.3751,0.5263,0.71,0.2494,339477,120,0.0117
3,746_T2,NC_059444.1,125,103103332,824826.656,31094,2812301.0126,256,9926,96112,17519995,0.856,0.8642,0.0539,0.7283,0.8178,0.896,0.9828,0.063,17519995,256,0.9849
1,746_T2,NC_059445.1,27,1071663,39691.2222,3472,67217.9484,239,1473,48771.5,249129,0.2917,0.2258,0.2267,0,0.1042,0.4577,0.7766,0.7772,249129,239,0.0119
2,746_T2,NC_059445.1,26,88851117,3417350.6538,1173244.5,5164475.2873,8850,121450.25,4244797.5,19744867,0.9059,0.9055,0.0185,0.8698,0.8897,0.9162,0.9432,0.0204,19744867,8850,0.9881
1,746_T2,NC_059446.1,5,28271,5654.2,451,11795.3419,113,358,597,26752,0.029,0.0342,0.0185,0.0098,0.0101,0.0397,0.0514,0.6366,26752,113,3e-04
2,746_T2,NC_059446.1,24,6015430,250642.9167,41206.5,448310.6425,387,6589.5,207179.25,1550116,0.4998,0.4985,0.211,0.091,0.3946,0.6126,0.8558,0.4223,1550116,387,0.0656
3,746_T2,NC_059446.1,19,85593531,4504922.6842,1256535,8496182.4064,129440,735527.5,3056736.5,35564580,0.9103,0.9153,0.0122,0.8862,0.9039,0.9202,0.9254,0.0134,35564580,129440,0.934
1,746_T2,NC_059447.1,14,979000,69928.5714,32622.5,79938.8463,920,6229.25,124315.5,256728,0.282,0.229,0.2021,0.033,0.1407,0.4614,0.6645,0.7166,256728,920,0.0103
2,746_T2,NC_059447.1,15,94310239,6287349.2667,4593447,7704340.3479,54789,2252737.5,5783246,30664939,0.9088,0.9096,0.0219,0.862,0.9008,0.9237,0.9442,0.0241,30664939,54789,0.9897
1,746_T2,NC_059448.1,19,713811,37569,5558,62216.4773,712,1430,41957.5,231592,0.2842,0.3136,0.1717,0.04,0.1428,0.3647,0.5987,0.6041,231592,712,0.0104
2,746_T2,NC_059448.1,20,67656110,3382805.5,1594061,4171555.3906,564,119913.25,6112200,15102958,0.9089,0.9083,0.0273,0.8476,0.8973,0.9275,0.951,0.0301,15102958,564,0.9896
1,746_T2,NC_059449.1,62,561596,9058,2677,23865.1548,245,1152.25,4665.25,163254,0.4176,0.4241,0.2285,0.0032,0.2413,0.6181,0.8249,0.5473,163254,245,0.0196
2,746_T2,NC_059449.1,23,28102683,1221855.7826,225538,2498178.4007,4612,83657,377697,7624919,0.9004,0.9118,0.0329,0.8396,0.8783,0.9219,0.9495,0.0366,7624919,4612,0.9804
1,746_T2,NC_059450.1,26,1946726,74874.0769,23523.5,94062.9675,103,1576.25,123833.5,307300,0.4449,0.4921,0.2277,0.0135,0.3579,0.6151,0.8547,0.5119,307300,103,0.0121
2,746_T2,NC_059450.1,24,158743900,6614329.1667,5461101,7089482.8209,7196,1148962,9663276.75,27746337,0.9141,0.9164,0.0135,0.889,0.9039,0.9243,0.9337,0.0147,27746337,7196,0.9879
1,746_T2,NC_059451.1,3,86948,28982.6667,17603,35742.0159,316,8959.5,43316,69029,0.0506,0.0606,0.0243,0.0229,0.0417,0.0644,0.0682,0.48,69029,316,7e-04
2,746_T2,NC_059451.1,5,191125,38225,43347,24705.9408,3369,23811,57293,63305,0.4556,0.4694,0.0839,0.3168,0.4619,0.4868,0.5431,0.1841,63305,3369,0.0015
3,746_T2,NC_059451.1,4,7982,1995.5,1032.5,2522.6067,225,480,2548,5692,0.6945,0.6962,0.0154,0.6757,0.6853,0.7054,0.7099,0.0222,5692,225,1e-04
4,746_T2,NC_059451.1,4,2458886,614721.5,519308,592671.3543,3811,316233.25,817796.25,1416459,0.8939,0.8942,0.0137,0.8784,0.8849,0.9032,0.9087,0.0153,1416459,3811,0.0196
5,746_T2,NC_059451.1,9,122624753,13624972.5556,6054489,16677038.2384,2431252,4744491,11038801,51597219,0.9241,0.9247,0.0054,0.9153,0.9208,0.9261,0.932,0.0058,51597219,2431252,0.9781
1,746_T2,NC_059452.1,4,265177,66294.25,11515.5,116023.912,2066,5168,72641.75,240080,0.0672,0.0516,0.0702,0,0.0339,0.0849,0.1657,1.0446,240080,2066,0.0024
2,746_T2,NC_059452.1,24,11716847,488201.9583,90761,970448.1381,38,14419.75,494519.5,4395682,0.6468,0.6651,0.1572,0.2726,0.5278,0.7575,0.8651,0.243,4395682,38,0.106
