seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,844_T2,NC_059442.1,22,1176861,53493.6818,25369,74430.5877,155,932,76722.5,265773,0.5042,0.4982,0.1726,0.2139,0.3647,0.6605,0.8351,0.3423,265773,155,0.0068
2,844_T2,NC_059442.1,17,172715226,10159719.1765,4602644,15163291.3685,6200,88883,12851362,58971494,0.8903,0.8928,0.0155,0.8597,0.8818,0.9009,0.925,0.0174,58971494,6200,0.9932
1,844_T2,NC_059443.1,12,11423,951.9167,869.5,760.2852,132,402.25,1207.5,2554,0.0122,0.012,0.006,0,0.0096,0.0153,0.024,0.4899,2554,132,1e-04
2,844_T2,NC_059443.1,80,1476864,18460.8,3986,53484.6788,127,1356,15463.75,448831,0.31,0.3294,0.1474,0.0283,0.1978,0.4186,0.5985,0.4755,448831,127,0.0157
3,844_T2,NC_059443.1,93,92842986,998311.6774,58216,2577596.4214,951,16333,320496,15519742,0.831,0.8385,0.0649,0.687,0.7818,0.8821,0.9519,0.0781,15519742,951,0.9842
1,844_T2,NC_059444.1,139,1179733,8487.2878,1290,26985.2944,94,699,3839,239126,0.3007,0.291,0.1783,0,0.1557,0.4505,0.6712,0.5928,239126,94,0.0113
2,844_T2,NC_059444.1,127,103449025,814559.252,23932,3408770.6314,267,7613.5,94463.5,31195878,0.82,0.8198,0.0587,0.6791,0.7763,0.8664,0.9467,0.0716,31195878,267,0.9887
1,844_T2,NC_059445.1,10,90198,9019.8,2591,11102.311,1110,2416.75,12829,32152,0.0713,0.0655,0.0244,0.0439,0.0549,0.0897,0.1142,0.3426,32152,1110,0.001
2,844_T2,NC_059445.1,25,1074622,42984.88,3959,55012.4474,150,762,79378,200502,0.4403,0.4467,0.1475,0.1818,0.347,0.5194,0.7848,0.335,200502,150,0.012
3,844_T2,NC_059445.1,34,88519458,2603513.4706,797700.5,3779860.1091,4670,97120,4114897,14880203,0.886,0.8834,0.0221,0.853,0.8685,0.8957,0.9314,0.0249,14880203,4670,0.987
1,844_T2,NC_059446.1,26,3046768,117183.3846,12412,287799.912,113,1455.25,82873.25,1399145,0.3209,0.3401,0.2099,0,0.1845,0.4253,0.8009,0.6539,1399145,113,0.0334
2,844_T2,NC_059446.1,24,88151561,3672981.7083,1616357.5,6396706.4546,3038,907472.75,4201209,31184107,0.8818,0.8865,0.022,0.824,0.8686,0.8968,0.9127,0.0249,31184107,3038,0.9666
1,844_T2,NC_059447.1,4,225066,56266.5,6480.5,103152.556,1237,2068.75,60678.25,210868,0.0514,0.0495,0.0097,0.0425,0.0447,0.0562,0.0642,0.1887,210868,1237,0.0024
2,844_T2,NC_059447.1,12,728489,60707.4167,54473,47918.5908,504,16641,94476.75,134799,0.4385,0.4191,0.2,0.1598,0.2788,0.5832,0.8132,0.4561,134799,504,0.0076
3,844_T2,NC_059447.1,15,94446419,6296427.9333,4987269,7146560.1658,873957,3255815.5,6274400,30664939,0.8867,0.8855,0.0181,0.8464,0.8764,0.9,0.9148,0.0205,30664939,873957,0.99
1,844_T2,NC_059448.1,18,753612,41867.3333,8884,70296.9594,214,1421,40981,231592,0.2781,0.297,0.1788,0.0464,0.0871,0.4302,0.5253,0.6428,231592,214,0.011
2,844_T2,NC_059448.1,19,67932730,3575406.8421,1845671,4539468.4272,564,150943.5,6335592,16955541,0.8792,0.8812,0.0253,0.8283,0.8657,0.8916,0.9324,0.0288,16955541,564,0.989
1,844_T2,NC_059449.1,70,670254,9575.0571,2097,30353.8837,198,871.25,4009.25,173645,0.4135,0.3881,0.2116,0.0158,0.2649,0.5791,0.7927,0.5118,173645,198,0.0234
2,844_T2,NC_059449.1,23,28028715,1218639.7826,239746,2260781.4937,4775,99640.5,578773,7624919,0.8747,0.8801,0.0246,0.8333,0.8556,0.8897,0.9197,0.0282,7624919,4775,0.9766
1,844_T2,NC_059450.1,22,1427491,64885.9545,31758.5,72641.1382,103,1269,105273.5,230826,0.3599,0.393,0.2165,0.0101,0.1611,0.5008,0.6486,0.6017,230826,103,0.0089
2,844_T2,NC_059450.1,22,159221587,7237344.8636,4775343.5,7097880.8897,80834,2094571.25,10922132.5,28287888,0.9018,0.9007,0.0197,0.8731,0.8887,0.9061,0.9476,0.0219,28287888,80834,0.9911
1,844_T2,NC_059451.1,19,2487497,130920.8947,43336,239787.283,238,4338.5,126724,1024434,0.4728,0.4793,0.235,0.0448,0.3874,0.5806,0.8594,0.497,1024434,238,0.0198
2,844_T2,NC_059451.1,14,122839257,8774232.6429,4056413,11647729.2155,366461,2001656,10619797.75,43481362,0.9076,0.9075,0.0101,0.8901,0.9017,0.914,0.9266,0.0111,43481362,366461,0.9802
1,844_T2,NC_059452.1,26,6503986,250153.3077,24973,499132.0108,74,3344.25,225283.25,1943542,0.5289,0.5616,0.2116,0,0.462,0.6601,0.8201,0.4,1943542,74,0.0593
2,844_T2,NC_059452.1,19,103263279,5434909.4211,2805547,6557816.9626,30261,752705,7024592,21045329,0.893,0.8938,0.0206,0.8546,0.881,0.9062,0.9254,0.0231,21045329,30261,0.9407
1,844_T2,NC_059453.1,8,74762,9345.25,3290,13192.3354,93,855.25,11384.5,37074,0.0433,0.0354,0.0246,0.0134,0.0275,0.0617,0.0846,0.5686,37074,93,7e-04
2,844_T2,NC_059453.1,24,649935,27080.625,6007,45509.941,189,2750.75,28176.25,188576,0.4329,0.4421,0.1867,0.1139,0.2834,0.5651,0.7679,0.4313,188576,189,0.0064
3,844_T2,NC_059453.1,25,100118984,4004759.36,1271970,7950485.6129,1588,70623,4301495,36462439,0.8769,0.8837,0.0326,0.8083,0.8483,0.8984,0.9347,0.0372,36462439,1588,0.9928
1,844_T2,NC_059454.1,27,1959665,72580.1852,26499,135532.6586,143,1763,108441,691064,0.3819,0.4002,0.1954,0.0402,0.2332,0.4947,0.7896,0.5118,691064,143,0.0173
2,844_T2,NC_059454.1,24,111372930,4640538.75,866091,7204665.1151,929,13505,5392630.25,22531611,0.8851,0.8922,0.0292,0.8131,0.8704,0.9099,0.9204,0.033,22531611,929,0.9827
1,844_T2,NC_059455.1,38,2385235,62769.3421,10461.5,114578.2313,123,1622.25,36217.5,400071,0.438,0.4656,0.2304,0.0019,0.2757,0.5683,0.8113,0.526,400071,123,0.0236
2,844_T2,NC_059455.1,23,98711891,4291821.3478,3245475,4546744.0965,182,738955.5,6198707,15031625,0.8897,0.8971,0.0262,0.8338,0.8731,0.9065,0.9281,0.0295,15031625,182,0.9764
1,844_T2,NC_059456.1,32,6333874,197933.5625,5314.5,897257.1396,79,472,56070.5,5102874,0.4552,0.4198,0.2338,0.0922,0.2818,0.6609,0.862,0.5137,5102874,79,0.0577
2,844_T2,NC_059456.1,17,103377268,6081015.7647,6130287,4112223.7154,158,1981477,9368714,12899328,0.9024,0.9011,0.0115,0.8817,0.894,0.9085,0.9294,0.0128,12899328,158,0.9423
1,844_T2,NC_059457.1,19,1748499,92026.2632,1550,216102.2011,147,670,12358.5,662460,0.3993,0.4495,0.2472,0,0.2016,0.5958,0.8074,0.6191,662460,147,0.0184
2,844_T2,NC_059457.1,16,93510823,5844426.4375,579579.5,12307889.4769,3648,28745.75,5949468.25,49209236,0.8834,0.8897,0.0277,0.8207,0.8612,0.9033,0.9265,0.0314,49209236,3648,0.9816
1,844_T2,NC_059458.1,32,1973016,61656.75,4650.5,141337.258,91,1885,25809.75,513553,0.419,0.4593,0.212,0.0031,0.291,0.5232,0.8044,0.5059,513553,91,0.0228
2,844_T2,NC_059458.1,25,84671816,3386872.64,943596,5625767.2402,1721,426893,2321887,20246811,0.8884,0.8884,0.0183,0.8479,0.8752,0.9002,0.9215,0.0206,20246811,1721,0.9772
1,844_T2,NC_059459.1,14,678588,48470.5714,12619,79009.0155,525,2437,56229.25,234655,0.1168,0.1196,0.0722,0,0.0794,0.1709,0.2391,0.6181,234655,525,0.0082
2,844_T2,NC_059459.1,36,1107209,30755.8056,3529,68528.8623,148,1363.5,24407.25,295635,0.4684,0.4631,0.0878,0.3279,0.4009,0.5317,0.6376,0.1875,295635,148,0.0133
3,844_T2,NC_059459.1,47,81324009,1730298.0638,119842,3372533.7978,282,7373,745203.5,13541860,0.8375,0.8403,0.071,0.6628,0.793,0.9003,0.9489,0.0848,13541860,282,0.9785
1,844_T2,NC_059460.1,13,405891,31222.3846,1685,68776.7317,189,753,9675,199069,0.3685,0.3583,0.2348,0.0375,0.1491,0.5691,0.7655,0.6372,199069,189,0.0046
2,844_T2,NC_059460.1,12,87547937,7295661.4167,7955307.5,7204905.1152,1958,1818243.5,8902809.75,25999992,0.9061,0.9095,0.0197,0.8622,0.9007,0.9135,0.9327,0.0218,25999992,1958,0.9954
1,844_T2,NC_059461.1,11,1068825,97165.9091,75658,105341.3184,395,1628.5,123913,311979,0.3939,0.4538,0.2204,0.1103,0.1898,0.5383,0.7106,0.5596,311979,395,0.0111
