seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,17_T1,NC_059442.1,25,1083362,43334.48,20699,53968.45,155,3959,77126,206258,0.4845,0.5168,0.1718,0.1431,0.3455,0.6264,0.7298,0.3546,206258,155,0.0062
2,17_T1,NC_059442.1,20,172639201,8631960.05,4665933,11941266.3311,6200,1540770.75,10315215.25,47481056,0.9028,0.9089,0.0264,0.8467,0.8941,0.9169,0.9554,0.0292,47481056,6200,0.9938
1,17_T1,NC_059443.1,13,42310,3254.6154,880,8265.8638,132,431,1723,30650,0.0127,0.0116,0.0053,0.006,0.0081,0.0159,0.0211,0.4166,30650,132,4e-04
2,17_T1,NC_059443.1,56,1543407,27560.8393,7097.5,67462.134,108,2299.75,18279.25,448831,0.465,0.4541,0.0819,0.3066,0.4138,0.53,0.6343,0.1761,448831,108,0.0163
3,17_T1,NC_059443.1,30,978513,32617.1,4344.5,83700.7328,199,1444,24315.25,403460,0.1498,0.1532,0.0745,0.0293,0.0934,0.2144,0.2859,0.4971,403460,199,0.0104
4,17_T1,NC_059443.1,32,3069494,95921.6875,45152.5,150715.1561,4196,19386.25,76824.25,738161,0.7896,0.791,0.0404,0.7057,0.7663,0.8266,0.8441,0.0512,738161,4196,0.0325
5,17_T1,NC_059443.1,62,88830780,1432754.5161,98653.5,2980204.9127,867,26897,1174546.75,15730941,0.8964,0.8974,0.0259,0.8499,0.875,0.9162,0.9619,0.0289,15730941,867,0.9404
1,17_T1,NC_059444.1,57,464705,8152.7193,991,23386.1197,182,700,1782,106093,0.1366,0.1489,0.075,0.0076,0.0716,0.1992,0.2674,0.549,106093,182,0.0044
2,17_T1,NC_059444.1,81,867017,10703.9136,1625,34945.1737,71,770,4852,249594,0.4517,0.4486,0.0967,0.2738,0.3918,0.5271,0.6896,0.2141,249594,71,0.0083
3,17_T1,NC_059444.1,130,103376120,795200.9231,24052.5,2826141.6628,60,8987.25,95731.25,20372309,0.8527,0.8579,0.0522,0.7096,0.8115,0.8939,0.9421,0.0612,20372309,60,0.9873
1,17_T1,NC_059445.1,10,252551,25255.1,2593.5,56588.5761,174,2352.25,4798.5,179880,0.0527,0.052,0.0315,0,0.0288,0.0752,0.1009,0.5972,179880,174,0.0028
2,17_T1,NC_059445.1,20,575328,28766.4,7251,43714.7608,264,1365,39783.5,158902,0.413,0.4047,0.1555,0.1697,0.3414,0.4876,0.7919,0.3765,158902,264,0.0064
3,17_T1,NC_059445.1,29,89043467,3070464.3793,821682,4161942.0882,9417,121283,5957384,16666266,0.9048,0.9054,0.0186,0.8733,0.8908,0.9162,0.9402,0.0205,16666266,9417,0.9908
1,17_T1,NC_059446.1,26,1805581,69445.4231,7775,137336.4571,113,897,70410.75,631106,0.3338,0.3425,0.1966,0.0192,0.1735,0.4742,0.7319,0.589,631106,113,0.0197
2,17_T1,NC_059446.1,24,90052044,3752168.5,1567002,6780289.4192,238521,735154.5,2409305,31161005,0.8994,0.9059,0.0189,0.8505,0.8878,0.911,0.9212,0.021,31161005,238521,0.9803
1,17_T1,NC_059447.1,18,502301,27905.6111,16660,32091.1182,947,2842.5,36795,110432,0.2927,0.269,0.2413,0.0076,0.0646,0.4892,0.693,0.8242,110432,947,0.0053
2,17_T1,NC_059447.1,17,94758235,5574013.8235,4031678,7279534.1032,54789,1417217,5683013,30664939,0.9012,0.9038,0.0176,0.8632,0.8979,0.9149,0.9224,0.0195,30664939,54789,0.9947
1,17_T1,NC_059448.1,19,1062206,55905.5789,13639,87683.6545,213,3476,58745.5,321180,0.2532,0.2232,0.1678,0.0278,0.0861,0.3736,0.5624,0.6625,321180,213,0.0155
2,17_T1,NC_059448.1,20,67348377,3367418.85,1323341.5,5086276.8489,564,155764,4477144.5,18107613,0.905,0.9033,0.0257,0.8471,0.8929,0.9146,0.9615,0.0284,18107613,564,0.9845
1,17_T1,NC_059449.1,51,449676,8817.1765,2317,22683.7961,64,1255.5,4797.5,140634,0.3428,0.3556,0.1613,0.0062,0.2376,0.4409,0.6323,0.4705,140634,64,0.0157
2,17_T1,NC_059449.1,26,8779187,337661.0385,2300,1442301.3094,198,745.5,77214.75,7379533,0.7763,0.7678,0.0792,0.6627,0.715,0.8426,0.9533,0.102,7379533,198,0.307
