seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,165_T1,NC_059442.1,32,2346592,73331,12967,115935.7962,48,2408.5,88267,411632,0.5012,0.497,0.1522,0.1928,0.4007,0.5692,0.797,0.3037,411632,48,0.0135
2,165_T1,NC_059442.1,22,171468281,7794012.7727,5297217.5,8627482.4969,6199,2706488.75,8185182,32231387,0.9054,0.9079,0.0171,0.8765,0.8938,0.9168,0.9392,0.0189,32231387,6199,0.9865
1,165_T1,NC_059443.1,39,384388,9856.1026,1803,16661.7189,132,885.5,10209.5,72254,0.0914,0.0849,0.0738,0,0.0219,0.1257,0.2585,0.8076,72254,132,0.0041
2,165_T1,NC_059443.1,49,1210731,24708.7959,4002,69086.8058,116,1252,19465,458515,0.4374,0.421,0.0814,0.2762,0.39,0.4966,0.6361,0.1861,458515,116,0.0129
3,165_T1,NC_059443.1,87,92258710,1060444.9425,66498,2752771.8534,868,16754,311651.5,13263203,0.858,0.8589,0.0577,0.7193,0.824,0.9012,0.9525,0.0672,13263203,868,0.983
1,165_T1,NC_059444.1,24,176302,7345.9167,886.5,20910.5715,144,711.75,1538.75,90110,0.0489,0.0518,0.026,0.0046,0.0341,0.0653,0.0923,0.5325,90110,144,0.0017
2,165_T1,NC_059444.1,106,840114,7925.6038,1657,21144.2476,141,799.25,4753.5,122027,0.3876,0.4044,0.1485,0.1044,0.2622,0.5002,0.7091,0.3831,122027,141,0.008
3,165_T1,NC_059444.1,120,103676406,863970.05,23132,3046949.477,510,8637.5,82338.25,20372369,0.847,0.8553,0.0539,0.715,0.808,0.8867,0.9631,0.0636,20372369,510,0.9903
1,165_T1,NC_059445.1,30,821822,27394.0667,2087,49789.888,100,661.5,32221,180046,0.2965,0.312,0.2091,0.0083,0.1059,0.4467,0.6897,0.7053,180046,100,0.0092
2,165_T1,NC_059445.1,31,88951405,2869400.1613,936761,4212443.0101,367,83160,5023010.5,14888243,0.9009,0.9023,0.0256,0.8444,0.8843,0.9175,0.9498,0.0284,14888243,367,0.9908
1,165_T1,NC_059446.1,25,1814535,72581.4,8478,125790.3547,113,1129,65237,454834,0.3231,0.3288,0.2032,0.0065,0.1765,0.4544,0.6636,0.6289,454834,113,0.0197
2,165_T1,NC_059446.1,25,90113870,3604554.8,1131119,7584611.5826,3087,253840,2011850,35701549,0.9016,0.9058,0.0176,0.8628,0.8919,0.9161,0.93,0.0195,35701549,3087,0.9803
1,165_T1,NC_059447.1,15,1907462,127164.1333,91849,147290.2272,1237,12802.5,189043,535799,0.284,0.3199,0.1903,0,0.1268,0.4211,0.5718,0.6699,535799,1237,0.0199
2,165_T1,NC_059447.1,16,93790876,5861929.75,2978753.5,7869960.0261,54789,1667402.5,5479249,27662569,0.9088,0.9105,0.0224,0.8635,0.8991,0.9224,0.9492,0.0246,27662569,54789,0.9801
1,165_T1,NC_059448.1,8,305085,38135.625,3905.5,80192.0911,1129,1386.5,19396.75,231592,0.0685,0.068,0.0309,0.0248,0.0514,0.0877,0.1139,0.4517,231592,1129,0.0045
2,165_T1,NC_059448.1,9,342342,38038,15409,49175.672,214,9919,29142,139036,0.3409,0.31,0.1201,0.1591,0.2689,0.4459,0.522,0.3523,139036,214,0.005
3,165_T1,NC_059448.1,18,67831420,3768412.2222,1869781,5553708.8401,564,145254,5418516,19729525,0.9006,0.8986,0.0227,0.8611,0.8865,0.9089,0.9504,0.0252,19729525,564,0.9905
1,165_T1,NC_059449.1,72,8705177,120905.2361,2865,869553.9574,152,1667,5809.25,7385002,0.4582,0.4425,0.2422,0,0.3024,0.6472,0.8664,0.5286,7385002,152,0.3069
2,165_T1,NC_059449.1,17,19663182,1156657.7647,243638,2321634.3533,4775,70216,637976,7632309,0.9049,0.9069,0.0144,0.8755,0.8949,0.91,0.9349,0.0159,7632309,4775,0.6931
1,165_T1,NC_059450.1,19,687491,36183.7368,9697,71319.9964,66,469,40873.5,303943,0.3692,0.3793,0.212,0,0.2483,0.513,0.7196,0.5742,303943,66,0.0043
2,165_T1,NC_059450.1,19,160125228,8427643.5789,6692730,7836235.5404,34490,1772337.5,14668654.5,24478554,0.914,0.9159,0.0151,0.887,0.906,0.9235,0.9456,0.0165,24478554,34490,0.9957
1,165_T1,NC_059451.1,13,697125,53625,34054,79972.7825,454,3285,57357,292858,0.3938,0.4181,0.1951,0.063,0.3247,0.5189,0.6625,0.4954,292858,454,0.0056
2,165_T1,NC_059451.1,4,12994426,3248606.5,718552.5,5550513.1914,6238,316618,3650541,11551083,0.8816,0.8852,0.0158,0.8601,0.8748,0.892,0.8957,0.0179,11551083,6238,0.1037
3,165_T1,NC_059451.1,10,111676315,11167631.5,8938316.5,9254328.9862,618319,4812663.75,16358166,31250480,0.9197,0.9197,0.0055,0.9099,0.9168,0.9229,0.9284,0.0059,31250480,618319,0.8908
1,165_T1,NC_059452.1,15,859835,57322.3333,16829,77578.4764,1549,5286.5,91716,240080,0.4252,0.4656,0.2406,0,0.2811,0.6292,0.6918,0.5659,240080,1549,0.0078
2,165_T1,NC_059452.1,16,109592882,6849555.125,1932329,8458508.7264,17078,750199.5,10993759.75,26153524,0.8857,0.9012,0.0372,0.8179,0.8509,0.9162,0.9245,0.042,26153524,17078,0.9922
1,165_T1,NC_059453.1,32,1109753,34679.7812,3535.5,76817.555,357,1876,29039.5,382125,0.367,0.338,0.248,0.0291,0.1264,0.4966,0.8308,0.6756,382125,357,0.011
2,165_T1,NC_059453.1,23,99878758,4342554.6957,1271398,6505675.6294,3335,213275.5,4545471,24406038,0.9053,0.9043,0.0217,0.8577,0.8939,0.9182,0.9507,0.024,24406038,3335,0.989
1,165_T1,NC_059454.1,23,1609510,69978.6957,35667,91242.5711,623,2781.5,118096.5,392854,0.3243,0.3623,0.1707,0.0472,0.176,0.4277,0.6118,0.5264,392854,623,0.0142
2,165_T1,NC_059454.1,24,112135996,4672333.1667,2123022,6282084.0039,532,14746.25,7187535.5,21025080,0.9042,0.9087,0.0284,0.8465,0.8942,0.9238,0.9494,0.0314,21025080,532,0.9858
