seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,878_T2,NC_059442.1,23,1514680,65855.6522,15266,99478.5,115,1550.5,100424.5,345788,0.5073,0.5193,0.1438,0.1957,0.4294,0.6375,0.6807,0.2835,345788,115,0.0087
2,878_T2,NC_059442.1,20,172430073,8621503.65,3725388,19330537.132,6200,1198477.25,5627270,87812261,0.8862,0.8912,0.0187,0.8477,0.8748,0.8993,0.9093,0.0211,87812261,6200,0.9913
1,878_T2,NC_059443.1,30,240510,8017,1763,22774.2321,132,894.5,4508,123945,0.0699,0.0689,0.0469,0.0054,0.0213,0.1095,0.1583,0.6708,123945,132,0.0025
2,878_T2,NC_059443.1,67,1226176,18301.1343,5285,34265.5946,108,2345.5,25582,238980,0.4115,0.426,0.1232,0.163,0.3431,0.4914,0.7026,0.2995,238980,108,0.013
3,878_T2,NC_059443.1,92,93033975,1011238.8587,75486,2549455.8866,1164,16437.25,499828.25,15519742,0.8435,0.846,0.05,0.7282,0.8119,0.8801,0.9423,0.0593,15519742,1164,0.9845
1,878_T2,NC_059444.1,73,576044,7891.0137,1126,21977.5402,125,716,2487,138654,0.1733,0.1746,0.0839,0.0169,0.1004,0.2499,0.3072,0.4843,138654,125,0.0055
2,878_T2,NC_059444.1,57,458275,8039.9123,2223,24203.8098,120,900,5968,153750,0.4503,0.4437,0.0686,0.3262,0.4053,0.5034,0.5936,0.1524,153750,120,0.0044
3,878_T2,NC_059444.1,122,103881491,851487.6311,23533,3931429.7822,510,6553,82283.75,31240632,0.8116,0.8157,0.0632,0.6452,0.7666,0.8602,0.9229,0.0778,31240632,510,0.9901
1,878_T2,NC_059445.1,33,1204561,36501.8485,3498,83572.1215,186,921,37771,442984,0.298,0.3168,0.2079,0,0.0898,0.4472,0.6811,0.6975,442984,186,0.0134
2,878_T2,NC_059445.1,32,88394137,2762316.7812,568901.5,4335314.7305,8999,86998,3580215.75,15513657,0.8811,0.8836,0.0279,0.8097,0.8678,0.8963,0.9334,0.0317,15513657,8999,0.9866
1,878_T2,NC_059446.1,33,1569958,47574.4848,15622,81636.6574,113,2222,38431,368595,0.3714,0.3631,0.1961,0.0035,0.2484,0.5213,0.7364,0.5279,368595,113,0.0171
