seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,840_T2,NC_059442.1,27,2189396,81088.7407,18230,148077.0158,105,608,77901,616492,0.5191,0.5411,0.148,0.1544,0.4618,0.6458,0.7427,0.2851,616492,105,0.0126
2,840_T2,NC_059442.1,22,171559771,7798171.4091,3869590.5,10738606.8036,2580,1515644.25,10132428,47236813,0.8936,0.9031,0.0223,0.8435,0.8795,0.9074,0.9239,0.0249,47236813,2580,0.9874
1,840_T2,NC_059443.1,21,74640,3554.2857,971,6791.6463,132,444,2626,30554,0.0326,0.0193,0.0276,0.0051,0.0088,0.0517,0.0843,0.8463,30554,132,8e-04
2,840_T2,NC_059443.1,83,2221266,26762.241,5359,75171.194,127,1567,22936,488447,0.3897,0.3797,0.1348,0.1081,0.2772,0.5013,0.7069,0.346,488447,127,0.0234
3,840_T2,NC_059443.1,99,92568412,935034.4646,56532,2453615.8568,1455,19613,447343,15519742,0.8492,0.8589,0.0544,0.7131,0.8201,0.8874,0.9571,0.064,15519742,1455,0.9758
1,840_T2,NC_059444.1,143,1530930,10705.8042,1320,33835.389,120,699,4368.5,280900,0.3216,0.3273,0.1833,0.0084,0.1719,0.4587,0.6869,0.5698,280900,120,0.0146
2,840_T2,NC_059444.1,122,102972326,844035.459,28708,3496499.6107,227,9413,95671.25,31195783,0.8301,0.8322,0.0537,0.7045,0.7934,0.8723,0.9296,0.0647,31195783,227,0.9854
1,840_T2,NC_059445.1,11,217910,19810,2761,53242.9178,720,2359,3918,179880,0.0766,0.064,0.0374,0.0217,0.0502,0.1109,0.14,0.4884,179880,720,0.0024
2,840_T2,NC_059445.1,20,890188,44509.4,17568,55028.7682,208,1362.75,67846,174365,0.4,0.415,0.1157,0.2352,0.3103,0.4545,0.5947,0.2891,174365,208,0.0099
3,840_T2,NC_059445.1,32,88744404,2773262.625,524377,4342276.4036,480,117169,4887066.25,14886531,0.885,0.8831,0.0219,0.8448,0.8683,0.8986,0.9345,0.0248,14886531,480,0.9877
1,840_T2,NC_059446.1,8,238493,29811.625,502.5,63231.665,113,390.25,14951,178250,0.0919,0.0762,0.0788,0.013,0.0272,0.1276,0.2343,0.8575,178250,113,0.0026
2,840_T2,NC_059446.1,16,1457755,91109.6875,37516,119327.6469,997,2711.5,129606,376348,0.4776,0.4819,0.0865,0.3088,0.4334,0.5553,0.5929,0.1811,376348,997,0.0158
3,840_T2,NC_059446.1,24,90455028,3768959.5,1242001,7022268.357,9486,425925.5,3315939.75,33179004,0.8841,0.8899,0.0207,0.8319,0.8754,0.8989,0.9125,0.0234,33179004,9486,0.9816
1,840_T2,NC_059447.1,17,1207084,71004.9412,36688,114407.0405,1043,10616,61686,446528,0.2831,0.2594,0.2271,0,0.0823,0.4698,0.6285,0.8024,446528,1043,0.0127
2,840_T2,NC_059447.1,18,93926279,5218126.6111,3735267.5,5509355.279,54789,1875214.5,6112992,22613412,0.8872,0.895,0.0254,0.8302,0.8693,0.8998,0.9268,0.0286,22613412,54789,0.9873
1,840_T2,NC_059448.1,23,1040713,45248.3913,11104,76043.2999,142,1256.5,40949,277819,0.2901,0.3034,0.1627,0.0284,0.1513,0.4416,0.5261,0.561,277819,142,0.0152
2,840_T2,NC_059448.1,24,67317629,2804901.2083,1034822.5,4488935.9553,564,199062.5,2099196.5,16456102,0.88,0.8822,0.025,0.8095,0.8659,0.8958,0.9302,0.0284,16456102,564,0.9848
1,840_T2,NC_059449.1,12,61411,5117.5833,1239,10799.8538,337,610.25,3325.75,38583,0.0752,0.0696,0.0553,0,0.0382,0.125,0.1682,0.7351,38583,337,0.0021
2,840_T2,NC_059449.1,28,422952,15105.4286,4420,35016.27,439,1937.75,7885.25,173609,0.3889,0.3791,0.0587,0.2972,0.3468,0.434,0.5198,0.1511,173609,439,0.0148
3,840_T2,NC_059449.1,14,31185,2227.5,2164,1623.2974,348,887.25,2812.5,5231,0.6686,0.6635,0.0511,0.6023,0.6202,0.7093,0.7432,0.0765,5231,348,0.0011
4,840_T2,NC_059449.1,27,28101414,1040793.1111,133441,2124747.124,575,26680,549558.5,7629534,0.8635,0.8755,0.0399,0.7616,0.8328,0.8926,0.9174,0.0462,7629534,575,0.982
1,840_T2,NC_059450.1,7,124041,17720.1429,1808,31249.3742,103,557,18193,84630,0.0955,0.1011,0.0773,0.0065,0.0317,0.142,0.2133,0.8101,84630,103,8e-04
2,840_T2,NC_059450.1,14,1372106,98007.5714,83100,96950.9775,115,35885.5,105265.75,307300,0.5316,0.5477,0.0972,0.3521,0.4659,0.5952,0.6645,0.1829,307300,115,0.0085
3,840_T2,NC_059450.1,21,159179771,7579989.0952,4026012,7883645.6171,34490,1936712,11741213,30385899,0.9036,0.9036,0.013,0.8833,0.8919,0.9108,0.9395,0.0144,30385899,34490,0.9907
1,840_T2,NC_059451.1,22,1597329,72605.8636,16681.5,107476.6205,156,623.5,114295.5,427250,0.4854,0.5098,0.2142,0.0252,0.4104,0.6166,0.8418,0.4413,427250,156,0.0128
2,840_T2,NC_059451.1,19,123403842,6494939.0526,4112015,7152469.011,420078,2090925.5,7931549.5,26543972,0.9058,0.9121,0.0158,0.8756,0.8945,0.918,0.9259,0.0174,26543972,420078,0.9872
1,840_T2,NC_059452.1,26,5852559,225098.4231,14053,485382.4554,248,3779.25,136702.5,1943542,0.5291,0.5726,0.2283,0,0.4617,0.6848,0.8256,0.4316,1943542,248,0.0529
2,840_T2,NC_059452.1,19,104830635,5517401.8421,1685481,6778009.4222,294338,833258,8186222,20225401,0.8938,0.898,0.0307,0.8321,0.8797,0.9176,0.9422,0.0344,20225401,294338,0.9471
1,840_T2,NC_059453.1,37,862885,23321.2162,3022,43712.7901,93,1892,19157,188576,0.383,0.4207,0.2297,0.0093,0.2046,0.5691,0.7818,0.5997,188576,93,0.0086
2,840_T2,NC_059453.1,28,99862977,3566534.8929,908638.5,7527377.9812,317,61724.75,3962863.25,35896572,0.8836,0.8914,0.0387,0.8018,0.8681,0.9035,0.9489,0.0438,35896572,317,0.9914
1,840_T2,NC_059454.1,24,1697326,70721.9167,14373,118655.9957,364,1005.5,96709,446207,0.4114,0.4121,0.2349,0.0264,0.2614,0.5949,0.8301,0.571,446207,364,0.0149
2,840_T2,NC_059454.1,19,112036857,5896676.6842,1661109,8199743.0565,542,168180.5,9859324,32253680,0.8999,0.9062,0.024,0.8423,0.8845,0.9185,0.9329,0.0266,32253680,542,0.9851
