seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,774_T2,NC_059442.1,32,2052192,64131,20515.5,99470.7642,155,2107.5,81826.75,411632,0.5166,0.5007,0.1643,0.1713,0.42,0.6209,0.9952,0.3181,411632,155,0.0118
2,774_T2,NC_059442.1,22,171432447,7792383.9545,3946847,10493821.627,408,1774982.5,11354578,41135281,0.8926,0.9001,0.0181,0.8526,0.8833,0.9063,0.913,0.0203,41135281,408,0.9882
1,774_T2,NC_059443.1,20,90369,4518.45,1713.5,7179.7661,132,829.75,5037,30554,0.0517,0.0378,0.0341,0,0.0261,0.0841,0.1072,0.6596,30554,132,0.001
2,774_T2,NC_059443.1,67,1463663,21845.7164,5116,65403.754,92,1433,17696,506797,0.3703,0.3648,0.1297,0.1273,0.2695,0.4513,0.68,0.3503,506797,92,0.0155
3,774_T2,NC_059443.1,86,92821140,1079315.5814,67543,2622643.5283,424,21920.25,541577.75,15472552,0.8439,0.8475,0.0514,0.7118,0.8096,0.8843,0.9381,0.0609,15472552,424,0.9835
1,774_T2,NC_059444.1,143,1553063,10860.5804,1180,37837.2557,60,634.5,4799.5,280900,0.3028,0.3115,0.1707,0.0053,0.167,0.434,0.6749,0.5635,280900,60,0.0148
2,774_T2,NC_059444.1,135,103273740,764990.6667,21966,3088760.4369,165,7866,69117,20466013,0.8289,0.8311,0.0586,0.6832,0.7823,0.8809,0.9327,0.0707,20466013,165,0.9852
1,774_T2,NC_059445.1,32,1222332,38197.875,3621.5,64607.5666,474,1413.25,43289.25,270288,0.3328,0.3526,0.223,0.0056,0.1279,0.4751,0.811,0.6701,270288,474,0.0136
2,774_T2,NC_059445.1,29,88977699,3068196.5172,1076357,4654182.9576,9134,118972,4894215,16659938,0.89,0.8915,0.0237,0.8395,0.8759,0.9011,0.9296,0.0266,16659938,9134,0.9864
1,774_T2,NC_059446.1,31,2317904,74771.0968,39055,122555.4798,307,2725,75341,592484,0.3918,0.4268,0.1938,0.0186,0.2699,0.5144,0.7331,0.4947,592484,307,0.0253
2,774_T2,NC_059446.1,29,89350123,3081038.7241,1014085,6229730.3524,10248,445156,2239029,31184930,0.8904,0.892,0.0255,0.8398,0.8785,0.9075,0.9379,0.0287,31184930,10248,0.9747
1,774_T2,NC_059447.1,12,848580,70715,38678,72680.0223,1039,21920.25,115833.25,234331,0.1998,0.2,0.1072,0.0442,0.1228,0.2791,0.3532,0.5365,234331,1039,0.0089
