seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,195_T1,NC_059442.1,27,6081798,225251.7778,20458,883342.1928,113,3775,80789,4624931,0.488,0.499,0.2096,0.1377,0.3333,0.6333,0.866,0.4295,4624931,113,0.035
2,195_T1,NC_059442.1,18,167674650,9315258.3333,4792563.5,12919852.7839,6200,2519698,13012084.5,57100363,0.9145,0.9171,0.0099,0.8963,0.9121,0.9211,0.9312,0.0108,57100363,6200,0.965
1,195_T1,NC_059443.1,26,393174,15122.0769,1740,48256.4472,132,882.75,5077.5,246859,0.0511,0.0427,0.0394,0,0.0165,0.0889,0.1149,0.7716,246859,132,0.0042
2,195_T1,NC_059443.1,78,1573471,20172.7051,4941,51544.9764,145,1350.5,14244.5,403460,0.425,0.4332,0.1582,0.1347,0.3165,0.5178,0.7578,0.3723,403460,145,0.0166
3,195_T1,NC_059443.1,85,92674037,1090282.7882,73989,2853320.7864,868,21521,479247,20180586,0.8736,0.8815,0.0441,0.7714,0.844,0.9037,0.9762,0.0505,20180586,868,0.9792
1,195_T1,NC_059444.1,133,1645624,12373.1128,1257,37771.3906,141,758,4352,277655,0.3091,0.3194,0.1675,0.0029,0.1765,0.4361,0.6663,0.5419,277655,141,0.0157
2,195_T1,NC_059444.1,127,102994051,810976.7795,20406,2907486.2081,165,7324,98449,20372309,0.8446,0.8509,0.0629,0.7006,0.8013,0.8982,0.9649,0.0745,20372309,165,0.9843
1,195_T1,NC_059445.1,15,382892,25526.1333,2322,52444.8645,362,1249,7339.5,180046,0.0961,0.0795,0.0756,0.011,0.0274,0.1637,0.2162,0.7868,180046,362,0.0043
2,195_T1,NC_059445.1,18,454928,25273.7778,10455,31677.4405,327,846.75,36943.5,89185,0.5317,0.5216,0.1359,0.3098,0.4583,0.6123,0.7962,0.2555,89185,327,0.0051
3,195_T1,NC_059445.1,30,89097763,2969925.4333,1154958,3900744.73,9102,119356,5133155.5,12597685,0.9084,0.9095,0.0176,0.8736,0.8958,0.9192,0.9551,0.0194,12597685,9102,0.9907
1,195_T1,NC_059446.1,12,409809,34150.75,8368,57518.5565,113,438.5,28853.75,178444,0.132,0.1431,0.0853,0.0089,0.0508,0.1817,0.283,0.646,178444,113,0.0045
2,195_T1,NC_059446.1,13,862359,66335.3077,4528,161613.1058,161,2276,64484,592484,0.5037,0.4841,0.0669,0.4113,0.4568,0.5479,0.6279,0.1328,592484,161,0.0094
3,195_T1,NC_059446.1,2,15862,7931,7931,10876.7165,240,4085.5,11776.5,15622,0.3354,0.3354,5e-04,0.3351,0.3352,0.3356,0.3357,0.0014,15622,240,2e-04
4,195_T1,NC_059446.1,18,29915240,1661957.7778,1301304.5,1861165.169,5672,506735.25,1920804.5,7905902,0.8856,0.8863,0.0288,0.8185,0.8759,0.8975,0.9408,0.0325,7905902,5672,0.3276
5,195_T1,NC_059446.1,9,60124384,6680487.1111,2775120,9708797.6534,636200,1252594,5628714,31167859,0.9146,0.9146,0.0023,0.9115,0.9134,0.9154,0.9191,0.0025,31167859,636200,0.6583
1,195_T1,NC_059447.1,17,678014,39883.1765,31021,40962.6135,1039,5937,57405,142311,0.3102,0.2429,0.221,0.0179,0.1546,0.4863,0.6691,0.7125,142311,1039,0.0071
2,195_T1,NC_059447.1,18,94376511,5243139.5,3689915.5,6462982.1808,54789,1456904.25,5833383.5,27620670,0.91,0.9141,0.0194,0.8675,0.9017,0.9221,0.9467,0.0213,27620670,54789,0.9929
1,195_T1,NC_059448.1,8,250877,31359.625,1744,80948.9591,181,1195,6137,231592,0.0558,0.0483,0.0367,0.01,0.0342,0.075,0.1265,0.6577,231592,181,0.0037
2,195_T1,NC_059448.1,11,470047,42731.5455,39147,41027.4896,1526,11783,51895.5,128895,0.3873,0.3809,0.1002,0.2222,0.3444,0.4532,0.5212,0.2586,128895,1526,0.0069
3,195_T1,NC_059448.1,20,67659912,3382995.6,583048,5374717.4651,564,40929,3246205.5,15102967,0.9047,0.9085,0.0285,0.844,0.8934,0.9174,0.9758,0.0315,15102967,564,0.9895
1,195_T1,NC_059449.1,58,726880,12532.4138,2233,35250.1207,64,1125.75,5000.5,173726,0.4111,0.4206,0.2157,0,0.2854,0.5473,0.8158,0.5248,173726,64,0.0256
2,195_T1,NC_059449.1,21,27694978,1318808.4762,136860,2600873.5655,2125,70215,524987,7549551,0.8996,0.9065,0.025,0.8526,0.8819,0.9154,0.9464,0.0278,7549551,2125,0.9744
1,195_T1,NC_059450.1,6,49821,8303.5,1266,12271.7981,103,371.5,13986.5,28886,0.0455,0.0178,0.0555,0,0.0069,0.084,0.1278,1.2215,28886,103,3e-04
2,195_T1,NC_059450.1,11,507856,46168.7273,38384,43255.8415,115,4093.5,87802.5,100301,0.4863,0.4623,0.1101,0.3245,0.4075,0.5908,0.6318,0.2265,100301,115,0.0032
3,195_T1,NC_059450.1,17,159398921,9376407.1176,8487084,7318969.5094,82967,3045273,14358735,27814543,0.9112,0.9167,0.0146,0.8801,0.9004,0.9238,0.9292,0.016,27814543,82967,0.9965
1,195_T1,NC_059451.1,25,2931974,117278.96,38653,281210.3772,154,3369,102955,1417090,0.4961,0.514,0.2152,0.0195,0.4074,0.6171,0.8805,0.4339,1417090,154,0.0235
2,195_T1,NC_059451.1,20,121859764,6092988.2,3563299,7040615.9228,322392,1307114.5,8108340,27518272,0.9252,0.9288,0.0119,0.8997,0.9202,0.9326,0.9396,0.0129,27518272,322392,0.9765
1,195_T1,NC_059452.1,4,267459,66864.75,11515.5,115607.6877,4348,5738.5,72641.75,240080,0.1025,0.1065,0.0918,0,0.0394,0.1696,0.197,0.8956,240080,4348,0.0024
2,195_T1,NC_059452.1,12,400571,33380.9167,10588.5,43932.3608,60,2017,53099.5,120467,0.5735,0.5717,0.1042,0.4246,0.4981,0.6538,0.769,0.1816,120467,60,0.0036
3,195_T1,NC_059452.1,5,12879069,2575813.8,1943542,2032941.2213,705657,1503849,2766625,5959396,0.8508,0.851,0.0187,0.825,0.8411,0.8654,0.8716,0.022,5959396,705657,0.1162
4,195_T1,NC_059452.1,12,97266090,8105507.5,7858406,7273062.3718,26261,1135516.25,12221277.25,21163526,0.9166,0.917,0.0108,0.8951,0.9109,0.923,0.9329,0.0118,21163526,26261,0.8777
1,195_T1,NC_059453.1,31,795702,25667.8065,3460,43558.8252,93,1077.5,29663.5,188576,0.3364,0.3087,0.2443,0.0032,0.128,0.5325,0.8129,0.7262,188576,93,0.0079
