seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,74_T1,NC_059442.1,29,2451248,84525.7931,31392,102268.6963,155,8269,113999,344479,0.4756,0.4954,0.1501,0.1956,0.3693,0.6013,0.7516,0.3156,344479,155,0.0141
2,74_T1,NC_059442.1,25,170817516,6832700.64,4050634,8428147.3809,373,1504543,9736330,39242509,0.9207,0.9188,0.0183,0.8851,0.912,0.9275,0.9682,0.0199,39242509,373,0.9859
1,74_T1,NC_059443.1,30,277757,9258.5667,1722,23587.7333,132,894.5,2924,123945,0.0734,0.0569,0.0594,0,0.019,0.115,0.188,0.8093,123945,132,0.0029
2,74_T1,NC_059443.1,63,1651340,26211.746,4751,65441.3084,108,916.5,22179,448831,0.434,0.4476,0.1159,0.1918,0.358,0.5143,0.6743,0.267,448831,108,0.0175
3,74_T1,NC_059443.1,88,92606377,1052345.1932,65302.5,2527829.9172,1019,18372,498188.75,15703231,0.8692,0.8812,0.0534,0.7311,0.8329,0.9056,0.9731,0.0615,15703231,1019,0.9796
1,74_T1,NC_059444.1,36,196559,5459.9722,939.5,17202.3476,141,650,1767.75,90110,0.0659,0.062,0.0446,0.0015,0.0258,0.0985,0.1438,0.6773,90110,141,0.0019
2,74_T1,NC_059444.1,117,1665502,14235.0598,1545,46654.4291,71,702,6619,361117,0.4293,0.4114,0.1713,0.1458,0.3062,0.5592,0.7631,0.3991,361117,71,0.0159
3,74_T1,NC_059444.1,110,102779409,934358.2636,30528.5,3984444.2637,509,9721,106296.75,31196021,0.8719,0.8715,0.0416,0.7656,0.8473,0.9055,0.9511,0.0477,31196021,509,0.9822
1,74_T1,NC_059445.1,12,384845,32070.4167,3838,57107.2468,174,1715,27672,180046,0.0674,0.0688,0.0354,0.0144,0.0365,0.1015,0.1117,0.5245,180046,174,0.0043
2,74_T1,NC_059445.1,23,695864,30254.9565,1884,61339.3734,195,545.5,23439,238883,0.4747,0.4665,0.1943,0.1648,0.309,0.6246,0.8346,0.4093,238883,195,0.0077
3,74_T1,NC_059445.1,32,88915552,2778611,847550,3762902.6504,9151,123646,5513133.25,16666266,0.9044,0.9058,0.0184,0.8723,0.8868,0.9201,0.9369,0.0203,16666266,9151,0.988
1,74_T1,NC_059446.1,25,695869,27834.76,4528,44599.2724,113,719,31271,178444,0.3303,0.3054,0.2305,0.0076,0.1622,0.5099,0.8092,0.6979,178444,113,0.0076
2,74_T1,NC_059446.1,23,91075633,3959810.1304,1252501,6927952.9528,113757,673568.5,4128081.5,31143934,0.9069,0.914,0.0231,0.866,0.8893,0.9222,0.9461,0.0255,31143934,113757,0.9924
1,74_T1,NC_059447.1,14,536249,38303.5,23714,41297.5018,1237,9019,53739.75,142311,0.2014,0.1729,0.1547,0.0119,0.0665,0.3098,0.4612,0.7681,142311,1237,0.0056
2,74_T1,NC_059447.1,15,94775552,6318370.1333,4031678,7446026.4751,11417,2154151,6029073.5,27620602,0.9175,0.9161,0.0204,0.8815,0.9087,0.9267,0.9573,0.0223,27620602,11417,0.9944
1,74_T1,NC_059448.1,19,825525,43448.6842,11104,86404.8148,266,1880.5,26370.5,321187,0.2418,0.2517,0.1569,0.0305,0.1327,0.3145,0.5965,0.649,321187,266,0.012
2,74_T1,NC_059448.1,20,67740267,3387013.35,960923,5432628.0326,564,251058.25,2430090.5,18107502,0.9045,0.9072,0.029,0.8327,0.8879,0.921,0.9654,0.0321,18107502,564,0.988
1,74_T1,NC_059449.1,60,865039,14417.3167,2807.5,38438.0671,126,1428.75,7447.5,225538,0.4533,0.431,0.238,0.0071,0.3018,0.6597,0.8485,0.5251,225538,126,0.0303
2,74_T1,NC_059449.1,21,27660629,1317172.8095,210844,2601261.8431,4816,34498,524976,7632309,0.9095,0.9098,0.0219,0.8653,0.8937,0.9207,0.9597,0.0241,7632309,4816,0.9697
1,74_T1,NC_059450.1,22,931435,42337.9545,3802,60464.4884,103,279.25,78769.25,239580,0.42,0.4639,0.243,0,0.3062,0.6093,0.6834,0.5786,239580,103,0.0058
2,74_T1,NC_059450.1,22,159747789,7261263.1364,5755203,7992921.0122,3558,269241.25,9917164,28254552,0.9151,0.918,0.0146,0.8827,0.9051,0.9277,0.9354,0.016,28254552,3558,0.9942
1,74_T1,NC_059451.1,19,1197610,63032.1053,23736,78248.1414,146,1105,108036.5,268470,0.4754,0.509,0.2169,0.0396,0.3865,0.6502,0.7047,0.4564,268470,146,0.0096
2,74_T1,NC_059451.1,20,123964908,6198245.4,4092266.5,7105954.6913,3811,1395283.5,7795331,26566135,0.9232,0.927,0.0171,0.8814,0.9152,0.9373,0.9454,0.0186,26566135,3811,0.9904
1,74_T1,NC_059452.1,15,603422,40228.1333,8040,65009.0594,63,4237.5,50607,240080,0.4272,0.5328,0.2325,0,0.2899,0.5805,0.6871,0.5443,240080,63,0.0055
2,74_T1,NC_059452.1,16,109884120,6867757.5,2655715,8036025.1209,17078,1406831.5,11131088.5,25730422,0.8952,0.9066,0.0369,0.8225,0.8606,0.9225,0.9349,0.0412,25730422,17078,0.9945
1,74_T1,NC_059453.1,32,894231,27944.7188,3263.5,50639.9635,93,1485.5,21600.25,226927,0.377,0.3753,0.2484,0.0043,0.1718,0.5485,0.8525,0.6588,226927,93,0.0089
2,74_T1,NC_059453.1,23,100011783,4348338.3913,1278933,7554630.1207,124,161184.5,6021861,35701026,0.9099,0.9144,0.0165,0.8759,0.8973,0.9208,0.9347,0.0181,35701026,124,0.9911
