seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,807_T2,NC_059442.1,32,2944346,92010.8125,43628,120487.2218,155,1935.25,126163.5,485098,0.4984,0.5131,0.1656,0.1727,0.3761,0.6081,0.8057,0.3322,485098,155,0.017
2,807_T2,NC_059442.1,25,170641360,6825654.4,3245659,11393991.8785,289,441347,8275702,56012574,0.9037,0.9056,0.0284,0.8441,0.893,0.9125,0.9728,0.0314,56012574,289,0.983
1,807_T2,NC_059443.1,30,230982,7699.4,1762.5,22777.1683,132,729.25,3389.75,123945,0.0631,0.0627,0.0482,0,0.0142,0.0991,0.1501,0.7634,123945,132,0.0024
2,807_T2,NC_059443.1,73,1504997,20616.3973,5725,39844.4451,113,988,17554,222711,0.4236,0.431,0.1313,0.157,0.3323,0.5176,0.7108,0.3099,222711,113,0.0159
3,807_T2,NC_059443.1,92,92862153,1009371.2283,64870.5,2448029.0087,1264,14120.5,482225.5,13263566,0.85,0.8533,0.0488,0.7316,0.8211,0.8855,0.9397,0.0574,13263566,1264,0.9816
1,807_T2,NC_059444.1,57,430640,7555.0877,1033,23322.3093,182,750,2009,138654,0.1263,0.1309,0.0759,0.0043,0.063,0.1878,0.2591,0.6008,138654,182,0.0041
2,807_T2,NC_059444.1,73,824048,11288.3288,2125,39479.7039,71,830,5803,290804,0.4191,0.423,0.08,0.2798,0.3497,0.4784,0.585,0.1909,290804,71,0.0079
3,807_T2,NC_059444.1,130,103275348,794425.7538,25065,2806768.0281,100,8913.75,101643.5,20368549,0.8157,0.8236,0.0736,0.6268,0.7616,0.881,0.9457,0.0903,20368549,100,0.988
1,807_T2,NC_059445.1,26,816059,31386.8846,2640.5,65910.1725,166,1166.5,11133.75,270251,0.257,0.2029,0.1934,0.028,0.1074,0.4376,0.6385,0.7524,270251,166,0.0091
2,807_T2,NC_059445.1,27,89215258,3304268.8148,1076357,5047400.0062,8998,127581,5102372.5,18925964,0.8848,0.8852,0.0219,0.8345,0.8708,0.8997,0.9263,0.0248,18925964,8998,0.9909
