seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,763_T2,NC_059442.1,32,2020157,63129.9062,21690,92408.5158,155,2614.5,78106.75,375628,0.501,0.5278,0.1464,0.2,0.3693,0.6126,0.7303,0.2921,375628,155,0.0117
2,763_T2,NC_059442.1,27,171350768,6346324.7407,2828460,10058808.7762,5130,722815.5,6399294,47498467,0.8943,0.8995,0.0259,0.8437,0.8829,0.9073,0.9648,0.0289,47498467,5130,0.9883
1,763_T2,NC_059443.1,42,429885,10235.3571,1791.5,27114.5015,132,882.75,4688,159206,0.1047,0.1115,0.0748,0,0.0334,0.1683,0.2461,0.7144,159206,132,0.0046
2,763_T2,NC_059443.1,63,1965411,31197,5914,82493.4654,145,1629.5,20084.5,455170,0.4331,0.4355,0.0759,0.2864,0.3716,0.494,0.5898,0.1752,455170,145,0.0209
3,763_T2,NC_059443.1,106,91846855,866479.7642,51648,2842085.8233,495,15192,343960.5,25016532,0.8425,0.8529,0.06,0.6673,0.8021,0.889,0.9398,0.0712,25016532,495,0.9746
1,763_T2,NC_059444.1,120,1393158,11609.65,1535,35407.2408,137,856.75,4418.5,251665,0.2921,0.2779,0.1662,0.0085,0.1624,0.4279,0.6313,0.5689,251665,137,0.0133
2,763_T2,NC_059444.1,114,103438311,907353.6053,21903,3063474.5842,93,8415.75,95799.75,20375245,0.8211,0.8279,0.0649,0.6681,0.7687,0.8686,0.948,0.079,20375245,93,0.9867
1,763_T2,NC_059445.1,15,579342,38622.8,2393,79599.4909,174,944.5,9883,258922,0.1003,0.0828,0.0674,0,0.0503,0.159,0.2195,0.6726,258922,174,0.0064
2,763_T2,NC_059445.1,14,512032,36573.7143,30844,35434.2026,762,2340.25,59455,92890,0.4302,0.4217,0.0855,0.2872,0.3815,0.4544,0.5811,0.1987,92890,762,0.0057
3,763_T2,NC_059445.1,30,89001145,2966704.8333,798492.5,4439563.0271,450,98500,4751411.25,15513612,0.8908,0.8919,0.0235,0.8296,0.878,0.9054,0.9392,0.0264,15513612,450,0.9879
1,763_T2,NC_059446.1,13,362612,27893.2308,1915,69749.7128,113,554,15721,253915,0.1271,0.1194,0.0961,0.0171,0.0378,0.2112,0.2959,0.7561,253915,113,0.004
2,763_T2,NC_059446.1,20,1829151,91457.55,28508.5,151737.5772,547,2333.75,75119.75,592484,0.5102,0.5091,0.0764,0.379,0.4595,0.565,0.6588,0.1497,592484,547,0.0201
3,763_T2,NC_059446.1,33,89035586,2698048.0606,1252324,4079591.8332,9510,451367,2561448,19374919,0.8842,0.8896,0.0291,0.8095,0.8653,0.9017,0.9446,0.033,19374919,9510,0.976
1,763_T2,NC_059447.1,14,676407,48314.7857,26421.5,54510.644,947,7106.75,90125,142311,0.218,0.2014,0.1639,0,0.0495,0.3419,0.446,0.7518,142311,947,0.0071
2,763_T2,NC_059447.1,6,416319,69386.5,34934,97770.8798,1333,5570.25,78189.25,256728,0.6016,0.6,0.0168,0.5832,0.5902,0.6069,0.6301,0.0279,256728,1333,0.0044
3,763_T2,NC_059447.1,21,94035224,4477867.8095,3439004,5407540.4025,54789,1114138,5047856,22611707,0.8963,0.8986,0.0252,0.847,0.8861,0.9129,0.9451,0.0281,22611707,54789,0.9885
1,763_T2,NC_059448.1,10,357789,35778.9,6716,71226.7388,266,1522,33665.5,231592,0.0923,0.079,0.0398,0.0287,0.0692,0.127,0.1504,0.4309,231592,266,0.0052
2,763_T2,NC_059448.1,12,706869,58905.75,30611,78674.2951,309,2327,83999.25,264022,0.4237,0.4359,0.1197,0.2456,0.3153,0.506,0.6083,0.2825,264022,309,0.0103
3,763_T2,NC_059448.1,23,67239890,2923473.4783,965168,4968424.981,564,172929.5,2109052.5,16592446,0.8794,0.8833,0.0247,0.8143,0.8688,0.8948,0.9276,0.0281,16592446,564,0.9844
1,763_T2,NC_059449.1,65,608630,9363.5385,2245,27594.5225,198,870,4513,159265,0.4003,0.4085,0.2019,0.0021,0.2723,0.5659,0.768,0.5044,159265,198,0.0213
2,763_T2,NC_059449.1,22,27928300,1269468.1818,148286.5,2557186.1556,4212,43266.5,561852.5,7611185,0.8704,0.8673,0.0235,0.8263,0.8536,0.8919,0.9047,0.027,7611185,4212,0.9787
1,763_T2,NC_059450.1,22,1025220,46600.9091,10176.5,73365.6374,103,1416.5,59912,239554,0.4055,0.4247,0.2114,0,0.2584,0.5778,0.6816,0.5212,239554,103,0.0064
2,763_T2,NC_059450.1,22,159034449,7228838.5909,7324522.5,6777718.7004,1374,1044978.25,10983923.5,27851397,0.8981,0.9014,0.0228,0.8488,0.8864,0.9147,0.9398,0.0254,27851397,1374,0.9936
1,763_T2,NC_059451.1,19,1118349,58860.4737,35518,71349.7122,154,7012,71895,282560,0.4242,0.4785,0.2342,0,0.2642,0.5866,0.7778,0.5521,282560,154,0.009
2,763_T2,NC_059451.1,20,123826910,6191345.5,4878236,6041312.0453,6905,1273597.5,9103803.25,23764701,0.9034,0.9094,0.0234,0.8488,0.8921,0.9183,0.9391,0.0259,23764701,6905,0.991
1,763_T2,NC_059452.1,4,269155,67288.75,11515.5,115304.6875,6044,6162.5,72641.75,240080,0.1435,0.1368,0.1423,0,0.0367,0.2435,0.3004,0.9914,240080,6044,0.0024
2,763_T2,NC_059452.1,18,938122,52117.8889,12450.5,83332.3856,835,3324.75,70309.75,320996,0.5597,0.554,0.0894,0.4015,0.4886,0.6572,0.6831,0.1596,320996,835,0.0085
3,763_T2,NC_059452.1,7,8171773,1167396.1429,1126582,679234.0166,255743,666017,1721824.5,2013765,0.8167,0.8245,0.0156,0.7906,0.8067,0.8284,0.8314,0.0191,2013765,255743,0.074
4,763_T2,NC_059452.1,16,101030255,6314390.9375,2973572,7953749.4565,17078,718158.75,8764198.75,27984947,0.9036,0.9039,0.0165,0.8735,0.8922,0.9153,0.9333,0.0183,27984947,17078,0.9151
1,763_T2,NC_059453.1,12,95899,7991.5833,3148,11889.7682,93,687.25,7080,37074,0.0707,0.0811,0.045,0.0039,0.0339,0.1007,0.143,0.6354,37074,93,0.001
2,763_T2,NC_059453.1,23,687725,29901.087,4244,50244.0568,578,2200,46487.5,210194,0.5068,0.4626,0.1874,0.1914,0.3725,0.6414,0.7963,0.3697,210194,578,0.0068
3,763_T2,NC_059453.1,22,99952844,4543311.0909,1469075,8217682.5756,3900,365429.75,4585370.25,35699177,0.8926,0.893,0.0223,0.8436,0.8844,0.8983,0.9342,0.0249,35699177,3900,0.9922
1,763_T2,NC_059454.1,24,1292643,53860.125,39092.5,57934.755,109,1607.5,98643,185211,0.382,0.4037,0.1863,0.053,0.2401,0.4747,0.7249,0.4878,185211,109,0.0113
2,763_T2,NC_059454.1,21,112885303,5375490.619,769057,8242031.5767,690,15443,8619460,24791057,0.8898,0.8982,0.0369,0.8033,0.8771,0.9165,0.9514,0.0415,24791057,690,0.9887
1,763_T2,NC_059455.1,32,2413513,75422.2812,13076,118314.1503,38,2139.75,93365.5,419811,0.4116,0.4619,0.2352,0.0059,0.2199,0.6028,0.8251,0.5714,419811,38,0.0239
2,763_T2,NC_059455.1,23,98728293,4292534.4783,3797994,4475981.0837,2384,905259.5,5942250.5,15779916,0.9001,0.9094,0.0267,0.8491,0.8864,0.9217,0.9297,0.0297,15779916,2384,0.9761
1,763_T2,NC_059456.1,30,1833331,61111.0333,2532.5,129855.6688,69,471,53422.25,612211,0.4409,0.4859,0.2581,0.0174,0.2276,0.6387,0.8503,0.5853,612211,69,0.0166
2,763_T2,NC_059456.1,17,108475801,6380929.4706,6175876,5285669.3399,373,1922222,9701961,17788539,0.9066,0.9061,0.0135,0.8807,0.8994,0.909,0.9344,0.0149,17788539,373,0.9834
1,763_T2,NC_059457.1,6,34037,5672.8333,2928.5,7935.5583,432,896,5448.5,21241,0.0743,0.0659,0.0291,0.0496,0.0511,0.0885,0.122,0.3922,21241,432,4e-04
2,763_T2,NC_059457.1,14,2462366,175883.2857,18397.5,264119.0663,161,2797,305609.25,727048,0.5683,0.6097,0.188,0.2792,0.4422,0.6742,0.8468,0.3309,727048,161,0.026
3,763_T2,NC_059457.1,15,92228766,6148584.4,2717622,8748791.4447,3696,584966,6956689.5,30479019,0.8991,0.9018,0.0168,0.8637,0.8879,0.9136,0.9276,0.0187,30479019,3696,0.9736
1,763_T2,NC_059458.1,5,87511,17502.2,2555,34459.5346,1066,1824,2934,79132,0.0304,0.0246,0.0285,0.0035,0.0049,0.051,0.0679,0.9369,79132,1066,0.001
2,763_T2,NC_059458.1,29,2259962,77929.7241,5205,152204.6558,47,2926,40558,524967,0.528,0.5308,0.155,0.2347,0.4206,0.6407,0.8249,0.2935,524967,47,0.0264
3,763_T2,NC_059458.1,27,83396637,3088764.3333,488837,4843774.6932,1701,228396.5,4772444.5,20238099,0.893,0.8928,0.0216,0.8431,0.8805,0.9093,0.9399,0.0242,20238099,1701,0.9726
1,763_T2,NC_059459.1,12,332945,27745.4167,11355,42262.5291,411,1698.75,24604.75,134275,0.0965,0.09,0.0755,0,0.0354,0.1513,0.2084,0.7825,134275,411,0.004
2,763_T2,NC_059459.1,35,1176140,33604,7246,69548.5603,149,1552,27531.5,351771,0.4754,0.4944,0.0901,0.3212,0.4034,0.5328,0.6515,0.1895,351771,149,0.0142
3,763_T2,NC_059459.1,42,81479008,1939976.381,185692.5,3703932.6358,86,13603,1910177.75,16377848,0.8513,0.8573,0.0556,0.7071,0.8036,0.8946,0.9521,0.0653,16377848,86,0.9818
1,763_T2,NC_059460.1,27,4673821,173104.4815,34678,407699.9497,189,1304.5,136367,1957615,0.507,0.5587,0.2466,0.0024,0.3495,0.6477,0.9593,0.4865,1957615,189,0.0535
2,763_T2,NC_059460.1,20,82633981,4131699.05,4196847.5,3574158.9104,1997,979783.25,6247637.5,12351875,0.9153,0.9174,0.0133,0.8894,0.9065,0.923,0.9387,0.0145,12351875,1997,0.9465
1,763_T2,NC_059461.1,4,106956,26739,4770.5,46944.0461,395,1796,29713.5,97020,0.0671,0.0685,0.026,0.0372,0.0501,0.0855,0.0941,0.3873,97020,395,0.0011
2,763_T2,NC_059461.1,4,422679,105669.75,73693,130800.35,1663,1985.5,177377.25,273630,0.4246,0.4001,0.073,0.3692,0.3771,0.4476,0.529,0.172,273630,1663,0.0044
3,763_T2,NC_059461.1,4,300782,75195.5,58883.5,90435.0934,208,482.5,133596.5,182807,0.6619,0.6587,0.0274,0.6335,0.645,0.6756,0.6969,0.0413,182807,208,0.0031
4,763_T2,NC_059461.1,2,8173107,4086553.5,4086553.5,3660947.0718,1497873,2792213.25,5380893.75,6675234,0.8737,0.8737,0.0228,0.8576,0.8656,0.8818,0.8899,0.0261,6675234,1497873,0.0851
5,763_T2,NC_059461.1,9,84541385,9393487.2222,5525678,8873877.3797,196088,4188475,16279756,26652067,0.9114,0.9122,0.0037,0.9059,0.9089,0.9135,0.9164,0.004,26652067,196088,0.8801
6,763_T2,NC_059461.1,2,2516556,1258278,1258278,1773067.4254,4530,631404,1885152,2512026,0.9399,0.9399,6e-04,0.9395,0.9397,0.9401,0.9403,6e-04,2512026,4530,0.0262
1,763_T2,NC_059462.1,10,314195,31419.5,17852,35642.5163,1556,5389,40907.25,109900,0.3157,0.2785,0.1874,0.0273,0.1817,0.4357,0.6421,0.5936,109900,1556,0.0053
2,763_T2,NC_059462.1,11,59035376,5366852.3636,2688872,5815155.9653,38629,1943292,7591710,16815169,0.8935,0.8976,0.0225,0.8373,0.8857,0.9104,0.9173,0.0251,16815169,38629,0.9947
1,763_T2,NC_059463.1,26,501125,19274.0385,445,43541.3217,125,262,7430.5,185580,0.427,0.4183,0.2172,0.0872,0.2415,0.6544,0.7195,0.5087,185580,125,0.0079
2,763_T2,NC_059463.1,27,62871620,2328578.5185,10086,3734387.9922,430,3068,3332432,10897355,0.8764,0.8756,0.0395,0.7932,0.8511,0.9074,0.939,0.0451,10897355,430,0.9921
1,763_T2,NC_059464.1,17,391467,23027.4706,2536,46066.1466,387,791,6309,141605,0.4688,0.4837,0.16,0.0098,0.4153,0.5866,0.6442,0.3412,141605,387,0.0075
2,763_T2,NC_059464.1,18,51704150,2872452.7778,2084457.5,3892042.9365,1202,44874.5,3530424,14157564,0.8987,0.9026,0.0208,0.8602,0.8846,0.9113,0.9354,0.0231,14157564,1202,0.9925
1,763_T2,NC_059465.1,11,628655,57150.4545,14354,80592.7182,355,4136,84915,259547,0.3876,0.4136,0.1777,0.0642,0.2743,0.4823,0.6443,0.4585,259547,355,0.0129
2,763_T2,NC_059465.1,12,48230305,4019192.0833,3071782.5,4039406.8985,2314,469308.25,7410585.75,10593817,0.9073,0.9108,0.0227,0.8639,0.9022,0.9178,0.9424,0.025,10593817,2314,0.9871
1,763_T2,NC_059466.1,11,451832,41075.6364,1239,125889.3609,224,789,4071.5,420358,0.4397,0.4933,0.2198,0.105,0.2822,0.6221,0.7263,0.4998,420358,224,0.0083
2,763_T2,NC_059466.1,8,53758334,6719791.75,47415,14353414.4192,989,5381.25,3694629.75,40722459,0.8891,0.8849,0.0328,0.8384,0.8729,0.9117,0.9424,0.0369,40722459,989,0.9917
1,763_T2,NC_059467.1,22,679658,30893.5455,2002,67064.8523,119,1279.75,5322.5,218658,0.3072,0.3194,0.2105,0,0.1099,0.4482,0.7407,0.6852,218658,119,0.0123
2,763_T2,NC_059467.1,21,54570162,2598579.1429,3079547,2421133.6686,1622,83578,3874485,7049679,0.8694,0.8718,0.0406,0.7885,0.8432,0.8983,0.9289,0.0467,7049679,1622,0.9877
1,763_T2,NC_059468.1,12,489804,40817,1087.5,127943.2622,143,299.5,6594.25,446672,0.4058,0.4758,0.1773,0.1482,0.2551,0.5395,0.6197,0.4369,446672,143,0.0109
2,763_T2,NC_059468.1,13,44636986,3433614.3077,28384,5536289.396,2149,6120,5861938,15130831,0.8696,0.8725,0.0336,0.8077,0.8497,0.8999,0.9181,0.0387,15130831,2149,0.9891
1,763_T2,NC_059469.1,1,2208,2208,2208,,2208,2208,2208,2208,0.5864,0.5864,,0.5864,0.5864,0.5864,0.5864,,2208,2208,1e-04
2,763_T2,NC_059469.1,2,41447785,20723892.5,20723892.5,28914031.1534,278585,10501238.75,30946546.25,41169200,0.8994,0.8994,0.0132,0.8901,0.8947,0.904,0.9087,0.0147,41169200,278585,0.9999
1,763_T2,NC_059470.1,1,47308,47308,47308,,47308,47308,47308,47308,0.0046,0.0046,,0.0046,0.0046,0.0046,0.0046,,47308,47308,0.0011
2,763_T2,NC_059470.1,1,5248,5248,5248,,5248,5248,5248,5248,0.1535,0.1535,,0.1535,0.1535,0.1535,0.1535,,5248,5248,1e-04
3,763_T2,NC_059470.1,1,254,254,254,,254,254,254,254,0.1911,0.1911,,0.1911,0.1911,0.1911,0.1911,,254,254,0
4,763_T2,NC_059470.1,1,116,116,116,,116,116,116,116,0.2756,0.2756,,0.2756,0.2756,0.2756,0.2756,,116,116,0
5,763_T2,NC_059470.1,1,26155,26155,26155,,26155,26155,26155,26155,0.8262,0.8262,,0.8262,0.8262,0.8262,0.8262,,26155,26155,6e-04
6,763_T2,NC_059470.1,2,42939101,21469550.5,21469550.5,29284416.5138,762341,11115945.75,31823155.25,42176760,0.8843,0.8843,0.0112,0.8764,0.8803,0.8882,0.8922,0.0127,42176760,762341,0.9978
7,763_T2,NC_059470.1,1,13846,13846,13846,,13846,13846,13846,13846,0.9132,0.9132,,0.9132,0.9132,0.9132,0.9132,,13846,13846,3e-04
