seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,206_T1,NC_059442.1,19,1441368,75861.4737,12010,125272.364,115,345.5,97112.5,434433,0.527,0.53,0.1567,0.1957,0.4572,0.6205,0.7887,0.2974,434433,115,0.0083
2,206_T1,NC_059442.1,15,172403889,11493592.6,2820345,17370497.6333,2187,934275,11350502,56030705,0.8989,0.9002,0.0211,0.8556,0.8882,0.9138,0.9302,0.0235,56030705,2187,0.9917
1,206_T1,NC_059443.1,24,402033,16751.375,2703,50594.9758,132,1521.5,9493.25,250759,0.0619,0.0699,0.0403,0.0061,0.0209,0.0882,0.1367,0.6504,250759,132,0.0043
2,206_T1,NC_059443.1,70,1187659,16966.5571,6443,28972.0521,123,2057.5,20606.5,165089,0.4318,0.417,0.1536,0.1508,0.3208,0.5361,0.7444,0.3558,165089,123,0.0126
3,206_T1,NC_059443.1,79,92892319,1175852.1392,66182,3338979.4319,868,17050,528882,25013492,0.8795,0.8841,0.0439,0.7873,0.8487,0.9147,0.9777,0.05,25013492,868,0.9832
1,206_T1,NC_059444.1,25,228102,9124.08,832,26929.0804,141,626,2054,106093,0.0516,0.0607,0.0266,0.0025,0.0271,0.0714,0.0886,0.5163,106093,141,0.0022
2,206_T1,NC_059444.1,105,482499,4595.2286,1728,7698.6852,119,700,4852,49943,0.4048,0.412,0.1544,0.1206,0.2838,0.5133,0.733,0.3815,49943,119,0.0046
3,206_T1,NC_059444.1,112,104369049,931866.5089,23943.5,3717083.3201,510,7817.25,93723.25,28592736,0.8595,0.8661,0.0479,0.7437,0.8251,0.8955,0.9452,0.0557,28592736,510,0.9932
1,206_T1,NC_059445.1,11,534760,48614.5455,3648,80744.6298,492,2376,65678.5,206382,0.0838,0.0808,0.051,0.0078,0.057,0.1178,0.162,0.6084,206382,492,0.0059
2,206_T1,NC_059445.1,20,441168,22058.4,6463.5,40146.4656,117,1078.25,21062.5,173871,0.5058,0.4711,0.1658,0.2361,0.4007,0.6104,0.8199,0.3279,173871,117,0.0049
3,206_T1,NC_059445.1,26,89168847,3429571.0385,786570,5337877.9733,9257,122120.5,5266940.25,19928071,0.9081,0.9068,0.0193,0.874,0.8975,0.9219,0.9442,0.0213,19928071,9257,0.9892
1,206_T1,NC_059446.1,12,271286,22607.1667,1757.5,51673.2394,113,544.75,10378.5,178362,0.1585,0.1788,0.1084,0.0207,0.065,0.2419,0.3546,0.6844,178362,113,0.003
2,206_T1,NC_059446.1,5,141969,28393.8,7289,50448.8312,3080,3249,9856,118495,0.5538,0.5684,0.0416,0.4804,0.5662,0.5701,0.5837,0.0751,118495,3080,0.0015
3,206_T1,NC_059446.1,17,91470863,5380639,1285103,8584722.6127,238521,696618,5285853,33779029,0.9021,0.9049,0.025,0.8383,0.8947,0.9225,0.9394,0.0277,33779029,238521,0.9955
1,206_T1,NC_059447.1,6,160038,26673,6736.5,41360.4337,1237,2294.5,30170,106533,0.0889,0.0819,0.0597,0.0114,0.0517,0.1291,0.1717,0.6721,106533,1237,0.0017
2,206_T1,NC_059447.1,5,389426,77885.2,65333,59358.4294,234,52171,119615,152073,0.5682,0.5573,0.087,0.4585,0.521,0.6225,0.6818,0.1531,152073,234,0.0041
3,206_T1,NC_059447.1,12,94980795,7915066.25,6639332.5,7938742.9803,49577,2564638.5,10268519.5,27514626,0.9159,0.9094,0.0181,0.8928,0.9056,0.9235,0.9577,0.0198,27514626,49577,0.9942
1,206_T1,NC_059448.1,12,318630,26552.5,7185,48324.9936,422,1514.25,23902.75,169086,0.2643,0.2075,0.1898,0.0298,0.1151,0.4066,0.5972,0.7182,169086,422,0.0047
2,206_T1,NC_059448.1,13,68151814,5242447.2308,2403623,7732311.6175,564,218058,5889046,23966770,0.9043,0.9028,0.0394,0.8093,0.8956,0.9156,0.9839,0.0436,23966770,564,0.9953
1,206_T1,NC_059449.1,54,492792,9125.7778,2437,25686.5364,251,932,4927.75,173645,0.3834,0.3736,0.2037,0,0.2742,0.5539,0.7471,0.5312,173645,251,0.0174
2,206_T1,NC_059449.1,20,27817866,1390893.3,186988,2643940.0915,4612,33823.25,602406.25,7549551,0.8919,0.8973,0.0377,0.8258,0.8706,0.9138,0.9868,0.0423,7549551,4612,0.9826
1,206_T1,NC_059450.1,15,346312,23087.4667,4990,32030.9666,103,755.5,45169.5,86893,0.3211,0.3939,0.2244,0,0.104,0.5163,0.6292,0.6989,86893,103,0.0022
2,206_T1,NC_059450.1,15,160662944,10710862.9333,6775948,11726143.0007,10377,1520058,13386776,39424896,0.9143,0.9186,0.0172,0.8773,0.9067,0.9238,0.9412,0.0188,39424896,10377,0.9978
1,206_T1,NC_059451.1,6,476239,79373.1667,50301,79978.6923,196,28774.25,120961,209328,0.3421,0.4336,0.229,0.0115,0.1833,0.4892,0.5662,0.6695,209328,196,0.0038
2,206_T1,NC_059451.1,9,710916,78990.6667,40292,94690.6647,372,10159,133346,281389,0.6719,0.6678,0.0336,0.6272,0.6463,0.6962,0.7299,0.05,281389,372,0.0057
3,206_T1,NC_059451.1,4,13192670,3298167.5,817646,5517640.4257,6272,465249.5,3650564,11551106,0.891,0.89,0.0124,0.878,0.8827,0.8983,0.906,0.0139,11551106,6272,0.1054
4,206_T1,NC_059451.1,12,110829755,9235812.9167,5365074.5,11331729.3898,420078,1799489.75,11132530.75,40456479,0.9299,0.9293,0.0077,0.9194,0.9228,0.9361,0.941,0.0083,40456479,420078,0.8852
1,206_T1,NC_059452.1,9,479704,53300.4444,15834,79694.5297,2524,6202,73450,240080,0.341,0.4286,0.2584,0,0.1054,0.5533,0.7059,0.7579,240080,2524,0.0043
2,206_T1,NC_059452.1,6,435150,72525,65158,59481.7155,14523,19245.5,122164.5,145203,0.6561,0.6539,0.0053,0.6516,0.6526,0.658,0.6656,0.0081,145203,14523,0.0039
3,206_T1,NC_059452.1,3,6121090,2040363.3333,2005844,1235693.6669,822291,1414067.5,2649399.5,3292955,0.8398,0.8396,0.0048,0.8351,0.8373,0.8422,0.8448,0.0058,3292955,822291,0.0551
4,206_T1,NC_059452.1,13,103963536,7997195.0769,2572457,9764286.9889,73815,841609,11767734,32321301,0.9156,0.9122,0.0196,0.8858,0.8995,0.9247,0.9488,0.0214,32321301,73815,0.9366
1,206_T1,NC_059453.1,25,891992,35679.68,3015,74636.7093,71,744,15112,305551,0.3928,0.3954,0.189,0.0381,0.2604,0.5508,0.7028,0.4811,305551,71,0.0088
2,206_T1,NC_059453.1,11,19681267,1789206.0909,798531,2367507.2078,3572,94796.5,2517425.5,6128158,0.892,0.9003,0.0385,0.8343,0.8604,0.9224,0.9419,0.0431,6128158,3572,0.1946
3,206_T1,NC_059453.1,11,80545333,7322303,5960244,8368846.8204,3900,636948,8843188.5,24252081,0.9073,0.9068,0.0019,0.904,0.9062,0.9081,0.9111,0.0021,24252081,3900,0.7965
1,206_T1,NC_059454.1,20,1779500,88975,15071,206325.8494,364,880.75,73975.25,917487,0.4051,0.453,0.2162,0.0213,0.2545,0.5331,0.827,0.5336,917487,364,0.0157
2,206_T1,NC_059454.1,17,111877898,6581052.8235,1877094,10434246.7322,470,8639,4633902,29555866,0.9104,0.9136,0.023,0.863,0.898,0.9258,0.951,0.0252,29555866,470,0.9843
1,206_T1,NC_059455.1,13,405061,31158.5385,1799,73550.7905,162,405,12132,266557,0.2185,0.1844,0.1763,0.0023,0.0734,0.3761,0.5764,0.8069,266557,162,0.004
2,206_T1,NC_059455.1,14,100940831,7210059.3571,2564144,9705660.4113,2384,759088.5,12715064,32492831,0.9036,0.9108,0.0289,0.8476,0.8964,0.9177,0.9497,0.032,32492831,2384,0.996
1,206_T1,NC_059456.1,17,840957,49468.0588,3512,90833.0196,166,315,37405,296114,0.2927,0.3091,0.1466,0.0174,0.1838,0.4071,0.5502,0.5007,296114,166,0.0076
2,206_T1,NC_059456.1,7,629116,89873.7143,616,236218.2913,134,451,949,625566,0.7446,0.7307,0.0545,0.6549,0.7217,0.7824,0.8185,0.0731,625566,134,0.0057
3,206_T1,NC_059456.1,15,108499823,7233321.5333,5756150,7875276.5658,114,1953186,9184532.5,27636168,0.9126,0.9126,0.018,0.8773,0.9052,0.923,0.9419,0.0197,27636168,114,0.9866
1,206_T1,NC_059457.1,5,29935,5987,1617,8772.4362,432,979,5666,21241,0.0337,0.0116,0.0509,0.0051,0.0082,0.0193,0.1242,1.511,21241,432,3e-04
2,206_T1,NC_059457.1,14,2606651,186189.3571,4192.5,433946.2353,131,885.25,45946,1570005,0.5293,0.4988,0.1428,0.2972,0.4363,0.5855,0.8077,0.2698,1570005,131,0.0272
3,206_T1,NC_059457.1,16,93294328,5830895.5,2726015,9889476.2956,3555,272701.5,7261152.25,40256595,0.9132,0.9183,0.0168,0.8784,0.9005,0.9266,0.9329,0.0184,40256595,3555,0.9725
1,206_T1,NC_059458.1,22,1842387,83744.8636,2769.5,182896.3425,47,1014.25,20586.25,560216,0.3928,0.4546,0.2138,0.0114,0.2904,0.5129,0.806,0.5443,560216,47,0.0212
2,206_T1,NC_059458.1,21,85043897,4049709.381,1254545,5463574.794,7693,304201,6251007,20244510,0.9022,0.9024,0.0243,0.8563,0.8899,0.9164,0.9524,0.0269,20244510,7693,0.9788
1,206_T1,NC_059459.1,11,506062,46005.6364,12720,75542.4511,525,1601,40716,221594,0.0814,0.0676,0.0703,0.0043,0.0321,0.1146,0.2406,0.8629,221594,525,0.0061
2,206_T1,NC_059459.1,21,253031,12049.0952,3857,13919.3057,176,1816,15396,44575,0.454,0.4508,0.0883,0.3211,0.3981,0.5022,0.6146,0.1945,44575,176,0.003
3,206_T1,NC_059459.1,31,82334948,2655966.0645,85998,5506421.3463,644,3773.5,1012725.5,18693889,0.8666,0.8944,0.0722,0.6619,0.8127,0.9176,0.9775,0.0833,18693889,644,0.9909
1,206_T1,NC_059460.1,6,40917,6819.5,3962.5,8328.2714,646,753.25,9084.25,21871,0.1076,0.1278,0.0558,0,0.1051,0.1349,0.1551,0.5189,21871,646,5e-04
2,206_T1,NC_059460.1,12,536089,44674.0833,10891.5,71169.5219,211,1454,52846.5,219714,0.5423,0.532,0.1025,0.3529,0.4976,0.6243,0.7243,0.1889,219714,211,0.0061
3,206_T1,NC_059460.1,19,87020893,4580047,1835506,5642707.8172,694,64186.5,7382269.5,18031966,0.9152,0.9241,0.031,0.8508,0.9055,0.9344,0.9588,0.0339,18031966,694,0.9934
1,206_T1,NC_059461.1,9,791053,87894.7778,75415,102560.8186,395,5042,96214,307148,0.3284,0.2502,0.2386,0.0485,0.1691,0.5634,0.6563,0.7264,307148,395,0.0082
2,206_T1,NC_059461.1,10,95505583,9550558.3,8204290,7799431.4261,4530,2357394.5,15969517.75,21809520,0.9213,0.9211,0.0164,0.8975,0.9163,0.9259,0.9547,0.0178,21809520,4530,0.9918
1,206_T1,NC_059462.1,10,702802,70280.2,10481.5,134207.3486,94,2651.75,58254.75,435249,0.4106,0.4837,0.2646,0.0451,0.1661,0.5926,0.8468,0.6444,435249,94,0.0118
2,206_T1,NC_059462.1,9,58690637,6521181.8889,2933421,6909914.0122,33218,1581818,11520680,17361716,0.9167,0.9188,0.0148,0.8885,0.9146,0.923,0.9386,0.0162,17361716,33218,0.9882
1,206_T1,NC_059463.1,18,605910,33661.6667,517,65207.2612,166,255.75,27886.5,231551,0.3398,0.3076,0.177,0.1046,0.2319,0.4272,0.7308,0.5209,231551,166,0.0095
2,206_T1,NC_059463.1,19,62958589,3313609.9474,10089,5902804.8549,721,1691.5,3787652,21249414,0.8871,0.8885,0.0363,0.8107,0.8659,0.917,0.9427,0.0409,21249414,721,0.9905
1,206_T1,NC_059464.1,21,1104973,52617.7619,2156,170690.3692,208,1081,20186,785275,0.5813,0.6189,0.1839,0.0069,0.5419,0.6571,0.8348,0.3163,785275,208,0.0212
2,206_T1,NC_059464.1,14,50943557,3638825.5,1723654,4945409.905,3679,119253.75,3882535.25,14157551,0.9103,0.9099,0.0154,0.8887,0.8997,0.9191,0.9431,0.0169,14157551,3679,0.9788
1,206_T1,NC_059465.1,6,43356,7226,1465.5,13647.7623,305,604.5,4063.5,34873,0.3077,0.2911,0.158,0.0994,0.2103,0.4161,0.5233,0.5134,34873,305,9e-04
2,206_T1,NC_059465.1,7,49149806,7021400.8571,4002784,8995035.0519,2329,402368.5,9855760,24628436,0.9062,0.9151,0.0307,0.849,0.8948,0.924,0.9415,0.0339,24628436,2329,0.9991
1,206_T1,NC_059466.1,16,600491,37530.6875,2377,104751.4904,291,1252,8349.25,420358,0.565,0.612,0.205,0.2386,0.3447,0.7085,0.8657,0.3628,420358,291,0.0111
