seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,816_T2,NC_059442.1,27,3315905,122811.2963,53691,138541.6044,155,12083.5,206149,485098,0.5214,0.5392,0.1403,0.2153,0.4603,0.589,0.7739,0.2691,485098,155,0.0191
2,816_T2,NC_059442.1,24,170070724,7086280.1667,4953418.5,7974049.8585,6200,1647831.25,8699744,31295514,0.8949,0.9011,0.0211,0.8436,0.8854,0.9098,0.934,0.0235,31295514,6200,0.9809
1,816_T2,NC_059443.1,31,141167,4553.7742,1757,8004.3928,165,914.5,2887.5,32987,0.076,0.0796,0.0555,0,0.0222,0.1159,0.1694,0.7307,32987,165,0.0015
2,816_T2,NC_059443.1,70,2361893,33741.3286,5939.5,93995.4104,72,1224.5,15688.75,510656,0.4217,0.4367,0.1102,0.186,0.336,0.4974,0.6818,0.2612,510656,72,0.0249
3,816_T2,NC_059443.1,96,92208207,960502.1562,57414,2434152.1461,1143,14594,411097.75,15516686,0.8465,0.8613,0.0592,0.7065,0.8076,0.8926,0.9511,0.0699,15516686,1143,0.9736
1,816_T2,NC_059444.1,144,1235029,8576.5903,1341,25025.3041,63,688.75,4171,160510,0.3156,0.3084,0.1675,0.0103,0.1677,0.4438,0.6718,0.5309,160510,63,0.0118
2,816_T2,NC_059444.1,126,103602727,822243.8651,25548,2950717.1459,94,8744,92153.75,20368572,0.8236,0.8264,0.0583,0.6978,0.7858,0.869,0.9246,0.0708,20368572,94,0.9882
1,816_T2,NC_059445.1,34,967547,28457.2647,4076,57435.9921,199,1519.25,25942.75,276536,0.3349,0.3676,0.2207,0.0169,0.1156,0.4977,0.7763,0.659,276536,199,0.0108
2,816_T2,NC_059445.1,29,89021785,3069716.7241,609072,4997003.737,6876,80156,4969222,19928071,0.8869,0.8879,0.0234,0.8361,0.8683,0.8996,0.9408,0.0263,19928071,6876,0.9892
1,816_T2,NC_059446.1,16,910323,56895.1875,11960,93366.8457,113,500.5,62809.25,322630,0.1755,0.2092,0.1105,0.0182,0.0527,0.2496,0.3304,0.6297,322630,113,0.0099
2,816_T2,NC_059446.1,18,1322928,73496,11957,138724.6632,1155,2899,70410.5,560880,0.5783,0.5712,0.0882,0.4258,0.5239,0.6277,0.7563,0.1526,560880,1155,0.0144
