seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,819_T2,NC_059442.1,31,12573868,405608.6452,30109,1327684.7998,115,4701.5,79871,5966013,0.5536,0.5512,0.1706,0.1455,0.4559,0.6582,0.8559,0.3082,5966013,115,0.0726
2,819_T2,NC_059442.1,18,160572747,8920708.1667,4779455.5,10994590.2209,6200,2393968,11543102.5,43232986,0.9017,0.9034,0.0137,0.8762,0.8948,0.9102,0.9218,0.0152,43232986,6200,0.9274
1,819_T2,NC_059443.1,28,235242,8401.5,1617.5,24054.6355,132,620.25,2878.75,123945,0.0554,0.0346,0.0496,0,0.0135,0.1048,0.1428,0.8955,123945,132,0.0025
2,819_T2,NC_059443.1,78,2407041,30859.5,6665,97403.7558,72,1995.75,24755.5,753443,0.4375,0.4323,0.152,0.15,0.3465,0.5289,0.7385,0.3473,753443,72,0.0255
3,819_T2,NC_059443.1,85,91709942,1078940.4941,57404,2519705.3051,1165,19716,549347,15519742,0.8572,0.8656,0.0451,0.7623,0.8274,0.8904,0.9575,0.0527,15519742,1165,0.972
1,819_T2,NC_059444.1,135,1813574,13433.8815,1395,49301.6786,71,759,4260.5,424917,0.3135,0.3238,0.1719,0.0088,0.1841,0.4558,0.683,0.5481,424917,71,0.0173
2,819_T2,NC_059444.1,121,103242105,853240.5372,26719,2907990.2629,89,9327,101929,20368549,0.8299,0.8354,0.0599,0.6938,0.7927,0.8755,0.9571,0.0722,20368549,89,0.9827
1,819_T2,NC_059445.1,9,221701,24633.4444,2761,58418.1016,794,2340,10682,179880,0.054,0.0548,0.016,0.0318,0.0422,0.0636,0.0822,0.2967,179880,794,0.0025
2,819_T2,NC_059445.1,23,1009959,43911.2609,1796,77622.7264,151,917.5,58173.5,281490,0.403,0.4212,0.1513,0.1412,0.3056,0.5401,0.6378,0.3754,281490,151,0.0112
3,819_T2,NC_059445.1,33,88676341,2687161.8485,441614,4213660.0627,369,69666,4894700,16666228,0.8871,0.8905,0.0279,0.8135,0.8771,0.9071,0.9265,0.0315,16666228,369,0.9863
1,819_T2,NC_059446.1,27,2097507,77685.4444,10537,145416.6299,189,1452.5,60585.5,631106,0.3486,0.3608,0.1788,0.0167,0.2439,0.4846,0.6157,0.5128,631106,189,0.0228
2,819_T2,NC_059446.1,27,89821546,3326723.9259,1020265,6544749.1581,2993,246185.5,2597114.5,31107821,0.8905,0.89,0.0239,0.8413,0.8761,0.904,0.9568,0.0268,31107821,2993,0.9772
1,819_T2,NC_059447.1,15,889067,59271.1333,36836,63595.1325,947,4141.5,79635,229271,0.2681,0.2675,0.2,0.0055,0.1125,0.4277,0.63,0.7463,229271,947,0.0093
2,819_T2,NC_059447.1,16,94263104,5891444,4593170.5,6879683.4939,14081,1706060,6399299,27620663,0.8947,0.8975,0.023,0.8493,0.8844,0.9097,0.9453,0.0257,27620663,14081,0.9907
1,819_T2,NC_059448.1,21,1281598,61028.4762,15042,131132.4364,214,1457,54316,580079,0.2884,0.2808,0.1781,0.0326,0.1319,0.4152,0.5585,0.6176,580079,214,0.0187
2,819_T2,NC_059448.1,22,67290776,3058671.6364,1949740.5,3507540.2919,564,209988.25,5137910.25,11638442,0.8906,0.8852,0.0196,0.8595,0.8779,0.8971,0.9283,0.022,11638442,564,0.9813
1,819_T2,NC_059449.1,58,707954,12206.1034,2556,31801.3546,63,1323.25,6545.25,159224,0.4422,0.4326,0.2194,0,0.2879,0.5967,0.8061,0.4961,159224,63,0.0249
2,819_T2,NC_059449.1,23,27757726,1206857.6522,210844,2493851.8534,2125,65288,581468.5,7632406,0.8807,0.8776,0.0236,0.8341,0.8676,0.8958,0.9204,0.0268,7632406,2125,0.9751
1,819_T2,NC_059450.1,20,898238,44911.9,28126.5,70540.2459,120,806.25,52309.25,303943,0.3966,0.4245,0.2549,0,0.1497,0.5786,0.8604,0.6429,303943,120,0.0056
2,819_T2,NC_059450.1,16,159775534,9985970.875,8425996.5,8330615.7548,34490,4668943.5,11924140.25,28254552,0.903,0.9082,0.0104,0.8837,0.8948,0.9099,0.9204,0.0115,28254552,34490,0.9944
1,819_T2,NC_059451.1,26,4340986,166961,54197,328612.1213,316,6860,124517.25,1420714,0.5458,0.6448,0.2374,0.0158,0.4084,0.6966,0.8716,0.4349,1420714,316,0.0347
2,819_T2,NC_059451.1,21,120589705,5742366.9048,2712722,7548362.1915,420078,1614827,7124722,30314257,0.9148,0.9154,0.0132,0.89,0.9097,0.9209,0.9388,0.0144,30314257,420078,0.9653
1,819_T2,NC_059452.1,3,25518,8506,6202,7443.4235,2487,4344.5,11515.5,16829,0.0452,0.0524,0.0421,0,0.0262,0.0678,0.0833,0.931,16829,2487,2e-04
2,819_T2,NC_059452.1,17,802025,47177.9412,4512,74695.0043,676,1316,62920,281272,0.5389,0.5351,0.0785,0.38,0.4813,0.5763,0.6804,0.1456,281272,676,0.0073
3,819_T2,NC_059452.1,8,13844856,1730607,1471307,1534274.437,349609,818964.5,1748314.75,5295728,0.8431,0.8424,0.0273,0.8104,0.8171,0.8672,0.8783,0.0324,5295728,349609,0.1257
4,819_T2,NC_059452.1,13,95495948,7345842.1538,2848727,9800909.6546,17078,1446476,8102720,33594969,0.908,0.9069,0.0099,0.8914,0.901,0.9171,0.9256,0.011,33594969,17078,0.8668
1,819_T2,NC_059453.1,33,409171,12399.1212,2152,28814.3146,93,677,4221,116518,0.395,0.4082,0.2421,0.0065,0.1892,0.5817,0.7951,0.6128,116518,93,0.004
2,819_T2,NC_059453.1,22,100689284,4576785.6364,1469075,7101672.4349,3900,193821.25,6091493.25,31419941,0.891,0.8911,0.0248,0.8503,0.8746,0.9007,0.9458,0.0279,31419941,3900,0.996
1,819_T2,NC_059454.1,26,1812640,69716.9231,9482,116106.8787,59,947.5,96405.75,503064,0.4066,0.4289,0.2083,0.0354,0.2661,0.5427,0.7916,0.5122,503064,59,0.0159
