seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,798_T2,NC_059442.1,32,3385308,105790.875,30017,169864.8522,137,2341.25,154697.25,803196,0.5137,0.4934,0.1412,0.1582,0.438,0.5972,0.8178,0.275,803196,137,0.0196
2,798_T2,NC_059442.1,24,169745168,7072715.3333,4329752.5,9972021.6682,784,1803448.25,7073996.25,41554130,0.8935,0.8974,0.0154,0.8637,0.8815,0.9057,0.92,0.0172,41554130,784,0.9804
1,798_T2,NC_059443.1,43,538626,12526.186,1803,39005.519,132,909,4580,246859,0.1147,0.0944,0.0868,0,0.0274,0.2029,0.2655,0.7571,246859,132,0.0057
2,798_T2,NC_059443.1,60,2387944,39799.0667,5800,96082.1941,166,2597.5,30318.5,455170,0.4439,0.4512,0.0901,0.2738,0.3866,0.5058,0.6695,0.2029,455170,166,0.0253
3,798_T2,NC_059443.1,100,91281300,912813,79610.5,2215072.8506,1164,27703.5,557718,15519742,0.8399,0.8492,0.0579,0.7009,0.8012,0.8837,0.9658,0.0689,15519742,1164,0.9689
1,798_T2,NC_059444.1,24,318954,13289.75,734,31103.6229,141,623.25,2060.25,121960,0.0516,0.0554,0.0297,0,0.0284,0.0775,0.0966,0.5761,121960,141,0.003
2,798_T2,NC_059444.1,103,679724,6599.2621,1580,29557.251,71,819.5,4395,299259,0.3515,0.3649,0.1359,0.1249,0.2395,0.4559,0.6688,0.3866,299259,71,0.0065
3,798_T2,NC_059444.1,121,104090321,860250.5868,26176,3761460.2774,509,6589,83954,31240497,0.8188,0.8192,0.0564,0.6796,0.7742,0.8597,0.9291,0.0688,31240497,509,0.9905
1,798_T2,NC_059445.1,5,70867,14173.4,3498,25385.7734,474,2430,4975,59490,0.0383,0.0381,0.0048,0.0319,0.0358,0.0409,0.0445,0.1253,59490,474,8e-04
2,798_T2,NC_059445.1,27,1020328,37789.9259,4072,62164.1114,260,1332,60429.5,252904,0.348,0.3578,0.1745,0.0697,0.1961,0.4429,0.7572,0.5014,252904,260,0.0114
3,798_T2,NC_059445.1,31,88563332,2856881.6774,897742,4364516.4057,9134,126379,4012137,15513656,0.8796,0.8797,0.0276,0.8095,0.8624,0.8968,0.9312,0.0313,15513656,9134,0.9878
1,798_T2,NC_059446.1,26,2512106,96619.4615,23201,145514.8991,339,2046.75,165514.75,631106,0.3461,0.3661,0.1903,0.0302,0.2022,0.5039,0.6912,0.55,631106,339,0.0274
2,798_T2,NC_059446.1,24,89317919,3721579.9583,1318190,6904022.6603,10337,588126.5,4046112.5,33493264,0.8813,0.884,0.0268,0.8198,0.8654,0.8938,0.9392,0.0304,33493264,10337,0.9726
1,798_T2,NC_059447.1,17,1038901,61111.8235,27326,67503.2037,1039,3715,106533,210868,0.3006,0.2139,0.2353,0.0083,0.091,0.4927,0.6513,0.7825,210868,1039,0.0109
2,798_T2,NC_059447.1,18,94310059,5239447.7222,3735694.5,6705175.7781,388,1158107.5,5508780.25,27620670,0.8866,0.8948,0.0318,0.8185,0.8771,0.9067,0.9424,0.0359,27620670,388,0.9891
1,798_T2,NC_059448.1,9,319775,35530.5556,5558,75424.4066,886,1416,14933,231592,0.0813,0.0744,0.0488,0.0331,0.0474,0.088,0.1792,0.6003,231592,886,0.0047
2,798_T2,NC_059448.1,11,499797,45436.0909,15693,55619.5875,214,3049,75208,139036,0.4452,0.4489,0.0691,0.3376,0.4003,0.4962,0.5498,0.1552,139036,214,0.0073
3,798_T2,NC_059448.1,21,67655487,3221689.8571,1007248,5875134.543,564,207111,2152702,24938299,0.8777,0.8823,0.0351,0.8094,0.8511,0.9002,0.9381,0.0399,24938299,564,0.988
1,798_T2,NC_059449.1,66,494410,7491.0606,2063.5,25900.6376,198,758.75,4199.25,163254,0.3903,0.3707,0.2063,0.0106,0.2514,0.5904,0.7976,0.5286,163254,198,0.0174
2,798_T2,NC_059449.1,23,27911659,1213550.3913,210844,2499708.0504,4521,43370,503257.5,7611185,0.8683,0.8624,0.0279,0.8226,0.8492,0.8871,0.9188,0.0321,7611185,4521,0.9826
1,798_T2,NC_059450.1,10,342796,34279.6,18869,44271.0188,103,1425,52839.5,138357,0.1529,0.1368,0.1118,0,0.076,0.2214,0.3391,0.7309,138357,103,0.0021
2,798_T2,NC_059450.1,11,992798,90254.3636,50599,124798.7166,115,4667,82718,359403,0.4928,0.4708,0.0439,0.4374,0.4618,0.5218,0.5666,0.0891,359403,115,0.0062
3,798_T2,NC_059450.1,21,159064573,7574503.4762,4804340,8259181.8751,34489,1386889,9991583,28287888,0.8927,0.8976,0.018,0.8392,0.8874,0.9028,0.916,0.0202,28287888,34489,0.9917
1,798_T2,NC_059451.1,22,2547309,115786.7727,23426,242628.1886,316,1829.75,86656,1016998,0.5011,0.5341,0.2515,0.0134,0.3426,0.6778,0.866,0.5018,1016998,316,0.0203
2,798_T2,NC_059451.1,15,122719939,8181329.2667,7822879,6998841.6685,399396,2186314,10300363.5,23707514,0.91,0.9106,0.0142,0.8817,0.9035,0.9206,0.9344,0.0156,23707514,399396,0.9797
1,798_T2,NC_059452.1,5,282820,56564,16829,102994.5648,2487,6202,16850,240452,0.1126,0.0528,0.1131,0,0.0422,0.2191,0.249,1.0039,240452,2487,0.0026
2,798_T2,NC_059452.1,19,2054777,108146.1579,16769,198313.5464,60,5583,83067.5,810696,0.5919,0.5944,0.0643,0.4804,0.539,0.6428,0.6913,0.1086,810696,60,0.0187
