seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,788_T2,NC_059442.1,25,1822957,72918.28,21019,114260.6264,115,498,81014,463685,0.5262,0.5532,0.1421,0.1606,0.468,0.6383,0.7289,0.27,463685,115,0.0105
2,788_T2,NC_059442.1,7,12964832,1852118.8571,829729,2436485.2398,7559,117206.5,2972442.5,5948246,0.851,0.8493,0.0159,0.8248,0.8438,0.8607,0.8736,0.0187,5948246,7559,0.0745
3,788_T2,NC_059442.1,16,159140148,9946259.25,8711718,9444070.2067,6200,3396160,13874222.5,39149365,0.9033,0.9032,0.0088,0.885,0.8977,0.9105,0.9165,0.0097,39149365,6200,0.915
1,788_T2,NC_059443.1,29,266138,9177.1724,2569,15775.6048,252,891,10221,72254,0.0994,0.0932,0.0669,0,0.0573,0.1634,0.2105,0.6731,72254,252,0.0028
2,788_T2,NC_059443.1,70,2743165,39188.0714,4765.5,134044.5086,50,1313.25,17723,842814,0.4302,0.4476,0.0993,0.2213,0.3534,0.5083,0.6532,0.2309,842814,50,0.0291
3,788_T2,NC_059443.1,96,91350616,951568.9167,66655.5,2379858.4286,1361,17586,473844,13224180,0.8348,0.8454,0.0595,0.6828,0.7902,0.8834,0.9291,0.0713,13224180,1361,0.9681
1,788_T2,NC_059444.1,66,720528,10917.0909,1128.5,31263.3926,141,629.5,3087.5,180414,0.1735,0.1856,0.101,0.0071,0.0791,0.26,0.3433,0.5822,180414,141,0.0069
2,788_T2,NC_059444.1,50,255653,5113.06,1618.5,8946.0769,115,939.5,6067.25,46827,0.4654,0.4586,0.061,0.3583,0.4307,0.5032,0.5834,0.1311,46827,115,0.0024
3,788_T2,NC_059444.1,114,103648190,909194.6491,25901,3208514.6473,510,7868.25,105704.5,20368549,0.8232,0.831,0.0593,0.667,0.7837,0.8665,0.9422,0.072,20368549,510,0.9907
1,788_T2,NC_059445.1,32,1170252,36570.375,3956,61199.849,166,1063.25,49116.25,255151,0.3288,0.3567,0.2046,0.0177,0.1339,0.503,0.7266,0.6222,255151,166,0.013
2,788_T2,NC_059445.1,31,88562724,2856862.0645,995299,4245983.6528,3319,104745.5,4441883.5,16666266,0.8798,0.8779,0.0262,0.8169,0.8686,0.8945,0.9289,0.0298,16666266,3319,0.987
1,788_T2,NC_059446.1,8,418220,52277.5,1414,80241.5904,113,517.5,87790.75,178444,0.0715,0.0643,0.0402,0.0214,0.0504,0.091,0.1445,0.5621,178444,113,0.0046
2,788_T2,NC_059446.1,15,1261662,84110.8,21142,123812.6107,331,10287.5,117759,417685,0.3992,0.4286,0.1101,0.1961,0.3175,0.4667,0.5665,0.2758,417685,331,0.0137
