seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,226_T1,NC_059442.1,38,20292738,534019.4211,20392,1899349.9278,48,2321,89845,10674722,0.5625,0.5584,0.1981,0.1803,0.4159,0.6903,0.9767,0.3522,10674722,48,0.1167
2,226_T1,NC_059442.1,19,153559549,8082081.5263,3863389,10217462.2759,6169,2097331.5,9395507,41554052,0.9149,0.9158,0.0081,0.9013,0.909,0.92,0.9342,0.0089,41554052,6169,0.8833
1,226_T1,NC_059443.1,19,53783,2830.6842,938,6874.2804,132,437.5,1833,30763,0.0263,0.021,0.0183,0,0.0096,0.0425,0.0536,0.6979,30763,132,6e-04
2,226_T1,NC_059443.1,84,2031174,24180.6429,6223.5,49047.6374,79,1790,26671.75,329776,0.4087,0.4279,0.1844,0.0845,0.2643,0.5437,0.7577,0.4513,329776,79,0.0215
3,226_T1,NC_059443.1,84,92195807,1097569.131,97150,2588891.9159,868,22574.75,655261,15703427,0.8709,0.8731,0.0413,0.7834,0.8424,0.9049,0.9637,0.0474,15703427,868,0.9779
1,226_T1,NC_059444.1,28,276515,9875.5357,836.5,26690.3927,182,624.75,1412.75,103140,0.0564,0.0545,0.0293,0.0075,0.037,0.0824,0.108,0.5193,103140,182,0.0026
2,226_T1,NC_059444.1,102,899171,8815.402,1381.5,26106.3795,71,808,5782.5,198058,0.3639,0.3639,0.1317,0.1201,0.2723,0.462,0.6817,0.3619,198058,71,0.0086
3,226_T1,NC_059444.1,122,103566976,848909.6393,21886.5,3403610.1587,228,8592.5,94625,25972141,0.8472,0.8529,0.0557,0.7036,0.8084,0.8935,0.9527,0.0658,25972141,228,0.9888
1,226_T1,NC_059445.1,11,310256,28205.0909,3471,53709.6001,794,2576.5,21200,180046,0.0672,0.0624,0.0341,0.0057,0.0551,0.0861,0.1261,0.5083,180046,794,0.0034
2,226_T1,NC_059445.1,18,790916,43939.7778,10683,69300.1177,822,1613.25,59043.25,281490,0.4227,0.4091,0.1626,0.1566,0.3188,0.5108,0.7968,0.3847,281490,822,0.0088
3,226_T1,NC_059445.1,28,88907565,3175270.1786,738554,5104994.0853,451,111955,3578220.75,16666266,0.9016,0.9031,0.0184,0.8544,0.8913,0.9153,0.9296,0.0205,16666266,451,0.9878
1,226_T1,NC_059446.1,26,1950421,75016.1923,20573,180240.9362,161,1470,55266.25,903508,0.3265,0.2873,0.1886,0.0074,0.2318,0.4979,0.6168,0.5776,903508,161,0.0213
2,226_T1,NC_059446.1,26,89428147,3439544.1154,1482449.5,4637824.6437,28342,741897.25,4445519,20839425,0.8946,0.9037,0.022,0.8531,0.8772,0.9123,0.9214,0.0246,20839425,28342,0.9787
1,226_T1,NC_059447.1,17,1131858,66579.8824,35375,94677.2376,638,5937,78670,347926,0.2784,0.2536,0.2263,0,0.0563,0.4858,0.6936,0.813,347926,638,0.0119
2,226_T1,NC_059447.1,18,94211289,5233960.5,3428031,6486076.4838,54789,1454818.25,5812482.75,27620670,0.9037,0.903,0.0195,0.8673,0.8918,0.9145,0.9534,0.0216,27620670,54789,0.9881
1,226_T1,NC_059448.1,10,400182,40018.2,6971.5,73458.5998,1129,1522,33665.5,231593,0.1024,0.1142,0.0398,0.0312,0.0728,0.1183,0.1653,0.3892,231593,1129,0.0059
2,226_T1,NC_059448.1,8,395556,49444.5,37800,48362.4244,1215,14409.5,62881.25,139036,0.3999,0.3725,0.1148,0.2596,0.3151,0.4734,0.6105,0.2871,139036,1215,0.0058
3,226_T1,NC_059448.1,19,67506838,3552991.4737,926255,5769800.9376,564,184784,2606915,19404791,0.8992,0.9,0.0309,0.8145,0.8856,0.9152,0.9657,0.0343,19404791,564,0.9883
1,226_T1,NC_059449.1,63,830302,13179.3968,2189,36723.8786,198,885.5,4383.5,173620,0.4121,0.4007,0.223,0.0038,0.2553,0.5752,0.8283,0.5412,173620,198,0.029
2,226_T1,NC_059449.1,22,27829900,1264995.4545,276101,2532813.7872,4775,77805.25,607595,7632309,0.8933,0.8976,0.0226,0.845,0.8793,0.9085,0.9366,0.0253,7632309,4775,0.971
1,226_T1,NC_059450.1,22,2107189,95781.3182,39623.5,186013.8974,103,7050.75,86365.25,866737,0.3856,0.4087,0.2232,0,0.2725,0.533,0.8435,0.5789,866737,103,0.0131
2,226_T1,NC_059450.1,20,158381694,7919084.7,6542578.5,7012239.3601,34490,2308308.5,10446752.5,21988550,0.9113,0.9168,0.014,0.8821,0.9028,0.922,0.9332,0.0153,21988550,34490,0.9869
1,226_T1,NC_059451.1,20,3726119,186305.95,51166.5,369468.7851,315,3835,162071.25,1422701,0.452,0.4848,0.2466,0,0.2792,0.5722,0.8782,0.5455,1422701,315,0.0299
2,226_T1,NC_059451.1,17,121073025,7121942.6471,4747132,7555414.4445,3809,1730006,9922068,26561635,0.9197,0.9208,0.0112,0.8989,0.9117,0.9266,0.9448,0.0122,26561635,3809,0.9701
1,226_T1,NC_059452.1,21,2854000,135904.7619,9945,331130.0253,141,4000,108128,1503848,0.4872,0.5399,0.2331,0.0035,0.3827,0.6606,0.8199,0.4783,1503848,141,0.0259
2,226_T1,NC_059452.1,18,107287221,5960401.1667,2190790,7522358.7357,17078,916613,8096565.25,25730371,0.9007,0.9135,0.0305,0.8381,0.8833,0.9227,0.9372,0.0339,25730371,17078,0.9741
1,226_T1,NC_059453.1,22,304795,13854.3182,2810,29330.8284,93,1334.25,6206,123102,0.1745,0.1599,0.1227,0,0.0692,0.2651,0.3996,0.7033,123102,93,0.003
