seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,744_T2,NC_059442.1,41,2503724,61066.439,15910,86319.8188,48,1839,85405,304572,0.5366,0.5445,0.1257,0.1936,0.4575,0.6042,0.8005,0.2342,304572,48,0.0144
2,744_T2,NC_059442.1,33,171156452,5186559.1515,2816744,7102602.5307,345,375455,5948246,32231386,0.8991,0.9022,0.0219,0.8495,0.8857,0.9109,0.95,0.0244,32231386,345,0.9856
1,744_T2,NC_059443.1,28,175556,6269.8571,1816,9710.93,132,926.25,7809.5,32954,0.0753,0.0627,0.0528,0,0.0291,0.1294,0.1543,0.7011,32954,132,0.0019
2,744_T2,NC_059443.1,70,2167018,30957.4,5465,79669.6519,72,1582.25,17342.75,510656,0.393,0.4036,0.1033,0.1957,0.3261,0.4733,0.5967,0.2627,510656,72,0.0229
3,744_T2,NC_059443.1,97,92284745,951389.1237,65380,2334354.0628,1165,15783,561665,13263576,0.8406,0.8516,0.0585,0.6856,0.8049,0.8848,0.9548,0.0696,13263576,1165,0.9752
1,744_T2,NC_059444.1,30,281819,9393.9667,888,25557.609,141,634.5,1291,101105,0.0706,0.0691,0.0358,0.0123,0.0453,0.0969,0.1307,0.5079,101105,141,0.0027
2,744_T2,NC_059444.1,102,961023,9421.7941,1512.5,31657.6171,106,889,4727.75,277655,0.3675,0.3758,0.1289,0.1438,0.2706,0.4668,0.6692,0.3508,277655,106,0.0092
3,744_T2,NC_059444.1,124,103453236,834300.2903,21839.5,3397372.4421,371,6285.5,87201.75,25972141,0.8263,0.8324,0.056,0.6941,0.7826,0.8736,0.933,0.0678,25972141,371,0.9881
1,744_T2,NC_059445.1,9,219463,24384.7778,2392,58527.9752,474,2315,10682,179880,0.0482,0.0609,0.0287,0,0.0271,0.0682,0.0851,0.5948,179880,474,0.0024
2,744_T2,NC_059445.1,22,707780,32171.8182,3417,46298.7255,269,979.75,60214,165197,0.3963,0.3661,0.1603,0.179,0.2855,0.4587,0.7486,0.4045,165197,269,0.0079
3,744_T2,NC_059445.1,30,89013226,2967107.5333,1154958,3866821.5523,9345,97921,5284051.5,16666266,0.8845,0.8888,0.0243,0.8215,0.8702,0.9032,0.9273,0.0274,16666266,9345,0.9897
1,744_T2,NC_059446.1,36,3707345,102981.8056,10906,253612.9738,113,1370.75,65286,1342478,0.3673,0.3598,0.2128,0.0126,0.2132,0.5396,0.8137,0.5794,1342478,113,0.0405
2,744_T2,NC_059446.1,32,87740556,2741892.375,973709.5,5740069.9776,3055,255039.5,2082719.25,31184120,0.8948,0.8945,0.0208,0.8637,0.8787,0.9094,0.9449,0.0232,31184120,3055,0.9595
1,744_T2,NC_059447.1,19,910726,47932.9474,35375,51548.5573,947,8276.5,73233,148541,0.3087,0.2672,0.2142,0,0.1408,0.4795,0.6901,0.6937,148541,947,0.0096
2,744_T2,NC_059447.1,20,94373980,4718699,3271061,6367311.515,1539,866989.5,5733094.5,27604634,0.8936,0.8974,0.0269,0.8236,0.8866,0.9067,0.9492,0.0301,27604634,1539,0.9904
1,744_T2,NC_059448.1,22,737262,33511.9091,9489,66727.7654,127,1327.5,25913.5,288037,0.2703,0.2552,0.185,0,0.121,0.4482,0.6028,0.6842,288037,127,0.0109
2,744_T2,NC_059448.1,23,67017698,2913812.9565,926621,4422678.6414,564,212692,2606922.5,15102967,0.8865,0.8869,0.0257,0.8266,0.8731,0.9075,0.9254,0.029,15102967,564,0.9891
1,744_T2,NC_059449.1,45,532220,11827.1111,2287,26888.6292,54,894,8635,140660,0.3437,0.3338,0.1971,0.0133,0.2256,0.4989,0.7363,0.5733,140660,54,0.0188
2,744_T2,NC_059449.1,24,27824588,1159357.8333,143669.5,2471690.5969,628,31654,379429,7624866,0.87,0.8788,0.0383,0.7921,0.8407,0.8996,0.9459,0.044,7624866,628,0.9812
1,744_T2,NC_059450.1,22,904338,41106.2727,12077.5,56729.4037,103,1745.25,58726.75,201042,0.381,0.4375,0.1956,0,0.2148,0.5443,0.6726,0.5134,201042,103,0.0056
2,744_T2,NC_059450.1,22,159755023,7261591.9545,3952816,8833652.4852,1277,248787.75,9630089,28262480,0.8989,0.9033,0.0184,0.8515,0.8899,0.9117,0.9277,0.0205,28262480,1277,0.9944
1,744_T2,NC_059451.1,20,1326574,66328.7,48884.5,79865.2188,316,3712.75,73778.25,283706,0.4439,0.4578,0.2045,0.0105,0.3611,0.5795,0.8161,0.4606,283706,316,0.0106
2,744_T2,NC_059451.1,19,123824999,6517105.2105,3911348,6013183.1516,4132,1670995,10588608.5,16356096,0.9019,0.9109,0.0234,0.8525,0.8957,0.915,0.9369,0.0259,16356096,4132,0.9894
1,744_T2,NC_059452.1,28,6089580,217485,14434,465333.2272,38,3374.75,190481.75,1943542,0.5505,0.5657,0.2121,0.0117,0.4912,0.6772,0.8403,0.3853,1943542,38,0.0552
2,744_T2,NC_059452.1,21,104166178,4960294.1905,3563914,5640698.2031,6222,561930,6720470,18771166,0.8971,0.8948,0.0194,0.8535,0.8877,0.9142,0.9243,0.0216,18771166,6222,0.9448
1,744_T2,NC_059453.1,16,143486,8967.875,3322.5,16293.3515,93,1401.5,7276.5,65570,0.1125,0.1155,0.0748,0.0067,0.0338,0.1599,0.2522,0.6646,65570,93,0.0014
2,744_T2,NC_059453.1,25,804279,32171.16,3220,75767.8223,189,1514,15493,319192,0.5756,0.5803,0.1441,0.2793,0.4825,0.6781,0.8103,0.2504,319192,189,0.008
3,744_T2,NC_059453.1,30,100070839,3335694.6333,683394.5,7276816.1065,573,64359,3770702.75,35502915,0.8839,0.8907,0.0285,0.8207,0.863,0.9001,0.93,0.0323,35502915,573,0.9906
1,744_T2,NC_059454.1,6,137796,22966,1055,53974.0007,363,897,1269.25,133138,0.0829,0.079,0.0285,0.0488,0.0644,0.0997,0.1248,0.3432,133138,363,0.0012
2,744_T2,NC_059454.1,21,1222896,58233.1429,38235,62963.8003,53,820,102259,214585,0.4339,0.4493,0.1214,0.1814,0.3567,0.4935,0.675,0.2797,214585,53,0.0107
3,744_T2,NC_059454.1,26,112701859,4334686.8846,1006126,6393360.6631,470,12105,6036856,23220204,0.8893,0.8939,0.0267,0.8242,0.8758,0.9089,0.9242,0.03,23220204,470,0.9881
1,744_T2,NC_059455.1,30,2177042,72568.0667,16379,118632.4448,162,2298,77023.25,419810,0.3829,0.4071,0.2298,0.0127,0.1734,0.5364,0.8029,0.6003,419810,162,0.0215
2,744_T2,NC_059455.1,25,99043139,3961725.56,2361355,4687374.3297,123,688100,4874948,15083933,0.8941,0.9049,0.0314,0.8306,0.8775,0.9113,0.9355,0.0351,15083933,123,0.9785
1,744_T2,NC_059456.1,29,6917815,238545.3448,5383,943873.6603,166,538,65894,5102874,0.4496,0.486,0.2539,0.0712,0.2478,0.6624,0.872,0.5646,5102874,166,0.0628
2,744_T2,NC_059456.1,16,103209074,6450567.125,6377344.5,3942403.4899,1007565,3539027.5,8895917.25,15654354,0.9076,0.9061,0.0114,0.8937,0.8978,0.9161,0.9337,0.0125,15654354,1007565,0.9372
1,744_T2,NC_059457.1,7,33701,4814.4286,1617,7458.0981,432,979.5,4226,21241,0.0492,0.0294,0.0442,0.0048,0.0172,0.0781,0.1197,0.8975,21241,432,4e-04
2,744_T2,NC_059457.1,13,4469183,343783.3077,3696,766544.48,136,816,370303,2754635,0.5901,0.6178,0.1863,0.2964,0.4506,0.7137,0.8468,0.3156,2754635,136,0.0469
3,744_T2,NC_059457.1,13,90743388,6980260.6154,1750804,13413434.9108,8991,365202,6708818,49255607,0.8979,0.9023,0.0133,0.8728,0.8906,0.9075,0.9118,0.0148,49255607,8991,0.9527
1,744_T2,NC_059458.1,27,1253340,46420,4532,114171.6947,91,2364,34211,513553,0.3886,0.4208,0.2199,0,0.2983,0.4916,0.8,0.5658,513553,91,0.0145
2,744_T2,NC_059458.1,22,85327120,3878505.4545,1916701,5727399.0781,118137,473396,4435104.75,20237992,0.8933,0.8939,0.0123,0.8646,0.8854,0.9043,0.9098,0.0137,20237992,118137,0.9855
1,744_T2,NC_059459.1,13,430305,33100.3846,5737,70417.3276,130,1116,13295,234655,0.0936,0.0803,0.0687,0.0038,0.0611,0.1235,0.2147,0.7341,234655,130,0.0052
2,744_T2,NC_059459.1,30,967001,32233.3667,9190.5,66833.8392,208,1904.25,31922,351771,0.4293,0.417,0.0567,0.3544,0.3784,0.4712,0.5475,0.132,351771,208,0.0117
3,744_T2,NC_059459.1,13,417504,32115.6923,2590,64886.9544,104,459,19807,186879,0.6964,0.7121,0.0549,0.5883,0.6529,0.7328,0.7598,0.0788,186879,104,0.005
4,744_T2,NC_059459.1,35,81173153,2319232.9429,148102,4249729.3901,262,8695,2601586,16391065,0.8716,0.8761,0.0481,0.7927,0.8411,0.9088,0.969,0.0552,16391065,262,0.9781
1,744_T2,NC_059460.1,15,617996,41199.7333,7171,58029.3043,76,753.5,80182,177343,0.3576,0.3621,0.2103,0.0073,0.1815,0.4833,0.7983,0.588,177343,76,0.007
2,744_T2,NC_059460.1,6,285274,47545.6667,3369.5,80355.7991,97,1115.75,60062.75,199113,0.6606,0.6599,0.0145,0.6374,0.6558,0.6696,0.6791,0.022,199113,97,0.0033
3,744_T2,NC_059460.1,20,86813462,4340673.1,4687104.5,3796996.7012,1997,644647.25,7758891.5,11893427,0.908,0.9103,0.016,0.8786,0.9028,0.9156,0.9416,0.0176,11893427,1997,0.9897
1,744_T2,NC_059461.1,16,1874069,117129.3125,71831.5,140461.4025,395,6719,163418,524961,0.3741,0.3833,0.2421,0.0189,0.1678,0.5717,0.8598,0.6471,524961,395,0.0195
2,744_T2,NC_059461.1,15,94356221,6290414.7333,5525678,5233009.1393,4530,2969014,8350796.5,17725853,0.9137,0.9112,0.0131,0.8893,0.9063,0.9185,0.9422,0.0143,17725853,4530,0.9805
1,744_T2,NC_059462.1,13,657461,50573.9231,13759,73365.396,94,2777,73410,253306,0.4072,0.4418,0.2474,0.0111,0.2334,0.5997,0.8317,0.6076,253306,94,0.0111
2,744_T2,NC_059462.1,12,58696264,4891355.3333,2842522,5044877.7107,38822,1403502,7402225.75,16815234,0.9018,0.899,0.0132,0.8808,0.8941,0.9111,0.9262,0.0146,16815234,38822,0.9889
1,744_T2,NC_059463.1,25,636721,25468.84,435,71093.8288,125,213,2339,332818,0.4418,0.4584,0.2558,0.006,0.2466,0.6669,1,0.5789,332818,125,0.01
2,744_T2,NC_059463.1,22,63011650,2864165.9091,132319,4413632.3559,484,2945,3494946,12287455,0.8812,0.8828,0.0389,0.7979,0.8632,0.9123,0.9356,0.0441,12287455,484,0.99
1,744_T2,NC_059464.1,27,1402154,51931.6296,2392,153147.0731,208,655.5,31085,787451,0.5695,0.5939,0.1931,0.0306,0.4764,0.6881,0.8498,0.3391,787451,208,0.0269
2,744_T2,NC_059464.1,16,50701341,3168833.8125,1745650.5,4212688.3072,212,98423.75,3694322.5,13210928,0.9048,0.9053,0.0137,0.8778,0.8991,0.9117,0.9317,0.0151,13210928,212,0.9731
1,744_T2,NC_059465.1,1,355,355,355,,355,355,355,355,0.0889,0.0889,,0.0889,0.0889,0.0889,0.0889,,355,355,0
2,744_T2,NC_059465.1,3,100932,33644,23105,38515.5427,1495,12300,49718.5,76332,0.2966,0.2983,0.0061,0.2899,0.2941,0.3,0.3018,0.0205,76332,1495,0.0021
3,744_T2,NC_059465.1,1,5103,5103,5103,,5103,5103,5103,5103,0.3311,0.3311,,0.3311,0.3311,0.3311,0.3311,,5103,5103,1e-04
4,744_T2,NC_059465.1,1,4892,4892,4892,,4892,4892,4892,4892,0.386,0.386,,0.386,0.386,0.386,0.386,,4892,4892,1e-04
5,744_T2,NC_059465.1,2,8045831,4022915.5,4022915.5,4624671.3891,752779,2387847.25,5657983.75,7293052,0.8694,0.8694,0.0021,0.8679,0.8687,0.8702,0.8709,0.0024,7293052,752779,0.1638
7,744_T2,NC_059465.1,4,40955427,10238856.75,12542992.5,7096006.2579,17607,8291361,14490488.25,15851835,0.9115,0.9123,0.006,0.9036,0.9096,0.9142,0.9179,0.0065,15851835,17607,0.8339
8,744_T2,NC_059465.1,1,2329,2329,2329,,2329,2329,2329,2329,0.9565,0.9565,,0.9565,0.9565,0.9565,0.9565,,2329,2329,0
1,744_T2,NC_059466.1,11,796975,72452.2727,4561,139223.5991,291,1699.5,41844.5,419756,0.4874,0.4345,0.1785,0.2336,0.3633,0.6188,0.8026,0.3663,419756,291,0.0147
2,744_T2,NC_059466.1,10,53389512,5338951.2,1603298.5,10779157.1559,2577,27261.25,3751630,35192350,0.8857,0.8892,0.0249,0.8416,0.8707,0.9048,0.9161,0.0281,35192350,2577,0.9853
1,744_T2,NC_059467.1,5,9661,1932.2,1548,1201.7962,980,988,2288,3857,0.0188,0.0216,0.0144,0,0.0114,0.022,0.0388,0.766,3857,980,2e-04
2,744_T2,NC_059467.1,17,493307,29018.0588,1729,64616.1583,119,1330,9309,218658,0.3506,0.404,0.1544,0.0741,0.2644,0.4484,0.5761,0.4405,218658,119,0.0089
3,744_T2,NC_059467.1,23,54814743,2383249.6957,1370754,2460120.7752,319,29037.5,3801521.5,7110867,0.8737,0.8753,0.0374,0.7831,0.8489,0.9005,0.9321,0.0429,7110867,319,0.9909
1,744_T2,NC_059468.1,13,50424,3878.7692,1572,5540.6624,183,509,3982,17374,0.4906,0.5351,0.2061,0.1138,0.4206,0.6366,0.7904,0.4201,17374,183,0.0011
2,744_T2,NC_059468.1,12,45108354,3759029.5,23343.5,8781209.6161,2167,8313.5,1710355.25,30268515,0.8734,0.8794,0.0322,0.8067,0.8562,0.8974,0.9109,0.0369,30268515,2167,0.9989
1,744_T2,NC_059469.1,1,253138,253138,253138,,253138,253138,253138,253138,0.3927,0.3927,,0.3927,0.3927,0.3927,0.3927,,253138,253138,0.0061
2,744_T2,NC_059469.1,1,898,898,898,,898,898,898,898,0.4258,0.4258,,0.4258,0.4258,0.4258,0.4258,,898,898,0
3,744_T2,NC_059469.1,1,221561,221561,221561,,221561,221561,221561,221561,0.4531,0.4531,,0.4531,0.4531,0.4531,0.4531,,221561,221561,0.0054
4,744_T2,NC_059469.1,1,1000,1000,1000,,1000,1000,1000,1000,0.5771,0.5771,,0.5771,0.5771,0.5771,0.5771,,1000,1000,0
