seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,779_T2,NC_059442.1,28,2403210,85828.9286,30954.5,117496.1152,155,3338.25,118516.25,375628,0.4827,0.4958,0.1518,0.2049,0.3859,0.5817,0.7533,0.3144,375628,155,0.0138
2,779_T2,NC_059442.1,9,18163937,2018215.2222,81248,2486218.8317,5136,19753,4609176,5966027,0.8916,0.8912,0.0449,0.8402,0.8555,0.9002,0.9776,0.0504,5966027,5136,0.1046
3,779_T2,NC_059442.1,14,153128502,10937750.1429,5490324,11245215.6313,749380,2594728,16617776.5,39242417,0.9121,0.9136,0.0045,0.9042,0.9087,0.9155,0.9171,0.0049,39242417,749380,0.8816
1,779_T2,NC_059443.1,29,610126,21038.8276,1804,87774.3257,121,859,5031,475786,0.0779,0.0757,0.0484,0.0102,0.0403,0.1199,0.1668,0.6219,475786,121,0.0065
2,779_T2,NC_059443.1,72,2841703,39468.0972,7508.5,84838.9804,127,1401.25,33374.5,458927,0.4393,0.4592,0.1186,0.1929,0.3577,0.5238,0.7114,0.2699,458927,127,0.0301
3,779_T2,NC_059443.1,94,90982837,967902.5213,63861.5,2464829.7167,694,19703.75,571224.5,15547632,0.8554,0.8576,0.0537,0.7175,0.8246,0.8939,0.9445,0.0627,15547632,694,0.9634
1,779_T2,NC_059444.1,16,107922,6745.125,729,22268.1922,223,624.75,1100.5,90110,0.0326,0.0296,0.0156,0.0095,0.024,0.0461,0.0574,0.479,90110,223,0.001
2,779_T2,NC_059444.1,117,1654267,14139.0342,1429,46867.9245,87,700,3887,316674,0.3418,0.3337,0.1566,0.0677,0.2212,0.4635,0.6726,0.4582,316674,87,0.0158
3,779_T2,NC_059444.1,123,102992045,837333.6992,26404,2777902.1224,509,8600,101358,17519859,0.833,0.8357,0.0601,0.6966,0.7916,0.8783,0.9421,0.0721,17519859,509,0.9832
1,779_T2,NC_059445.1,22,616744,28033.8182,2534,51083.7828,477,1499.25,19471,180046,0.2504,0.2452,0.1695,0.0158,0.0943,0.3207,0.5703,0.677,180046,477,0.0068
2,779_T2,NC_059445.1,23,89530677,3892638.1304,645473,5590352.2894,9150,99034,6410570.5,18925964,0.8875,0.8884,0.0199,0.8553,0.8764,0.8957,0.9235,0.0224,18925964,9150,0.9932
1,779_T2,NC_059446.1,28,2075949,74141.0357,24953.5,94869.1049,113,2000.75,139414,368538,0.362,0.3725,0.1867,0.0067,0.2166,0.5251,0.6364,0.5157,368538,113,0.0226
2,779_T2,NC_059446.1,28,89579169,3199256.0357,1209948,6078430.2404,10467,364226,2925109.75,31184120,0.9009,0.9006,0.0278,0.8563,0.8856,0.913,0.9662,0.0308,31184120,10467,0.9774
1,779_T2,NC_059447.1,5,56688,11337.6,5801,14634.6201,1237,2346,10616,36688,0.0524,0.0505,0.0291,0.0167,0.0386,0.0605,0.0955,0.5564,36688,1237,6e-04
2,779_T2,NC_059447.1,9,973302,108144.6667,35378,200044.1931,203,8943,100645,624948,0.404,0.3863,0.1318,0.2311,0.3428,0.4573,0.6553,0.3262,624948,203,0.0102
3,779_T2,NC_059447.1,15,94480093,6298672.8667,3435655,8586635.0767,54789,953514,5801306.5,30664939,0.9026,0.902,0.019,0.8737,0.8907,0.9125,0.9517,0.0211,30664939,54789,0.9892
1,779_T2,NC_059448.1,24,1085507,45229.4583,13310.5,77109.4554,239,1400,46667,311155,0.338,0.3815,0.1934,0.0306,0.1795,0.4988,0.6202,0.5722,311155,239,0.0159
2,779_T2,NC_059448.1,23,67163546,2920154.1739,892755,4792188.2425,564,174620.5,2561228.5,17828023,0.8924,0.8932,0.0276,0.8401,0.8779,0.9059,0.9446,0.031,17828023,564,0.9841
1,779_T2,NC_059449.1,60,441382,7356.3667,2106,20592.5113,198,796,4794,140648,0.388,0.3464,0.2144,0.0062,0.2462,0.577,0.7918,0.5526,140648,198,0.0155
2,779_T2,NC_059449.1,21,28040424,1335258.2857,222287,2601401.6264,4775,70322,524976,7611185,0.8752,0.8839,0.0277,0.8269,0.8486,0.8948,0.9213,0.0316,7611185,4775,0.9845
1,779_T2,NC_059450.1,17,875899,51523.4706,11613,63668.2585,90,280,88626,177022,0.3261,0.3708,0.2112,0,0.1252,0.5112,0.6553,0.6477,177022,90,0.0054
2,779_T2,NC_059450.1,17,159898346,9405785.0588,9703971,8766475.1612,48091,1875513,11741166,28254552,0.9009,0.9047,0.0179,0.8571,0.8917,0.9103,0.923,0.0199,28254552,48091,0.9946
1,779_T2,NC_059451.1,21,1626833,77468.2381,10241,142995.5141,154,2456,78250,621152,0.4589,0.5013,0.2359,0,0.3753,0.6521,0.8186,0.514,621152,154,0.013
2,779_T2,NC_059451.1,18,123432038,6857335.4444,3589219,8581867.2263,28168,1350331.25,8122286,27518272,0.9146,0.9162,0.0186,0.8787,0.9074,0.9213,0.9456,0.0204,27518272,28168,0.987
1,779_T2,NC_059452.1,4,265598,66399.5,11515.5,115946.3917,2487,5273.25,72641.75,240080,0.0897,0.0883,0.083,0,0.0324,0.1455,0.1821,0.9254,240080,2487,0.0024
2,779_T2,NC_059452.1,12,361690,30140.8333,16445,34614.2516,125,5986.5,44453.75,109391,0.551,0.5453,0.083,0.4483,0.4772,0.5838,0.7099,0.1506,109391,125,0.0033
3,779_T2,NC_059452.1,10,42606021,4260602.1,2983265,3680702.1092,819074,1734830.5,5187732,10751790,0.868,0.8818,0.0335,0.8116,0.8433,0.892,0.9066,0.0386,10751790,819074,0.385
4,779_T2,NC_059452.1,7,67425589,9632227,7487970,7428862.6898,17078,4572393,15275668.5,20224418,0.9191,0.9194,0.0037,0.9129,0.9169,0.9223,0.9229,0.0041,20224418,17078,0.6093
1,779_T2,NC_059453.1,38,999964,26314.8421,2097,65952.1966,93,669.75,17101.5,368227,0.4114,0.4445,0.2412,0,0.2065,0.5892,0.7922,0.5863,368227,93,0.0099
