seg.group,sample,chromosome,n_segments,total_bp,mean_length,median_length,sd_length,min_length,q25_length,q75_length,max_length,mean_meth,median_meth,sd_meth,min_meth,q25_meth,q75_meth,max_meth,cv_meth,largest_segment,smallest_segment,prop_genome
1,769_T2,NC_059442.1,35,15920003,454857.2286,20543,1282117.0449,124,3539,243612,5959069,0.5563,0.5757,0.1782,0.1144,0.4534,0.6766,0.8517,0.3203,5959069,124,0.0919
2,769_T2,NC_059442.1,22,157272186,7148735.7273,3824917,9361464.8917,6200,1748734.5,8016905.5,37607779,0.897,0.8993,0.0136,0.868,0.8846,0.9078,0.9147,0.0151,37607779,6200,0.9081
1,769_T2,NC_059443.1,24,88538,3689.0833,1302,6746.1791,131,475.25,2125,30554,0.0532,0.042,0.043,0,0.0156,0.0942,0.1238,0.8075,30554,131,9e-04
2,769_T2,NC_059443.1,75,2486011,33146.8133,4802,81229.3948,72,1593,27289.5,604695,0.3918,0.3894,0.1271,0.1325,0.3019,0.4903,0.6976,0.3245,604695,72,0.0264
3,769_T2,NC_059443.1,94,91719113,975735.2447,71676.5,2530963.3793,868,18551.75,540911.5,15547474,0.8442,0.8477,0.0547,0.7049,0.8097,0.8852,0.9581,0.0648,15547474,868,0.9727
1,769_T2,NC_059444.1,150,1396624,9310.8267,1317,31491.4785,108,743.75,4263.25,290804,0.3241,0.3228,0.1725,0.0045,0.1834,0.4552,0.6765,0.5322,290804,108,0.0134
2,769_T2,NC_059444.1,132,103136826,781339.5909,22802,3325986.2814,152,7489,98034.5,31240564,0.8221,0.8281,0.0592,0.6904,0.7741,0.8711,0.9269,0.072,31240564,152,0.9866
1,769_T2,NC_059445.1,30,711811,23727.0333,3305.5,41676.7845,210,942,21320.5,180046,0.2845,0.2613,0.1941,0.0045,0.1197,0.4382,0.7889,0.6821,180046,210,0.0079
2,769_T2,NC_059445.1,29,89200194,3075868.7586,1075632,4449752.6169,9577,121285,4321182,15513671,0.8836,0.887,0.0234,0.8392,0.8662,0.8976,0.9338,0.0264,15513671,9577,0.9921
1,769_T2,NC_059446.1,37,3793690,102532.1622,6835,252380.0328,113,1542,78857,1302040,0.3988,0.4396,0.2476,0.0136,0.1897,0.5529,0.9549,0.6209,1302040,113,0.0415
2,769_T2,NC_059446.1,27,87557418,3242867.3333,1585007,4569884.7678,3055,673555,4312649,20855686,0.888,0.8931,0.0154,0.8466,0.8765,0.8985,0.9157,0.0174,20855686,3055,0.9585
1,769_T2,NC_059447.1,11,415453,37768.4545,33382,46402.8568,947,2609.5,38868.5,142311,0.1309,0.1133,0.0883,0.0076,0.055,0.199,0.2785,0.6748,142311,947,0.0044
2,769_T2,NC_059447.1,5,381078,76215.6,102360,62046.4811,2984,16979,119597,139158,0.5147,0.5253,0.0447,0.4647,0.4789,0.5266,0.5777,0.0869,139158,2984,0.004
3,769_T2,NC_059447.1,3,6205149,2068383,80792,3465152.2466,54789,67790.5,3075180,6069568,0.851,0.8499,0.0064,0.8453,0.8476,0.8539,0.8579,0.0075,6069568,54789,0.0653
4,769_T2,NC_059447.1,14,87999981,6285712.9286,4377476.5,7757172.8669,692438,2146396,5571375.25,30664939,0.8971,0.8992,0.0109,0.8766,0.8897,0.9049,0.9124,0.0122,30664939,692438,0.9263
1,769_T2,NC_059448.1,20,751244,37562.2,11600,61867.3236,422,1544.25,31330.75,231592,0.2483,0.2328,0.162,0.0422,0.1008,0.3419,0.6258,0.6523,231592,422,0.011
2,769_T2,NC_059448.1,21,67496615,3214124.5238,1703809,4889475.3997,564,139430,3057055,17884945,0.8851,0.8839,0.0329,0.8191,0.8685,0.9073,0.9419,0.0371,17884945,564,0.989
1,769_T2,NC_059449.1,70,645677,9223.9571,2220,29531.5169,198,812.5,3976.25,173620,0.3873,0.368,0.2022,0.0091,0.2592,0.5737,0.7408,0.5221,173620,198,0.0225
2,769_T2,NC_059449.1,22,28069491,1275885.9545,145394.5,2554732.4475,4613,43447,561965.75,7611185,0.8719,0.8762,0.0251,0.8336,0.8453,0.894,0.9047,0.0288,7611185,4613,0.9775
1,769_T2,NC_059450.1,23,3018389,131234.3043,28886,367946.9502,103,1623,95440,1787493,0.4668,0.4713,0.2414,0.0076,0.3546,0.6147,0.9432,0.5172,1787493,103,0.0188
2,769_T2,NC_059450.1,19,157799597,8305241.9474,7414939,8009358.5145,26957,2128403.5,10777242,27815679,0.8986,0.8975,0.0091,0.8867,0.8922,0.9024,0.9199,0.0101,27815679,26957,0.9812
1,769_T2,NC_059451.1,22,4562840,207401.8182,73639.5,361744.2527,212,13542.75,171817.5,1420715,0.4706,0.4802,0.2456,0.0145,0.3256,0.5878,0.8759,0.522,1420715,212,0.0365
2,769_T2,NC_059451.1,17,120501858,7088344.5882,6054502,4727080.6352,399396,3365031,10355902,15448592,0.9121,0.9109,0.0096,0.8961,0.9073,0.9199,0.9299,0.0105,15448592,399396,0.9635
1,769_T2,NC_059452.1,24,3682841,153451.7083,21446,447513.9921,38,4413.75,105396.25,2216536,0.4721,0.5429,0.2126,0,0.3982,0.6094,0.7749,0.4503,2216536,38,0.0335
2,769_T2,NC_059452.1,23,106410544,4626545.3913,1879171,5889450.8979,7799,699821.5,6515315.5,19060424,0.883,0.8902,0.031,0.8232,0.8632,0.9091,0.9183,0.0351,19060424,7799,0.9665
1,769_T2,NC_059453.1,10,75874,7587.4,2810,12108.6363,93,651.25,5638.25,37074,0.0645,0.0727,0.0448,0.0033,0.0237,0.0969,0.1227,0.6955,37074,93,8e-04
2,769_T2,NC_059453.1,32,767658,23989.3125,4864.5,46436.4933,320,1922,17784.25,210223,0.5239,0.4799,0.1697,0.1816,0.4068,0.6794,0.8228,0.3239,210223,320,0.0076
3,769_T2,NC_059453.1,23,99970102,4346526.1739,1271956,9306561.1018,234,95677.5,4047999,42208151,0.889,0.8887,0.0252,0.8469,0.8687,0.912,0.9318,0.0283,42208151,234,0.9916
1,769_T2,NC_059454.1,33,1839694,55748.303,37963,68551.5392,310,2340,94859,291778,0.392,0.4082,0.1929,0.0295,0.253,0.554,0.6806,0.4921,291778,310,0.0162
2,769_T2,NC_059454.1,6,26723,4453.8333,4013.5,3671.5443,470,1379.75,7758,8718,0.8404,0.84,0.0097,0.828,0.8341,0.8463,0.854,0.0115,8718,470,2e-04
3,769_T2,NC_059454.1,22,111530476,5069567.0909,3186886,6652976.0319,7783,361812.25,5220802.25,23220335,0.9071,0.9087,0.0144,0.8801,0.9009,0.9208,0.9239,0.0158,23220335,7783,0.9835
